date,mine_id,mine_name,planned_tonnage,actual_tonnage,ore_grade_mn,recovery_rate,crusher_utilization,fleet_availability,operating_hours,downtime_hours,rainfall_mm,shortfall_tonnes,shortfall_percentage,shortfall_event
2025-01-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4086,47.5,84.5,95.5,94.8,23.0,1.0,0.0,714,14.9,1
2025-01-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4085,48.4,86.3,91.2,98.7,22.4,1.6,0.0,715,14.9,1
2025-01-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4203,48.1,85.3,86.5,97.0,22.3,1.7,0.0,597,12.4,1
2025-01-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4137,48.9,88.1,92.3,93.2,22.8,1.2,0.0,663,13.8,1
2025-01-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4154,47.8,85.9,92.7,93.1,23.0,1.0,0.0,646,13.5,1
2025-01-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4300,48.0,86.5,95.9,95.3,23.3,0.7,0.0,500,10.4,1
2025-01-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3993,47.9,85.7,94.4,91.6,23.4,0.6,0.0,807,16.8,1
2025-01-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4175,48.2,87.1,90.1,96.5,22.2,1.8,0.0,625,13.0,1
2025-01-14,dongri-buzurg,Dongri Buzurg Opencast,4800,3845,47.8,85.4,87.2,91.4,22.5,1.5,0.0,955,19.9,1
2025-01-15,dongri-buzurg,Dongri Buzurg Opencast,4800,4269,48.9,86.5,95.6,94.2,23.1,0.9,0.0,531,11.1,1
2025-01-16,dongri-buzurg,Dongri Buzurg Opencast,4800,4284,47.6,86.5,90.0,97.8,22.8,1.2,0.0,516,10.8,1
2025-01-17,dongri-buzurg,Dongri Buzurg Opencast,4800,4095,49.1,86.7,89.2,90.3,23.2,0.8,0.0,705,14.7,1
2025-01-18,dongri-buzurg,Dongri Buzurg Opencast,4800,3984,47.9,85.3,92.6,96.4,22.3,1.7,0.0,816,17.0,1
2025-01-19,dongri-buzurg,Dongri Buzurg Opencast,4800,4151,48.2,85.8,96.1,93.3,23.3,0.7,0.0,649,13.5,1
2025-01-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4035,47.5,85.1,89.1,97.2,22.5,1.5,0.0,765,15.9,1
2025-01-21,dongri-buzurg,Dongri Buzurg Opencast,4800,4096,48.0,87.5,91.7,93.7,23.2,0.8,0.0,704,14.7,1
2025-01-22,dongri-buzurg,Dongri Buzurg Opencast,4800,4224,48.0,86.3,92.1,96.8,22.2,1.8,0.0,576,12.0,1
2025-01-23,dongri-buzurg,Dongri Buzurg Opencast,4800,4387,48.4,87.9,94.9,98.1,22.8,1.2,0.0,413,8.6,0
2025-01-24,dongri-buzurg,Dongri Buzurg Opencast,4800,3914,49.1,85.5,93.2,94.2,22.7,1.3,0.0,886,18.5,1
2025-01-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4042,48.0,87.4,89.7,91.9,22.6,1.4,0.0,758,15.8,1
2025-01-26,dongri-buzurg,Dongri Buzurg Opencast,4800,4059,48.8,87.3,88.8,95.0,22.1,1.9,0.0,741,15.4,1
2025-01-27,dongri-buzurg,Dongri Buzurg Opencast,4800,3842,49.2,85.6,85.7,93.2,22.1,1.9,0.0,958,20.0,1
2025-01-28,dongri-buzurg,Dongri Buzurg Opencast,4800,4182,49.2,86.6,94.5,97.9,23.1,0.9,0.0,618,12.9,1
2025-01-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4233,47.3,86.9,90.5,98.6,23.0,1.0,0.0,567,11.8,1
2025-01-30,dongri-buzurg,Dongri Buzurg Opencast,4800,4138,48.4,85.8,86.9,96.8,22.1,1.9,0.0,662,13.8,1
2025-01-31,dongri-buzurg,Dongri Buzurg Opencast,4800,4231,47.7,87.5,92.2,92.8,23.5,0.5,0.0,569,11.9,1
2025-02-01,dongri-buzurg,Dongri Buzurg Opencast,4800,3883,48.0,86.1,87.6,93.1,22.1,1.9,0.0,917,19.1,1
2025-02-02,dongri-buzurg,Dongri Buzurg Opencast,4800,4122,48.3,87.6,93.5,95.1,22.9,1.1,0.0,678,14.1,1
2025-02-03,dongri-buzurg,Dongri Buzurg Opencast,4800,4068,49.3,87.5,90.7,93.5,22.8,1.2,0.0,732,15.2,1
2025-02-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3982,48.0,85.8,88.3,95.8,22.5,1.5,0.0,818,17.0,1
2025-02-05,dongri-buzurg,Dongri Buzurg Opencast,4800,4120,48.8,86.7,88.1,94.0,22.5,1.5,0.0,680,14.2,1
2025-02-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4334,48.2,86.0,96.5,95.9,23.2,0.8,0.0,466,9.7,0
2025-02-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4039,48.5,86.2,89.4,90.7,23.3,0.7,0.0,761,15.9,1
2025-02-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4237,49.2,87.7,96.7,92.5,23.4,0.6,0.0,563,11.7,1
2025-02-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4476,47.8,86.7,93.5,99.0,23.4,0.6,0.0,324,6.8,0
2025-02-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4098,48.0,85.8,88.3,97.1,22.3,1.7,0.0,702,14.6,1
2025-02-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4242,48.9,88.2,88.9,98.4,22.4,1.6,0.0,558,11.6,1
2025-02-12,dongri-buzurg,Dongri Buzurg Opencast,4800,4150,49.2,87.2,87.7,94.4,22.4,1.6,0.0,650,13.5,1
2025-02-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4147,48.2,86.1,87.9,92.1,22.9,1.1,0.0,653,13.6,1
2025-02-14,dongri-buzurg,Dongri Buzurg Opencast,4800,4308,47.7,85.5,94.8,94.1,23.4,0.6,0.0,492,10.2,1
2025-02-15,dongri-buzurg,Dongri Buzurg Opencast,4800,4113,47.4,85.4,92.6,95.1,23.0,1.0,0.0,687,14.3,1
2025-02-16,dongri-buzurg,Dongri Buzurg Opencast,4800,3938,48.6,85.2,91.0,91.6,23.4,0.6,0.0,862,18.0,1
2025-02-17,dongri-buzurg,Dongri Buzurg Opencast,4800,2959,47.5,87.0,62.4,96.3,16.1,7.9,0.0,1841,38.4,1
2025-02-18,dongri-buzurg,Dongri Buzurg Opencast,4800,4048,48.5,86.2,91.7,92.4,22.4,1.6,0.0,752,15.7,1
2025-02-19,dongri-buzurg,Dongri Buzurg Opencast,4800,4197,48.0,86.0,89.4,93.3,23.0,1.0,0.0,603,12.6,1
2025-02-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4067,48.4,86.2,95.1,95.2,23.1,0.9,0.0,733,15.3,1
2025-02-21,dongri-buzurg,Dongri Buzurg Opencast,4800,4019,49.9,86.4,88.6,92.1,22.4,1.6,0.0,781,16.3,1
2025-02-22,dongri-buzurg,Dongri Buzurg Opencast,4800,4019,48.8,88.1,91.1,94.0,22.1,1.9,0.0,781,16.3,1
2025-02-23,dongri-buzurg,Dongri Buzurg Opencast,4800,4099,48.4,85.5,86.7,93.0,22.6,1.4,0.0,701,14.6,1
2025-02-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4191,48.1,87.4,91.0,99.0,22.0,2.0,0.0,609,12.7,1
2025-02-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4201,49.0,87.2,95.0,97.1,22.9,1.1,0.0,599,12.5,1
2025-02-26,dongri-buzurg,Dongri Buzurg Opencast,4800,4394,48.7,87.1,90.9,95.5,23.4,0.6,0.0,406,8.5,0
2025-02-27,dongri-buzurg,Dongri Buzurg Opencast,4800,4334,48.8,86.9,87.9,98.0,22.3,1.7,0.0,466,9.7,0
2025-02-28,dongri-buzurg,Dongri Buzurg Opencast,4800,4188,49.2,87.9,92.4,98.4,22.6,1.4,0.0,612,12.8,1
2025-03-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4297,48.9,88.0,89.1,99.0,22.4,1.6,0.0,503,10.5,1
2025-03-02,dongri-buzurg,Dongri Buzurg Opencast,4800,4094,48.2,86.6,95.0,92.1,23.2,0.8,0.0,706,14.7,1
2025-03-03,dongri-buzurg,Dongri Buzurg Opencast,4800,4083,48.5,87.8,88.7,94.7,22.9,1.1,0.0,717,14.9,1
2025-03-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3952,48.8,88.0,87.6,92.1,22.7,1.3,0.0,848,17.7,1
2025-03-05,dongri-buzurg,Dongri Buzurg Opencast,4800,4125,44.1,82.5,92.3,95.2,23.2,0.8,0.0,675,14.1,1
2025-03-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4401,47.5,86.3,96.1,95.3,23.4,0.6,0.0,399,8.3,0
2025-03-07,dongri-buzurg,Dongri Buzurg Opencast,4800,3959,49.1,88.1,90.9,95.3,22.1,1.9,0.0,841,17.5,1
2025-03-08,dongri-buzurg,Dongri Buzurg Opencast,4800,3837,46.9,87.0,90.5,89.7,22.5,1.5,0.0,963,20.1,1
2025-03-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4237,49.4,87.6,89.8,94.2,23.4,0.6,0.0,563,11.7,1
2025-03-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4325,48.9,86.6,96.1,96.7,23.4,0.6,0.0,475,9.9,0
2025-03-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4233,49.2,85.4,95.3,97.6,23.4,0.6,0.0,567,11.8,1
2025-03-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3804,47.6,84.5,91.1,93.4,22.3,1.7,0.0,996,20.8,1
2025-03-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4056,49.5,86.1,90.0,90.7,23.0,1.0,0.0,744,15.5,1
2025-03-14,dongri-buzurg,Dongri Buzurg Opencast,4800,4013,48.3,86.2,92.0,90.6,23.4,0.6,0.0,787,16.4,1
2025-03-15,dongri-buzurg,Dongri Buzurg Opencast,4800,3821,47.9,87.2,90.6,92.3,22.0,2.0,0.0,979,20.4,1
2025-03-16,dongri-buzurg,Dongri Buzurg Opencast,4800,4203,49.3,87.0,85.2,99.0,22.2,1.8,0.0,597,12.4,1
2025-03-17,dongri-buzurg,Dongri Buzurg Opencast,4800,3991,48.4,86.3,89.6,92.1,22.6,1.4,0.0,809,16.9,1
2025-03-18,dongri-buzurg,Dongri Buzurg Opencast,4800,3880,49.2,86.7,93.1,91.9,22.4,1.6,0.0,920,19.2,1
2025-03-19,dongri-buzurg,Dongri Buzurg Opencast,4800,3946,48.9,86.8,87.8,93.4,22.6,1.4,0.0,854,17.8,1
2025-03-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4361,47.4,87.3,90.6,98.7,22.9,1.1,0.0,439,9.1,0
2025-03-21,dongri-buzurg,Dongri Buzurg Opencast,4800,4131,48.9,87.7,93.1,95.3,22.4,1.6,0.0,669,13.9,1
2025-03-22,dongri-buzurg,Dongri Buzurg Opencast,4800,3984,48.8,85.5,89.8,95.3,22.6,1.4,0.0,816,17.0,1
2025-03-23,dongri-buzurg,Dongri Buzurg Opencast,4800,3708,48.6,85.6,87.9,88.7,22.2,1.8,0.0,1092,22.8,1
2025-03-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4072,48.2,87.2,87.5,97.3,22.1,1.9,0.0,728,15.2,1
2025-03-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4011,49.7,88.5,89.9,93.0,22.7,1.3,0.0,789,16.4,1
2025-03-26,dongri-buzurg,Dongri Buzurg Opencast,4800,3800,48.1,85.3,92.9,91.9,22.7,1.3,0.0,1000,20.8,1
2025-03-27,dongri-buzurg,Dongri Buzurg Opencast,4800,3988,49.9,86.9,87.4,91.1,22.5,1.5,0.0,812,16.9,1
2025-03-28,dongri-buzurg,Dongri Buzurg Opencast,4800,3838,48.9,88.1,85.9,91.3,22.0,2.0,0.0,962,20.0,1
2025-03-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4306,49.7,88.0,94.5,94.1,23.1,0.9,0.0,494,10.3,1
2025-03-30,dongri-buzurg,Dongri Buzurg Opencast,4800,4301,48.8,87.3,92.5,95.0,23.0,1.0,0.0,499,10.4,1
2025-03-31,dongri-buzurg,Dongri Buzurg Opencast,4800,4132,47.9,85.6,86.0,95.5,22.5,1.5,0.0,668,13.9,1
2025-04-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4222,48.1,85.8,92.6,94.3,23.2,0.8,0.0,578,12.0,1
2025-04-02,dongri-buzurg,Dongri Buzurg Opencast,4800,3886,48.9,85.5,93.3,90.6,22.9,1.1,0.0,914,19.0,1
2025-04-03,dongri-buzurg,Dongri Buzurg Opencast,4800,3998,47.6,87.3,85.7,93.4,22.2,1.8,0.0,802,16.7,1
2025-04-04,dongri-buzurg,Dongri Buzurg Opencast,4800,4205,48.7,87.2,93.7,92.1,23.1,0.9,0.0,595,12.4,1
2025-04-05,dongri-buzurg,Dongri Buzurg Opencast,4800,2856,48.7,86.1,65.1,95.5,15.9,8.1,0.0,1944,40.5,1
2025-04-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4161,48.3,85.5,89.7,95.4,22.5,1.5,0.0,639,13.3,1
2025-04-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4039,49.2,86.0,89.5,93.2,22.1,1.9,0.0,761,15.9,1
2025-04-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4033,49.1,86.3,91.4,96.9,22.2,1.8,0.0,767,16.0,1
2025-04-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4223,48.4,85.4,96.2,97.2,23.2,0.8,0.0,577,12.0,1
2025-04-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4244,48.9,86.7,88.1,99.0,22.2,1.8,0.0,556,11.6,1
2025-04-11,dongri-buzurg,Dongri Buzurg Opencast,4800,3949,48.1,85.2,86.3,92.9,22.3,1.7,0.0,851,17.7,1
2025-04-12,dongri-buzurg,Dongri Buzurg Opencast,4800,4333,48.2,86.6,88.8,95.8,23.0,1.0,0.0,467,9.7,0
2025-04-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4189,47.7,86.8,86.7,95.8,22.1,1.9,0.0,611,12.7,1
2025-04-14,dongri-buzurg,Dongri Buzurg Opencast,4800,4124,48.8,87.1,89.8,97.0,22.3,1.7,0.0,676,14.1,1
2025-04-15,dongri-buzurg,Dongri Buzurg Opencast,4800,4023,48.5,86.5,91.1,95.1,22.7,1.3,0.0,777,16.2,1
2025-04-16,dongri-buzurg,Dongri Buzurg Opencast,4800,4318,49.1,87.1,95.7,97.6,23.1,0.9,0.0,482,10.0,1
2025-04-17,dongri-buzurg,Dongri Buzurg Opencast,4800,4307,47.9,86.3,90.1,99.0,23.2,0.8,0.0,493,10.3,1
2025-04-18,dongri-buzurg,Dongri Buzurg Opencast,4800,4202,49.0,87.3,92.0,99.0,22.7,1.3,0.0,598,12.5,1
2025-04-19,dongri-buzurg,Dongri Buzurg Opencast,4800,4092,48.8,87.7,93.7,94.7,22.9,1.1,0.0,708,14.8,1
2025-04-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4079,47.9,86.1,85.9,96.7,22.4,1.6,0.0,721,15.0,1
2025-04-21,dongri-buzurg,Dongri Buzurg Opencast,4800,3992,48.4,85.5,88.4,94.5,22.6,1.4,0.0,808,16.8,1
2025-04-22,dongri-buzurg,Dongri Buzurg Opencast,4800,4188,48.7,86.7,89.7,93.9,22.5,1.5,0.0,612,12.8,1
2025-04-23,dongri-buzurg,Dongri Buzurg Opencast,4800,4075,48.7,87.1,91.9,94.9,23.1,0.9,0.0,725,15.1,1
2025-04-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4169,49.1,88.4,89.7,93.6,23.1,0.9,0.0,631,13.1,1
2025-04-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4153,48.6,87.2,95.7,93.8,23.1,0.9,0.0,647,13.5,1
2025-04-26,dongri-buzurg,Dongri Buzurg Opencast,4800,4040,47.3,87.0,85.3,91.7,22.2,1.8,0.0,760,15.8,1
2025-04-27,dongri-buzurg,Dongri Buzurg Opencast,4800,4020,47.9,85.3,93.9,94.8,23.1,0.9,0.0,780,16.2,1
2025-04-28,dongri-buzurg,Dongri Buzurg Opencast,4800,4378,48.6,87.8,96.5,93.8,23.3,0.7,0.0,422,8.8,0
2025-04-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4254,49.4,85.7,91.1,98.3,22.2,1.8,0.0,546,11.4,1
2025-04-30,dongri-buzurg,Dongri Buzurg Opencast,4800,4011,47.9,86.5,90.9,95.2,22.2,1.8,0.0,789,16.4,1
2025-05-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4198,48.2,86.3,91.6,92.5,23.3,0.7,0.0,602,12.5,1
2025-05-02,dongri-buzurg,Dongri Buzurg Opencast,4800,3973,48.0,86.6,92.5,92.8,22.5,1.5,0.0,827,17.2,1
2025-05-03,dongri-buzurg,Dongri Buzurg Opencast,4800,4172,48.4,87.8,88.6,95.2,23.1,0.9,0.0,628,13.1,1
2025-05-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3949,48.3,84.9,91.0,96.0,22.1,1.9,0.0,851,17.7,1
2025-05-05,dongri-buzurg,Dongri Buzurg Opencast,4800,4263,48.3,85.1,90.8,95.7,23.0,1.0,0.0,537,11.2,1
2025-05-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4134,48.4,87.0,87.7,94.2,22.6,1.4,0.0,666,13.9,1
2025-05-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4010,44.0,84.9,92.3,93.7,23.3,0.7,0.0,790,16.5,1
2025-05-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4479,49.5,87.5,91.1,98.0,23.1,0.9,0.0,321,6.7,0
2025-05-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4059,48.3,85.8,88.6,97.1,22.8,1.2,0.0,741,15.4,1
2025-05-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4136,47.7,86.4,95.4,97.0,23.0,1.0,0.0,664,13.8,1
2025-05-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4401,47.9,86.7,95.5,96.5,23.1,0.9,0.0,399,8.3,0
2025-05-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3979,48.7,85.5,90.4,94.9,22.1,1.9,0.0,821,17.1,1
2025-05-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4488,48.4,86.8,95.3,99.0,23.2,0.8,0.0,312,6.5,0
2025-05-14,dongri-buzurg,Dongri Buzurg Opencast,4800,4088,49.1,88.2,86.2,96.5,22.1,1.9,0.0,712,14.8,1
2025-05-15,dongri-buzurg,Dongri Buzurg Opencast,4800,4400,48.4,86.9,90.7,95.6,23.2,0.8,0.0,400,8.3,0
2025-05-16,dongri-buzurg,Dongri Buzurg Opencast,4800,4287,48.6,85.8,92.2,97.0,22.8,1.2,0.0,513,10.7,1
2025-05-17,dongri-buzurg,Dongri Buzurg Opencast,4800,4226,49.2,85.6,88.2,97.1,22.8,1.2,0.0,574,12.0,1
2025-05-18,dongri-buzurg,Dongri Buzurg Opencast,4800,4045,48.2,86.6,86.2,93.6,22.3,1.7,0.0,755,15.7,1
2025-05-19,dongri-buzurg,Dongri Buzurg Opencast,4800,4013,47.8,85.3,90.5,94.7,22.4,1.6,0.0,787,16.4,1
2025-05-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4219,47.6,84.6,90.3,96.2,23.1,0.9,0.0,581,12.1,1
2025-05-21,dongri-buzurg,Dongri Buzurg Opencast,4800,4051,48.5,85.9,91.6,94.8,22.9,1.1,0.0,749,15.6,1
2025-05-22,dongri-buzurg,Dongri Buzurg Opencast,4800,3060,49.1,86.7,68.4,97.4,16.8,7.2,0.0,1740,36.2,1
2025-05-23,dongri-buzurg,Dongri Buzurg Opencast,4800,3980,47.4,85.4,88.3,96.2,22.6,1.4,0.0,820,17.1,1
2025-05-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4343,48.7,86.9,94.5,97.2,23.3,0.7,0.0,457,9.5,0
2025-05-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4170,48.6,85.5,88.9,98.1,23.0,1.0,0.0,630,13.1,1
2025-05-26,dongri-buzurg,Dongri Buzurg Opencast,4800,4211,49.8,88.2,91.4,94.6,23.3,0.7,0.0,589,12.3,1
2025-05-27,dongri-buzurg,Dongri Buzurg Opencast,4800,4390,48.7,86.8,91.4,96.4,23.0,1.0,0.0,410,8.5,0
2025-05-28,dongri-buzurg,Dongri Buzurg Opencast,4800,4136,48.1,86.9,87.9,97.2,22.1,1.9,0.0,664,13.8,1
2025-05-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4167,49.4,85.6,92.8,95.9,22.6,1.4,0.0,633,13.2,1
2025-05-30,dongri-buzurg,Dongri Buzurg Opencast,4800,3930,48.8,86.3,88.6,91.3,22.4,1.6,0.0,870,18.1,1
2025-05-31,dongri-buzurg,Dongri Buzurg Opencast,4800,3859,47.7,85.1,91.9,92.4,22.7,1.3,0.0,941,19.6,1
2025-06-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4068,47.5,85.7,89.7,95.2,22.8,1.2,0.0,732,15.2,1
2025-06-02,dongri-buzurg,Dongri Buzurg Opencast,4800,4040,49.2,88.3,88.1,93.8,22.1,1.9,0.0,760,15.8,1
2025-06-03,dongri-buzurg,Dongri Buzurg Opencast,4800,3838,49.5,87.1,92.0,92.9,22.1,1.9,0.0,962,20.0,1
2025-06-04,dongri-buzurg,Dongri Buzurg Opencast,4800,4048,48.4,86.7,89.7,95.9,22.7,1.3,0.0,752,15.7,1
2025-06-05,dongri-buzurg,Dongri Buzurg Opencast,4800,3710,48.5,85.7,90.6,91.0,22.2,1.8,0.0,1090,22.7,1
2025-06-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4106,49.2,87.6,96.8,91.5,23.3,0.7,0.0,694,14.5,1
2025-06-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4002,47.4,86.4,90.4,94.5,22.8,1.2,0.0,798,16.6,1
2025-06-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4250,48.7,86.0,91.4,97.0,23.4,0.6,0.0,550,11.5,1
2025-06-09,dongri-buzurg,Dongri Buzurg Opencast,4800,3421,46.8,86.0,84.0,84.4,20.7,3.3,27.6,1379,28.7,1
2025-06-10,dongri-buzurg,Dongri Buzurg Opencast,4800,3657,48.0,85.1,86.0,89.2,21.7,2.3,14.5,1143,23.8,1
2025-06-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4081,48.7,86.1,92.3,93.3,22.3,1.7,5.3,719,15.0,1
2025-06-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3904,48.7,85.4,88.0,93.6,21.9,2.1,6.8,896,18.7,1
2025-06-13,dongri-buzurg,Dongri Buzurg Opencast,4800,3185,48.1,85.7,78.5,84.0,20.3,3.7,30.5,1615,33.6,1
2025-06-14,dongri-buzurg,Dongri Buzurg Opencast,4800,3436,48.4,86.5,84.7,85.7,21.5,2.5,27.0,1364,28.4,1
2025-06-15,dongri-buzurg,Dongri Buzurg Opencast,4800,3847,48.3,86.6,86.8,89.7,22.3,1.7,15.6,953,19.9,1
2025-06-16,dongri-buzurg,Dongri Buzurg Opencast,4800,3084,48.4,85.5,81.5,81.3,20.6,3.4,46.9,1716,35.8,1
2025-06-17,dongri-buzurg,Dongri Buzurg Opencast,4800,3233,49.4,87.5,81.1,82.4,20.0,4.0,35.2,1567,32.6,1
2025-06-18,dongri-buzurg,Dongri Buzurg Opencast,4800,3412,47.9,84.7,86.1,84.3,21.4,2.6,33.1,1388,28.9,1
2025-06-19,dongri-buzurg,Dongri Buzurg Opencast,4800,3722,48.6,85.5,87.4,92.4,21.8,2.2,8.7,1078,22.5,1
2025-06-20,dongri-buzurg,Dongri Buzurg Opencast,4800,2931,48.0,87.5,77.7,78.8,19.5,4.5,51.0,1869,38.9,1
2025-06-21,dongri-buzurg,Dongri Buzurg Opencast,4800,3271,47.9,85.9,84.5,82.2,20.4,3.6,41.7,1529,31.9,1
2025-06-22,dongri-buzurg,Dongri Buzurg Opencast,4800,3429,48.6,88.0,81.5,83.2,20.9,3.1,32.2,1371,28.6,1
2025-06-23,dongri-buzurg,Dongri Buzurg Opencast,4800,3635,48.7,86.4,85.2,87.1,21.4,2.6,24.6,1165,24.3,1
2025-06-24,dongri-buzurg,Dongri Buzurg Opencast,4800,3010,46.9,84.9,78.1,80.2,20.6,3.4,39.4,1790,37.3,1
2025-06-25,dongri-buzurg,Dongri Buzurg Opencast,4800,3591,48.4,85.5,84.2,90.1,21.0,3.0,27.6,1209,25.2,1
2025-06-26,dongri-buzurg,Dongri Buzurg Opencast,4800,3277,48.8,85.6,82.9,84.4,20.8,3.2,37.9,1523,31.7,1
2025-06-27,dongri-buzurg,Dongri Buzurg Opencast,4800,3618,48.1,86.8,83.3,87.5,20.9,3.1,24.6,1182,24.6,1
2025-06-28,dongri-buzurg,Dongri Buzurg Opencast,4800,3787,48.7,86.7,84.1,88.9,21.9,2.1,21.6,1013,21.1,1
2025-06-29,dongri-buzurg,Dongri Buzurg Opencast,4800,3242,48.4,86.1,86.4,82.3,20.8,3.2,40.8,1558,32.5,1
2025-06-30,dongri-buzurg,Dongri Buzurg Opencast,4800,3884,48.7,86.7,87.8,92.4,22.1,1.9,12.8,916,19.1,1
2025-07-01,dongri-buzurg,Dongri Buzurg Opencast,4800,2253,47.5,84.5,69.3,70.3,17.6,6.4,74.3,2547,53.1,1
2025-07-02,dongri-buzurg,Dongri Buzurg Opencast,4800,3518,47.9,87.5,80.8,84.9,21.3,2.7,27.1,1282,26.7,1
2025-07-03,dongri-buzurg,Dongri Buzurg Opencast,4800,2826,48.4,86.2,81.8,72.8,19.8,4.2,53.7,1974,41.1,1
2025-07-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3171,48.8,86.8,82.5,80.3,20.3,3.7,52.8,1629,33.9,1
2025-07-05,dongri-buzurg,Dongri Buzurg Opencast,4800,2974,50.0,88.2,81.6,76.4,19.9,4.1,50.4,1826,38.0,1
2025-07-06,dongri-buzurg,Dongri Buzurg Opencast,4800,3163,48.5,85.7,81.2,84.6,20.2,3.8,39.5,1637,34.1,1
2025-07-07,dongri-buzurg,Dongri Buzurg Opencast,4800,3835,48.7,87.1,87.0,89.4,21.8,2.2,9.3,965,20.1,1
2025-07-08,dongri-buzurg,Dongri Buzurg Opencast,4800,1278,47.6,85.5,42.8,65.6,10.3,13.7,105.1,3522,73.4,1
2025-07-09,dongri-buzurg,Dongri Buzurg Opencast,4800,2703,44.9,84.1,76.0,77.4,18.5,5.5,62.4,2097,43.7,1
2025-07-10,dongri-buzurg,Dongri Buzurg Opencast,4800,3158,48.0,87.0,75.6,80.3,19.8,4.2,51.8,1642,34.2,1
2025-07-11,dongri-buzurg,Dongri Buzurg Opencast,4800,2607,49.7,87.9,73.3,72.5,18.2,5.8,77.7,2193,45.7,1
2025-07-12,dongri-buzurg,Dongri Buzurg Opencast,4800,2909,48.2,86.3,79.1,78.8,19.6,4.4,56.8,1891,39.4,1
2025-07-13,dongri-buzurg,Dongri Buzurg Opencast,4800,3506,48.7,87.4,84.8,84.5,21.2,2.8,28.8,1294,27.0,1
2025-07-14,dongri-buzurg,Dongri Buzurg Opencast,4800,2992,48.6,86.3,80.7,79.1,19.5,4.5,49.9,1808,37.7,1
2025-07-15,dongri-buzurg,Dongri Buzurg Opencast,4800,2434,48.2,85.0,71.3,74.2,18.0,6.0,70.6,2366,49.3,1
2025-07-16,dongri-buzurg,Dongri Buzurg Opencast,4800,3351,47.6,86.6,84.0,87.4,20.4,3.6,37.8,1449,30.2,1
