mine_id,sample_id,x,y,elevation,depth_m,lithology,mn_grade,fe_grade,density,geological_confidence
dongri-buzurg,GEO-DON-0092,79.73544,21.53706,339.2,42,Surface Lateritic Overburden,23.6,7.6,2.48,0.67
dongri-buzurg,GEO-DON-0093,79.72964,21.54752,157.8,221,Hydrothermal Manganiferous Breccia,28.0,7.9,3.4,0.74
dongri-buzurg,GEO-DON-0094,79.72446,21.54567,38.5,343,Tirodi Crystalline Gneiss Basement,19.9,9.3,2.65,0.65
dongri-buzurg,GEO-DON-0095,79.71314,21.53937,51.5,325,Tirodi Crystalline Gneiss Basement,16.9,9.1,2.98,0.64
dongri-buzurg,GEO-DON-0096,79.71232,21.55481,322.3,55,Mansar Quartz-Mica Schist,33.3,7.1,3.14,0.86
dongri-buzurg,GEO-DON-0097,79.71397,21.55085,60.4,322,Tirodi Crystalline Gneiss Basement,19.0,9.5,2.91,0.7
dongri-buzurg,GEO-DON-0098,79.72275,21.55774,305.8,74,Mansar Quartz-Mica Schist,32.2,7.0,3.13,0.78
dongri-buzurg,GEO-DON-0099,79.73162,21.55018,200.6,184,Gondite Manganese Reef Horizon,40.9,5.4,3.61,0.94
dongri-buzurg,GEO-DON-0100,79.7326,21.54729,133.8,245,Hydrothermal Manganiferous Breccia,28.6,6.8,3.0,0.74
dongri-buzurg,GEO-DON-0101,79.73615,21.53118,124.6,258,Hydrothermal Manganiferous Breccia,27.5,6.2,3.28,0.81
dongri-buzurg,GEO-DON-0102,79.71204,21.53886,159.6,221,Hydrothermal Manganiferous Breccia,29.7,5.8,3.38,0.71
dongri-buzurg,GEO-DON-0103,79.71247,21.55694,113.1,264,Hydrothermal Manganiferous Breccia,26.7,6.1,3.15,0.83
dongri-buzurg,GEO-DON-0104,79.71745,21.54166,33.2,348,Tirodi Crystalline Gneiss Basement,19.6,9.1,2.76,0.66
dongri-buzurg,GEO-DON-0105,79.7065,21.54679,134.3,248,Hydrothermal Manganiferous Breccia,27.3,6.0,3.29,0.77
dongri-buzurg,GEO-DON-0106,79.70835,21.5456,153.7,230,Hydrothermal Manganiferous Breccia,30.3,7.1,3.34,0.82
dongri-buzurg,GEO-DON-0107,79.73115,21.54315,277.2,105,Mansar Quartz-Mica Schist,28.1,6.9,3.12,0.82
dongri-buzurg,GEO-DON-0108,79.71082,21.53805,216.3,162,Gondite Manganese Reef Horizon,39.7,4.9,3.82,0.95
dongri-buzurg,GEO-DON-0109,79.73439,21.54748,34.7,349,Tirodi Crystalline Gneiss Basement,17.9,9.7,2.65,0.66
dongri-buzurg,GEO-DON-0110,79.71791,21.54536,81.5,296,Tirodi Crystalline Gneiss Basement,19.6,8.3,2.73,0.6
dongri-buzurg,GEO-DON-0111,79.73135,21.53639,353.2,23,Surface Lateritic Overburden,20.5,9.3,2.5,0.71
dongri-buzurg,GEO-DON-0112,79.73166,21.53378,72.6,307,Tirodi Crystalline Gneiss Basement,20.9,8.7,2.65,0.61
dongri-buzurg,GEO-DON-0113,79.72129,21.54131,123.8,258,Hydrothermal Manganiferous Breccia,28.9,6.1,3.31,0.72
dongri-buzurg,GEO-DON-0114,79.72611,21.5569,112.0,266,Hydrothermal Manganiferous Breccia,26.9,6.3,3.45,0.74
dongri-buzurg,GEO-DON-0115,79.72918,21.54169,272.9,106,Mansar Quartz-Mica Schist,28.7,5.6,3.16,0.77
dongri-buzurg,GEO-DON-0116,79.71873,21.53862,187.5,193,Gondite Manganese Reef Horizon,39.7,5.5,4.06,0.89
dongri-buzurg,GEO-DON-0117,79.7142,21.55012,222.8,155,Gondite Manganese Reef Horizon,40.8,5.5,3.72,0.98
dongri-buzurg,GEO-DON-0118,79.71689,21.53162,161.1,218,Gondite Manganese Reef Horizon,39.0,4.9,4.0,0.94
dongri-buzurg,GEO-DON-0119,79.70984,21.554,189.4,190,Gondite Manganese Reef Horizon,39.8,5.7,3.78,0.89
dongri-buzurg,GEO-DON-0120,79.72094,21.53317,211.1,168,Gondite Manganese Reef Horizon,42.2,5.2,3.86,0.93
gumgaon,GEO-GUM-0001,79.01238,21.39419,253.7,35,Surface Lateritic Overburden,17.7,8.9,2.48,0.69
gumgaon,GEO-GUM-0002,79.00691,21.3927,217.1,70,Mansar Quartz-Mica Schist,26.8,7.3,3.15,0.86
gumgaon,GEO-GUM-0003,79.01054,21.39955,195.9,94,Mansar Quartz-Mica Schist,28.5,7.3,3.02,0.81
gumgaon,GEO-GUM-0004,79.0167,21.39466,242.6,50,Mansar Quartz-Mica Schist,24.7,7.4,2.88,0.82
gumgaon,GEO-GUM-0005,79.02079,21.38733,181.4,111,Gondite Manganese Reef Horizon,43.1,5.2,4.04,0.93
gumgaon,GEO-GUM-0006,79.01788,21.3938,224.7,67,Mansar Quartz-Mica Schist,25.9,7.3,2.91,0.88
gumgaon,GEO-GUM-0007,79.00306,21.37553,228.6,62,Mansar Quartz-Mica Schist,26.9,5.8,2.98,0.83
gumgaon,GEO-GUM-0008,79.02347,21.39411,249.0,42,Surface Lateritic Overburden,17.9,7.8,2.79,0.75
gumgaon,GEO-GUM-0009,79.00198,21.39646,60.6,227,Hydrothermal Manganiferous Breccia,27.9,5.8,3.28,0.78
gumgaon,GEO-GUM-0010,79.02371,21.37238,33.4,255,Hydrothermal Manganiferous Breccia,28.7,7.7,3.41,0.78
gumgaon,GEO-GUM-0011,79.00643,21.38414,37.7,252,Hydrothermal Manganiferous Breccia,29.6,6.6,3.25,0.82
gumgaon,GEO-GUM-0012,79.00221,21.39136,161.9,127,Gondite Manganese Reef Horizon,43.4,5.1,3.72,0.95
gumgaon,GEO-GUM-0013,79.01563,21.38057,56.8,233,Hydrothermal Manganiferous Breccia,29.6,8.0,3.32,0.72
gumgaon,GEO-GUM-0014,79.00675,21.39059,48.2,241,Hydrothermal Manganiferous Breccia,28.7,7.6,3.14,0.8
gumgaon,GEO-GUM-0015,79.01238,21.37916,45.1,247,Hydrothermal Manganiferous Breccia,26.5,7.9,3.44,0.81
gumgaon,GEO-GUM-0016,79.01695,21.37781,11.5,279,Hydrothermal Manganiferous Breccia,28.8,7.0,3.06,0.77
gumgaon,GEO-GUM-0017,79.02294,21.3864,121.5,169,Gondite Manganese Reef Horizon,39.1,4.7,3.7,0.88
gumgaon,GEO-GUM-0018,79.02454,21.3784,27.1,262,Hydrothermal Manganiferous Breccia,28.9,7.8,3.38,0.82
gumgaon,GEO-GUM-0019,79.02588,21.3918,270.8,21,Surface Lateritic Overburden,17.0,7.3,2.75,0.67
gumgaon,GEO-GUM-0020,79.01322,21.3729,36.2,250,Hydrothermal Manganiferous Breccia,27.7,7.1,3.15,0.74
gumgaon,GEO-GUM-0021,78.99844,21.39709,27.9,263,Hydrothermal Manganiferous Breccia,29.1,7.1,3.45,0.73
gumgaon,GEO-GUM-0022,79.00419,21.39384,249.2,41,Surface Lateritic Overburden,17.3,9.5,2.74,0.73
gumgaon,GEO-GUM-0023,79.02194,21.38797,254.5,36,Surface Lateritic Overburden,18.5,9.0,2.75,0.74
gumgaon,GEO-GUM-0024,79.00991,21.37951,104.9,188,Gondite Manganese Reef Horizon,35.7,5.5,4.02,0.92
gumgaon,GEO-GUM-0025,79.01594,21.38775,70.0,218,Gondite Manganese Reef Horizon,34.9,5.4,3.47,0.92
gumgaon,GEO-GUM-0026,79.01657,21.39852,115.0,178,Gondite Manganese Reef Horizon,38.3,5.4,3.84,0.89
gumgaon,GEO-GUM-0027,79.00786,21.38417,189.6,100,Mansar Quartz-Mica Schist,27.7,5.9,3.04,0.79
gumgaon,GEO-GUM-0028,79.0125,21.37017,208.2,84,Mansar Quartz-Mica Schist,27.4,6.6,3.01,0.79
gumgaon,GEO-GUM-0029,79.00891,21.37261,-38.8,327,Tirodi Crystalline Gneiss Basement,19.5,8.2,2.8,0.73
gumgaon,GEO-GUM-0030,79.01807,21.39978,109.2,180,Gondite Manganese Reef Horizon,36.5,5.2,3.7,0.92
gumgaon,GEO-GUM-0031,79.01842,21.38824,-27.2,319,Tirodi Crystalline Gneiss Basement,18.5,10.3,2.93,0.6
gumgaon,GEO-GUM-0032,78.99853,21.37773,62.3,228,Hydrothermal Manganiferous Breccia,27.5,7.3,3.06,0.76
gumgaon,GEO-GUM-0033,79.00807,21.37363,126.0,167,Gondite Manganese Reef Horizon,38.9,4.6,3.46,0.92
gumgaon,GEO-GUM-0034,79.01706,21.39036,-37.6,330,Tirodi Crystalline Gneiss Basement,17.1,7.0,2.85,0.74
gumgaon,GEO-GUM-0035,79.02321,21.39172,70.1,220,Gondite Manganese Reef Horizon,33.0,4.7,3.41,0.92
gumgaon,GEO-GUM-0036,79.01158,21.38732,173.1,113,Gondite Manganese Reef Horizon,43.6,5.7,3.86,0.96
gumgaon,GEO-GUM-0037,79.0099,21.39019,42.1,246,Hydrothermal Manganiferous Breccia,26.7,7.5,3.22,0.82
gumgaon,GEO-GUM-0038,79.02273,21.3975,-3.6,290,Hydrothermal Manganiferous Breccia,27.2,7.1,3.19,0.79
gumgaon,GEO-GUM-0039,79.01765,21.38124,38.5,251,Hydrothermal Manganiferous Breccia,26.6,6.1,3.45,0.75
gumgaon,GEO-GUM-0040,78.99776,21.38937,221.2,66,Mansar Quartz-Mica Schist,27.8,5.6,2.96,0.79
gumgaon,GEO-GUM-0041,79.01517,21.38094,52.8,241,Hydrothermal Manganiferous Breccia,27.5,6.1,3.24,0.7
gumgaon,GEO-GUM-0042,79.02592,21.38153,103.8,184,Gondite Manganese Reef Horizon,36.3,4.5,3.93,0.93
gumgaon,GEO-GUM-0043,79.024,21.37348,178.8,111,Gondite Manganese Reef Horizon,42.8,6.0,3.82,0.96
gumgaon,GEO-GUM-0044,79.00565,21.39883,-57.1,344,Tirodi Crystalline Gneiss Basement,17.4,8.2,2.82,0.62
gumgaon,GEO-GUM-0045,79.01325,21.39286,89.6,200,Gondite Manganese Reef Horizon,36.4,5.0,3.58,0.9
gumgaon,GEO-GUM-0046,79.00727,21.37811,256.1,34,Surface Lateritic Overburden,18.3,7.5,2.63,0.67
gumgaon,GEO-GUM-0047,79.01579,21.38467,127.6,163,Gondite Manganese Reef Horizon,41.3,5.5,3.83,0.9
gumgaon,GEO-GUM-0048,78.99818,21.38427,140.0,147,Gondite Manganese Reef Horizon,43.0,6.1,4.04,0.95
gumgaon,GEO-GUM-0049,79.0231,21.37392,96.3,193,Gondite Manganese Reef Horizon,35.9,5.9,3.59,0.97
gumgaon,GEO-GUM-0050,79.00146,21.38388,-41.0,331,Tirodi Crystalline Gneiss Basement,19.7,10.0,2.84,0.66
gumgaon,GEO-GUM-0051,79.0031,21.39285,180.5,110,Gondite Manganese Reef Horizon,39.4,5.3,3.8,0.97
gumgaon,GEO-GUM-0052,79.00923,21.39483,-52.2,343,Tirodi Crystalline Gneiss Basement,21.0,10.3,2.68,0.62
gumgaon,GEO-GUM-0053,79.01017,21.39541,-11.3,301,Tirodi Crystalline Gneiss Basement,20.4,8.8,2.85,0.74
gumgaon,GEO-GUM-0054,79.01131,21.39063,270.9,21,Surface Lateritic Overburden,19.0,6.9,2.52,0.7
gumgaon,GEO-GUM-0055,79.00536,21.37632,4.9,284,Hydrothermal Manganiferous Breccia,29.0,5.8,3.37,0.83
gumgaon,GEO-GUM-0056,79.00129,21.3926,28.4,263,Hydrothermal Manganiferous Breccia,29.4,7.5,3.42,0.79
gumgaon,GEO-GUM-0057,79.01163,21.37233,242.7,44,Surface Lateritic Overburden,16.0,6.7,2.54,0.67
gumgaon,GEO-GUM-0058,79.02543,21.37217,5.1,285,Hydrothermal Manganiferous Breccia,28.7,6.5,3.04,0.78
gumgaon,GEO-GUM-0059,79.01821,21.37151,8.7,281,Hydrothermal Manganiferous Breccia,27.1,6.4,3.12,0.74
gumgaon,GEO-GUM-0060,79.02488,21.38215,5.4,284,Hydrothermal Manganiferous Breccia,28.8,6.8,3.11,0.8
gumgaon,GEO-GUM-0061,79.0151,21.38073,-53.7,342,Tirodi Crystalline Gneiss Basement,19.6,10.1,2.8,0.67
gumgaon,GEO-GUM-0062,79.01574,21.37215,76.8,211,Gondite Manganese Reef Horizon,35.1,5.7,3.98,0.96
gumgaon,GEO-GUM-0063,79.01261,21.37429,88.5,200,Gondite Manganese Reef Horizon,36.0,5.3,3.6,0.89
gumgaon,GEO-GUM-0064,78.99863,21.39246,63.7,225,Hydrothermal Manganiferous Breccia,28.3,6.4,3.35,0.71
gumgaon,GEO-GUM-0065,78.99711,21.3774,-7.7,296,Tirodi Crystalline Gneiss Basement,20.6,7.4,2.74,0.64
gumgaon,GEO-GUM-0066,79.0064,21.39367,-7.3,297,Tirodi Crystalline Gneiss Basement,20.3,10.2,2.75,0.74
gumgaon,GEO-GUM-0067,79.01761,21.38481,249.1,44,Surface Lateritic Overburden,16.3,8.6,2.4,0.68
gumgaon,GEO-GUM-0068,79.01699,21.39898,34.9,253,Hydrothermal Manganiferous Breccia,29.3,6.0,3.39,0.8
gumgaon,GEO-GUM-0069,79.0078,21.3987,253.3,31,Surface Lateritic Overburden,17.7,7.9,2.48,0.71
gumgaon,GEO-GUM-0070,78.99857,21.39303,154.5,138,Gondite Manganese Reef Horizon,43.2,5.9,3.55,0.95
gumgaon,GEO-GUM-0071,79.0234,21.37647,118.9,173,Gondite Manganese Reef Horizon,40.4,5.0,3.5,0.95
gumgaon,GEO-GUM-0072,79.00647,21.38934,31.1,262,Hydrothermal Manganiferous Breccia,27.1,6.2,3.45,0.74
gumgaon,GEO-GUM-0073,78.99874,21.37335,148.5,138,Gondite Manganese Reef Horizon,43.8,5.9,3.41,0.92
gumgaon,GEO-GUM-0074,78.99758,21.37373,161.6,128,Gondite Manganese Reef Horizon,40.7,5.2,3.77,0.94
gumgaon,GEO-GUM-0075,79.01092,21.3989,276.0,18,Surface Lateritic Overburden,17.9,7.4,2.71,0.77
gumgaon,GEO-GUM-0076,79.02628,21.37377,100.5,189,Gondite Manganese Reef Horizon,36.3,5.0,3.41,0.91
gumgaon,GEO-GUM-0077,79.01254,21.38044,18.0,274,Hydrothermal Manganiferous Breccia,26.4,7.9,3.42,0.7
gumgaon,GEO-GUM-0078,79.0205,21.39341,-30.5,316,Tirodi Crystalline Gneiss Basement,18.1,8.1,2.63,0.63
gumgaon,GEO-GUM-0079,79.01152,21.39242,191.6,97,Mansar Quartz-Mica Schist,29.8,7.4,3.18,0.85
gumgaon,GEO-GUM-0080,79.01333,21.39888,-57.4,347,Tirodi Crystalline Gneiss Basement,18.4,7.8,2.68,0.62
gumgaon,GEO-GUM-0081,79.02044,21.38735,67.7,223,Hydrothermal Manganiferous Breccia,27.8,7.2,3.19,0.8
gumgaon,GEO-GUM-0082,79.00736,21.39752,187.5,102,Mansar Quartz-Mica Schist,28.3,7.3,3.08,0.76
gumgaon,GEO-GUM-0083,78.99724,21.38893,223.8,64,Mansar Quartz-Mica Schist,26.0,7.4,3.01,0.78
gumgaon,GEO-GUM-0084,79.01739,21.37229,109.7,182,Gondite Manganese Reef Horizon,36.2,5.3,3.78,0.92
gumgaon,GEO-GUM-0085,79.00197,21.38337,261.9,29,Surface Lateritic Overburden,18.1,7.2,2.78,0.68
gumgaon,GEO-GUM-0086,79.02684,21.39135,-42.9,333,Tirodi Crystalline Gneiss Basement,19.6,7.9,2.77,0.69
gumgaon,GEO-GUM-0087,79.01567,21.39944,252.1,39,Surface Lateritic Overburden,17.1,9.2,2.78,0.79
gumgaon,GEO-GUM-0088,79.02632,21.39272,100.8,189,Gondite Manganese Reef Horizon,34.5,5.7,3.57,0.94
gumgaon,GEO-GUM-0089,79.00188,21.38695,52.0,238,Hydrothermal Manganiferous Breccia,30.0,5.8,3.0,0.75
gumgaon,GEO-GUM-0090,79.00386,21.38903,-36.4,325,Tirodi Crystalline Gneiss Basement,17.9,10.0,2.89,0.61
gumgaon,GEO-GUM-0091,78.99788,21.38443,130.4,158,Gondite Manganese Reef Horizon,41.5,5.0,3.68,0.97
gumgaon,GEO-GUM-0092,78.99835,21.39283,-59.7,347,Tirodi Crystalline Gneiss Basement,17.3,9.6,2.97,0.74
gumgaon,GEO-GUM-0093,79.00771,21.39363,82.8,208,Gondite Manganese Reef Horizon,32.5,5.1,3.86,0.9
gumgaon,GEO-GUM-0094,79.02455,21.37305,207.9,79,Mansar Quartz-Mica Schist,27.6,5.6,2.81,0.77
gumgaon,GEO-GUM-0095,79.00547,21.39851,-18.1,305,Tirodi Crystalline Gneiss Basement,21.6,9.0,2.81,0.71
gumgaon,GEO-GUM-0096,79.00759,21.39682,183.8,109,Mansar Quartz-Mica Schist,30.8,6.5,3.0,0.78
gumgaon,GEO-GUM-0097,79.00258,21.37995,76.3,213,Gondite Manganese Reef Horizon,34.6,4.6,3.45,0.97
gumgaon,GEO-GUM-0098,79.00928,21.39433,105.0,184,Gondite Manganese Reef Horizon,37.8,5.7,3.94,0.95
gumgaon,GEO-GUM-0099,79.02328,21.38617,223.9,65,Mansar Quartz-Mica Schist,24.2,5.6,2.85,0.85
gumgaon,GEO-GUM-0100,79.0095,21.38568,273.5,15,Surface Lateritic Overburden,16.4,7.4,2.49,0.65
gumgaon,GEO-GUM-0101,79.02601,21.37673,33.4,259,Hydrothermal Manganiferous Breccia,29.0,7.7,3.21,0.75
gumgaon,GEO-GUM-0102,79.01838,21.3945,166.1,123,Gondite Manganese Reef Horizon,42.3,6.0,3.96,0.98
gumgaon,GEO-GUM-0103,79.0088,21.38772,21.8,267,Hydrothermal Manganiferous Breccia,28.3,7.0,3.35,0.73
gumgaon,GEO-GUM-0104,79.01451,21.39857,10.8,276,Hydrothermal Manganiferous Breccia,29.0,7.4,3.38,0.72
gumgaon,GEO-GUM-0105,79.01227,21.38108,105.2,187,Gondite Manganese Reef Horizon,37.5,5.3,4.04,0.95
gumgaon,GEO-GUM-0106,79.02285,21.37822,29.9,259,Hydrothermal Manganiferous Breccia,28.7,6.6,3.17,0.85
gumgaon,GEO-GUM-0107,79.01804,21.39181,-9.7,301,Tirodi Crystalline Gneiss Basement,19.3,8.7,2.75,0.62
gumgaon,GEO-GUM-0108,79.01903,21.38153,11.9,278,Hydrothermal Manganiferous Breccia,28.5,6.3,3.35,0.82
gumgaon,GEO-GUM-0109,79.02601,21.37155,95.6,198,Gondite Manganese Reef Horizon,35.1,6.0,3.53,0.96
gumgaon,GEO-GUM-0110,79.0089,21.37395,87.8,200,Gondite Manganese Reef Horizon,33.7,6.0,3.87,0.96
gumgaon,GEO-GUM-0111,79.01575,21.38715,192.1,98,Mansar Quartz-Mica Schist,29.2,6.1,2.92,0.8
gumgaon,GEO-GUM-0112,79.00702,21.39198,65.6,223,Hydrothermal Manganiferous Breccia,28.1,7.5,3.14,0.76
gumgaon,GEO-GUM-0113,79.00697,21.3717,47.1,244,Hydrothermal Manganiferous Breccia,27.9,7.2,3.34,0.79
gumgaon,GEO-GUM-0114,79.00955,21.39253,208.4,81,Mansar Quartz-Mica Schist,27.1,6.1,2.97,0.88
gumgaon,GEO-GUM-0115,79.01256,21.37538,256.0,37,Surface Lateritic Overburden,17.0,8.6,2.57,0.7
gumgaon,GEO-GUM-0116,79.00493,21.37616,138.5,148,Gondite Manganese Reef Horizon,42.5,5.0,3.86,0.98
gumgaon,GEO-GUM-0117,78.99931,21.37227,72.8,217,Gondite Manganese Reef Horizon,34.2,4.7,3.82,0.94
gumgaon,GEO-GUM-0118,79.00502,21.37045,60.4,232,Hydrothermal Manganiferous Breccia,29.4,7.1,3.16,0.74
gumgaon,GEO-GUM-0119,79.02298,21.3984,74.6,215,Gondite Manganese Reef Horizon,34.4,5.5,3.89,0.95
gumgaon,GEO-GUM-0120,78.99746,21.38749,138.3,151,Gondite Manganese Reef Horizon,40.3,6.1,3.68,0.96
tirodi,GEO-TIR-0001,79.71117,21.70231,260.3,78,Mansar Quartz-Mica Schist,31.5,7.0,3.17,0.81
tirodi,GEO-TIR-0002,79.70403,21.6947,239.0,101,Mansar Quartz-Mica Schist,32.3,6.7,3.06,0.78
tirodi,GEO-TIR-0003,79.69374,21.67898,86.7,254,Hydrothermal Manganiferous Breccia,28.7,5.8,3.12,0.73
tirodi,GEO-TIR-0004,79.69843,21.67488,238.4,105,Mansar Quartz-Mica Schist,31.9,6.7,3.07,0.76
tirodi,GEO-TIR-0005,79.71615,21.69715,4.2,333,Tirodi Crystalline Gneiss Basement,19.4,9.2,2.9,0.71
tirodi,GEO-TIR-0006,79.69305,21.68413,151.3,189,Gondite Manganese Reef Horizon,32.7,5.4,3.59,0.92
tirodi,GEO-TIR-0007,79.71099,21.69662,30.3,314,Tirodi Crystalline Gneiss Basement,18.3,7.9,2.88,0.66
tirodi,GEO-TIR-0008,79.71048,21.70109,176.0,163,Gondite Manganese Reef Horizon,30.9,4.5,3.61,0.93
tirodi,GEO-TIR-0009,79.70573,21.70081,307.5,33,Surface Lateritic Overburden,18.3,7.7,2.66,0.69
tirodi,GEO-TIR-0010,79.69581,21.67511,273.1,68,Mansar Quartz-Mica Schist,29.3,7.3,3.13,0.84
tirodi,GEO-TIR-0011,79.69968,21.68229,289.2,51,Mansar Quartz-Mica Schist,26.4,6.6,2.94,0.8
tirodi,GEO-TIR-0012,79.71468,21.68223,45.7,292,Tirodi Crystalline Gneiss Basement,17.6,8.8,2.98,0.73
tirodi,GEO-TIR-0013,79.70278,21.6896,288.2,49,Mansar Quartz-Mica Schist,28.1,7.2,3.07,0.86
tirodi,GEO-TIR-0014,79.71345,21.68618,35.8,302,Tirodi Crystalline Gneiss Basement,19.6,9.4,2.67,0.7
tirodi,GEO-TIR-0015,79.69453,21.67796,249.2,91,Mansar Quartz-Mica Schist,34.6,5.8,2.83,0.75
tirodi,GEO-TIR-0016,79.71773,21.68025,268.4,70,Mansar Quartz-Mica Schist,30.5,5.9,3.01,0.83
tirodi,GEO-TIR-0017,79.69273,21.68473,241.5,97,Mansar Quartz-Mica Schist,31.7,7.4,3.05,0.82
tirodi,GEO-TIR-0018,79.70387,21.68923,188.2,154,Gondite Manganese Reef Horizon,35.2,4.8,3.75,0.92
tirodi,GEO-TIR-0019,79.70994,21.68898,34.5,306,Tirodi Crystalline Gneiss Basement,18.1,7.4,2.73,0.62
tirodi,GEO-TIR-0020,79.69719,21.68476,93.7,246,Hydrothermal Manganiferous Breccia,28.2,6.9,3.21,0.7
tirodi,GEO-TIR-0021,79.69307,21.68723,64.1,280,Hydrothermal Manganiferous Breccia,29.2,7.3,3.13,0.7
tirodi,GEO-TIR-0022,79.70707,21.69808,83.7,257,Hydrothermal Manganiferous Breccia,28.4,6.9,3.17,0.82
tirodi,GEO-TIR-0023,79.6965,21.69865,173.8,166,Gondite Manganese Reef Horizon,34.1,4.6,3.67,0.96
tirodi,GEO-TIR-0024,79.6971,21.67501,22.4,317,Tirodi Crystalline Gneiss Basement,20.3,8.9,2.99,0.61
tirodi,GEO-TIR-0025,79.69322,21.68426,107.4,232,Hydrothermal Manganiferous Breccia,29.6,8.0,3.28,0.75
tirodi,GEO-TIR-0026,79.70152,21.68418,251.6,88,Mansar Quartz-Mica Schist,31.7,6.4,3.09,0.84
tirodi,GEO-TIR-0027,79.69125,21.67953,87.6,252,Hydrothermal Manganiferous Breccia,30.5,5.8,3.4,0.82
tirodi,GEO-TIR-0028,79.69299,21.696,144.8,198,Gondite Manganese Reef Horizon,32.2,5.8,3.96,0.93
tirodi,GEO-TIR-0029,79.71113,21.69161,276.6,62,Mansar Quartz-Mica Schist,30.4,5.9,3.16,0.85
tirodi,GEO-TIR-0030,79.71376,21.69091,22.6,319,Tirodi Crystalline Gneiss Basement,19.6,9.0,2.85,0.62
tirodi,GEO-TIR-0031,79.71249,21.68113,165.7,173,Gondite Manganese Reef Horizon,31.2,4.9,3.55,0.92
tirodi,GEO-TIR-0032,79.70621,21.67864,21.4,319,Tirodi Crystalline Gneiss Basement,18.6,8.3,2.93,0.7
tirodi,GEO-TIR-0033,79.69916,21.69377,59.2,281,Hydrothermal Manganiferous Breccia,27.9,7.2,3.16,0.74
tirodi,GEO-TIR-0034,79.71184,21.67956,258.9,78,Mansar Quartz-Mica Schist,32.4,6.8,3.13,0.85
tirodi,GEO-TIR-0035,79.69663,21.67565,69.1,269,Hydrothermal Manganiferous Breccia,29.7,6.8,3.02,0.74
tirodi,GEO-TIR-0036,79.71738,21.6803,312.9,26,Surface Lateritic Overburden,18.5,8.5,2.53,0.78
tirodi,GEO-TIR-0037,79.70076,21.70003,27.1,312,Tirodi Crystalline Gneiss Basement,20.0,9.0,2.63,0.61
tirodi,GEO-TIR-0038,79.7008,21.69545,-8.3,349,Tirodi Crystalline Gneiss Basement,19.6,10.5,2.7,0.61
tirodi,GEO-TIR-0039,79.6949,21.67367,190.4,152,Gondite Manganese Reef Horizon,33.5,5.5,3.62,0.95
tirodi,GEO-TIR-0040,79.69143,21.69593,250.7,92,Mansar Quartz-Mica Schist,33.3,5.6,3.13,0.83
tirodi,GEO-TIR-0041,79.70974,21.69893,140.3,203,Gondite Manganese Reef Horizon,33.7,6.2,3.93,0.92
tirodi,GEO-TIR-0042,79.70268,21.67987,90.4,251,Hydrothermal Manganiferous Breccia,28.2,7.8,3.17,0.78
tirodi,GEO-TIR-0043,79.72087,21.70243,257.2,85,Mansar Quartz-Mica Schist,32.9,6.9,3.04,0.76
tirodi,GEO-TIR-0044,79.71124,21.69333,174.1,167,Gondite Manganese Reef Horizon,32.6,4.8,3.75,0.95
tirodi,GEO-TIR-0045,79.71046,21.68126,92.8,248,Hydrothermal Manganiferous Breccia,26.8,7.1,3.09,0.81
tirodi,GEO-TIR-0046,79.71103,21.69812,174.0,167,Gondite Manganese Reef Horizon,34.4,5.7,3.99,0.96
tirodi,GEO-TIR-0047,79.70708,21.68765,1.8,336,Tirodi Crystalline Gneiss Basement,18.8,9.0,2.71,0.74
tirodi,GEO-TIR-0048,79.70879,21.68365,128.4,210,Gondite Manganese Reef Horizon,31.4,5.5,4.02,0.97
tirodi,GEO-TIR-0049,79.69734,21.69889,104.7,235,Hydrothermal Manganiferous Breccia,28.3,7.4,3.14,0.82
tirodi,GEO-TIR-0050,79.6919,21.69992,-8.4,349,Tirodi Crystalline Gneiss Basement,19.3,8.6,2.94,0.61
tirodi,GEO-TIR-0051,79.69301,21.70226,213.7,127,Gondite Manganese Reef Horizon,38.4,6.1,3.46,0.92
tirodi,GEO-TIR-0052,79.69732,21.67988,298.5,38,Surface Lateritic Overburden,18.8,6.8,2.47,0.67
tirodi,GEO-TIR-0053,79.71378,21.70203,-3.4,340,Tirodi Crystalline Gneiss Basement,18.6,9.8,2.73,0.64
tirodi,GEO-TIR-0054,79.69489,21.68069,250.7,92,Mansar Quartz-Mica Schist,31.2,5.6,2.88,0.86
tirodi,GEO-TIR-0055,79.70128,21.69894,272.2,64,Mansar Quartz-Mica Schist,29.9,6.6,3.12,0.77
tirodi,GEO-TIR-0056,79.70617,21.67732,128.1,209,Gondite Manganese Reef Horizon,32.5,5.3,3.46,0.93
tirodi,GEO-TIR-0057,79.71567,21.67471,220.6,117,Gondite Manganese Reef Horizon,36.8,5.7,3.8,0.95
tirodi,GEO-TIR-0058,79.71687,21.68242,67.4,275,Hydrothermal Manganiferous Breccia,28.2,8.0,3.44,0.76
tirodi,GEO-TIR-0059,79.70568,21.69525,253.4,80,Mansar Quartz-Mica Schist,30.1,7.2,2.94,0.86
tirodi,GEO-TIR-0060,79.70085,21.68662,188.0,151,Gondite Manganese Reef Horizon,34.7,4.8,4.07,0.9
tirodi,GEO-TIR-0061,79.70838,21.68769,132.5,205,Gondite Manganese Reef Horizon,32.4,5.4,3.66,0.95
tirodi,GEO-TIR-0062,79.70813,21.67856,276.2,62,Mansar Quartz-Mica Schist,29.0,5.9,3.13,0.79
