date,mine_id,rainfall_mm,rainfall_7d_mm,rainfall_anomaly,water_risk_index,soil_saturation_index
2026-02-26,balaghat,0.0,2.0,-1.0,0.03,0.05
2026-02-27,balaghat,0.0,2.0,-1.0,0.03,0.05
2026-02-28,balaghat,0.0,2.0,-1.0,0.03,0.05
2026-03-01,balaghat,0.0,2.0,-1.0,0.03,0.05
2026-03-02,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-03,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-04,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-05,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-06,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-07,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-08,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-09,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-10,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-11,balaghat,0.6,0.6,-0.83,0.032,0.05
2026-03-12,balaghat,0.0,0.6,-1.0,0.03,0.05
2026-03-13,balaghat,0.0,0.6,-1.0,0.03,0.05
2026-03-14,balaghat,0.0,0.6,-1.0,0.03,0.05
2026-03-15,balaghat,0.0,0.6,-1.0,0.03,0.05
2026-03-16,balaghat,0.0,0.6,-1.0,0.03,0.05
2026-03-17,balaghat,0.0,0.6,-1.0,0.03,0.05
2026-03-18,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-19,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-20,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-21,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-22,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-23,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-03-24,balaghat,0.7,0.7,-0.81,0.033,0.05
2026-03-25,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-03-26,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-03-27,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-03-28,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-03-29,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-03-30,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-03-31,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-01,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-02,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-03,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-04,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-05,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-06,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-07,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-08,balaghat,0.7,0.7,-0.81,0.033,0.05
2026-04-09,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-10,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-11,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-12,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-13,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-14,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-15,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-16,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-04-17,balaghat,0.1,0.1,-0.97,0.03,0.05
2026-04-18,balaghat,0.0,0.1,-1.0,0.03,0.05
2026-04-19,balaghat,0.0,0.1,-1.0,0.03,0.05
2026-04-20,balaghat,0.1,0.2,-0.97,0.03,0.05
2026-04-21,balaghat,0.0,0.2,-1.0,0.03,0.05
2026-04-22,balaghat,1.6,1.8,-0.56,0.036,0.05
2026-04-23,balaghat,0.0,1.8,-1.0,0.03,0.05
2026-04-24,balaghat,0.0,1.7,-1.0,0.03,0.05
2026-04-25,balaghat,0.0,1.7,-1.0,0.03,0.05
2026-04-26,balaghat,0.0,1.7,-1.0,0.03,0.05
2026-04-27,balaghat,0.7,2.3,-0.81,0.033,0.05
2026-04-28,balaghat,0.0,2.3,-1.0,0.03,0.05
2026-04-29,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-04-30,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-05-01,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-05-02,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-05-03,balaghat,0.0,0.7,-1.0,0.03,0.05
2026-05-04,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-05,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-06,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-07,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-08,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-09,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-10,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-11,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-12,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-13,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-14,balaghat,0.0,0.0,-1.0,0.03,0.05
2026-05-15,balaghat,0.0,0.0,-1.0,0.03,0.05
2025-01-01,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-02,dongri-buzurg,0.3,0.3,-0.89,0.031,0.05
2025-01-03,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-04,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-05,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-06,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-07,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-08,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-10,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-11,dongri-buzurg,1.4,1.4,-0.5,0.036,0.05
2025-01-12,dongri-buzurg,0.1,1.5,-0.96,0.03,0.05
2025-01-13,dongri-buzurg,0.0,1.5,-1.0,0.03,0.05
2025-01-14,dongri-buzurg,0.2,1.7,-0.93,0.031,0.05
2025-01-15,dongri-buzurg,0.0,1.7,-1.0,0.03,0.05
2025-01-16,dongri-buzurg,0.0,1.7,-1.0,0.03,0.05
2025-01-17,dongri-buzurg,0.0,1.7,-1.0,0.03,0.05
2025-01-18,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-01-19,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-01-20,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-01-21,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-22,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-23,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-24,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-25,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-26,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-27,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-01-28,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05
2025-01-29,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-01-30,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-01-31,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-02-01,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-02-02,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-02-03,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-02-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-02-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-02-06,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05
2025-02-07,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-02-08,dongri-buzurg,0.8,1.2,-0.71,0.033,0.05
2025-02-09,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-10,dongri-buzurg,0.8,2.0,-0.71,0.033,0.05
2025-02-11,dongri-buzurg,0.0,2.0,-1.0,0.03,0.05
2025-02-12,dongri-buzurg,0.0,2.0,-1.0,0.03,0.05
2025-02-13,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-02-14,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-02-15,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-02-16,dongri-buzurg,1.2,2.0,-0.57,0.035,0.05
2025-02-17,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-18,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-19,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-20,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-21,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-22,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-02-23,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-02-24,dongri-buzurg,0.3,0.3,-0.89,0.031,0.05
2025-02-25,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-02-26,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-02-27,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-02-28,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-03-01,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-03-02,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-03-03,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-06,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-10,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-03-13,dongri-buzurg,0.7,0.7,-0.75,0.033,0.05
2025-03-14,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2025-03-15,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2025-03-16,dongri-buzurg,0.1,0.8,-0.96,0.03,0.05
2025-03-17,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-03-18,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-03-19,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-03-20,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2025-03-21,dongri-buzurg,2.2,2.3,-0.21,0.039,0.05
2025-03-22,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-03-23,dongri-buzurg,0.0,2.2,-1.0,0.03,0.05
2025-03-24,dongri-buzurg,1.0,3.2,-0.64,0.034,0.05
2025-03-25,dongri-buzurg,0.0,3.2,-1.0,0.03,0.05
2025-03-26,dongri-buzurg,0.0,3.2,-1.0,0.03,0.05
2025-03-27,dongri-buzurg,0.0,3.2,-1.0,0.03,0.05
2025-03-28,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2025-03-29,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2025-03-30,dongri-buzurg,2.1,3.1,-0.25,0.038,0.05
2025-03-31,dongri-buzurg,0.0,2.1,-1.0,0.03,0.05
2025-04-01,dongri-buzurg,0.0,2.1,-1.0,0.03,0.05
2025-04-02,dongri-buzurg,1.5,3.6,-0.46,0.036,0.05
2025-04-03,dongri-buzurg,0.0,3.6,-1.0,0.03,0.05
2025-04-04,dongri-buzurg,1.6,5.2,-0.43,0.036,0.05
2025-04-05,dongri-buzurg,0.0,5.2,-1.0,0.03,0.05
2025-04-06,dongri-buzurg,0.0,3.1,-1.0,0.03,0.05
2025-04-07,dongri-buzurg,0.0,3.1,-1.0,0.03,0.05
2025-04-08,dongri-buzurg,0.0,3.1,-1.0,0.03,0.05
2025-04-09,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-04-10,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-04-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-13,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-14,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-15,dongri-buzurg,0.3,0.3,-0.89,0.031,0.05
2025-04-16,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-04-17,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-04-18,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-04-19,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-04-20,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-04-21,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-04-22,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-23,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-24,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-04-25,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05
2025-04-26,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-04-27,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-04-28,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-04-29,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-04-30,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-05-01,dongri-buzurg,0.1,0.5,-0.96,0.03,0.05
2025-05-02,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2025-05-03,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2025-05-04,dongri-buzurg,0.6,0.7,-0.79,0.032,0.05
2025-05-05,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2025-05-06,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2025-05-07,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2025-05-08,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2025-05-09,dongri-buzurg,0.2,0.8,-0.93,0.031,0.05
2025-05-10,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-05-11,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-05-12,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-05-13,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-05-14,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-05-15,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-05-16,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-17,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-18,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-19,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-20,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-21,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-22,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-23,dongri-buzurg,2.3,2.3,-0.18,0.039,0.05
2025-05-24,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-05-25,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-05-26,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-05-27,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-05-28,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-05-29,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05
2025-05-30,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-05-31,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-01,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-02,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-03,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-06,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-06-09,dongri-buzurg,4.1,4.1,-0.68,0.046,0.05
2025-06-10,dongri-buzurg,3.3,7.4,-0.75,0.043,0.05
2025-06-11,dongri-buzurg,3.9,11.3,-0.72,0.049,0.056
2025-06-12,dongri-buzurg,5.8,17.1,-0.61,0.075,0.086
2025-06-13,dongri-buzurg,6.3,23.4,-0.59,0.095,0.117
2025-06-14,dongri-buzurg,3.3,26.7,-0.8,0.093,0.133
2025-06-15,dongri-buzurg,2.7,29.4,-0.84,0.099,0.147
2025-06-16,dongri-buzurg,1.3,26.6,-0.93,0.085,0.133
2025-06-17,dongri-buzurg,19.2,42.5,0.03,0.204,0.212
2025-06-18,dongri-buzurg,2.3,40.9,-0.88,0.132,0.204
2025-06-19,dongri-buzurg,3.7,38.8,-0.82,0.131,0.194
2025-06-20,dongri-buzurg,12.7,45.2,-0.41,0.186,0.226
2025-06-21,dongri-buzurg,2.3,44.2,-0.9,0.142,0.221
2025-06-22,dongri-buzurg,5.5,47.0,-0.76,0.163,0.235
2025-06-23,dongri-buzurg,16.7,62.4,-0.31,0.254,0.312
2025-06-24,dongri-buzurg,9.0,52.2,-0.64,0.193,0.261
2025-06-25,dongri-buzurg,34.3,84.2,0.31,0.39,0.421
2025-06-26,dongri-buzurg,15.9,96.4,-0.42,0.353,0.482
2025-06-27,dongri-buzurg,3.4,87.1,-0.88,0.275,0.436
2025-06-28,dongri-buzurg,11.7,96.5,-0.6,0.336,0.482
2025-06-29,dongri-buzurg,2.5,93.5,-0.92,0.291,0.468
2025-06-30,dongri-buzurg,17.2,94.0,-0.45,0.351,0.47
2025-07-01,dongri-buzurg,8.5,93.5,-0.74,0.315,0.468
2025-07-02,dongri-buzurg,18.2,77.4,-0.46,0.305,0.387
2025-07-03,dongri-buzurg,35.6,97.1,0.03,0.434,0.486
2025-07-04,dongri-buzurg,35.8,129.5,0.0,0.532,0.648
2025-07-05,dongri-buzurg,12.4,130.2,-0.66,0.44,0.651
2025-07-06,dongri-buzurg,24.7,152.4,-0.35,0.556,0.762
2025-07-07,dongri-buzurg,11.3,146.5,-0.71,0.484,0.732
2025-07-08,dongri-buzurg,17.5,155.5,-0.56,0.537,0.778
2025-07-09,dongri-buzurg,3.9,141.2,-0.9,0.439,0.706
2025-07-10,dongri-buzurg,8.4,114.0,-0.8,0.376,0.57
2025-07-11,dongri-buzurg,24.3,102.5,-0.43,0.404,0.512
2025-07-12,dongri-buzurg,3.1,93.2,-0.93,0.292,0.466
2025-07-13,dongri-buzurg,18.3,86.8,-0.59,0.334,0.434
2025-07-14,dongri-buzurg,19.9,95.4,-0.56,0.366,0.477
2025-07-15,dongri-buzurg,26.9,104.8,-0.42,0.422,0.524
2025-07-16,dongri-buzurg,4.5,105.4,-0.9,0.334,0.527
2025-07-17,dongri-buzurg,3.7,100.7,-0.92,0.317,0.503
2025-07-18,dongri-buzurg,35.7,112.1,-0.26,0.479,0.56
2025-07-19,dongri-buzurg,21.5,130.5,-0.56,0.477,0.652
2025-07-20,dongri-buzurg,14.8,127.0,-0.7,0.44,0.635
2025-07-21,dongri-buzurg,4.6,111.7,-0.91,0.353,0.558
2025-07-22,dongri-buzurg,14.4,99.2,-0.71,0.355,0.496
2025-07-23,dongri-buzurg,7.8,102.5,-0.85,0.338,0.512
2025-07-24,dongri-buzurg,36.6,135.4,-0.28,0.553,0.677
2025-07-25,dongri-buzurg,6.2,105.9,-0.88,0.343,0.53
2025-07-26,dongri-buzurg,16.9,101.3,-0.67,0.371,0.506
2025-07-27,dongri-buzurg,34.7,121.2,-0.33,0.502,0.606
2025-07-28,dongri-buzurg,30.7,147.3,-0.41,0.564,0.736
2025-07-29,dongri-buzurg,14.2,147.1,-0.73,0.498,0.735
2025-07-30,dongri-buzurg,31.0,170.3,-0.4,0.635,0.852
2025-07-31,dongri-buzurg,34.7,168.4,-0.33,0.644,0.842
2025-08-01,dongri-buzurg,22.1,184.3,-0.57,0.642,0.922
2025-08-02,dongri-buzurg,27.2,194.6,-0.47,0.693,0.973
2025-08-03,dongri-buzurg,16.9,176.8,-0.67,0.598,0.884
2025-08-04,dongri-buzurg,40.9,187.0,-0.19,0.725,0.935
2025-08-05,dongri-buzurg,18.4,191.2,-0.63,0.647,0.956
2025-08-06,dongri-buzurg,5.5,165.7,-0.89,0.519,0.828
2025-08-07,dongri-buzurg,27.1,158.1,-0.45,0.582,0.79
2025-08-08,dongri-buzurg,7.8,143.8,-0.84,0.463,0.719
2025-08-09,dongri-buzurg,42.1,158.7,-0.13,0.645,0.794
2025-08-10,dongri-buzurg,24.5,166.3,-0.48,0.597,0.832
2025-08-11,dongri-buzurg,2.7,128.1,-0.94,0.395,0.641
2025-08-12,dongri-buzurg,31.7,141.4,-0.31,0.551,0.707
2025-08-13,dongri-buzurg,21.3,157.2,-0.53,0.557,0.786
2025-08-14,dongri-buzurg,27.7,157.8,-0.38,0.584,0.789
2025-08-15,dongri-buzurg,17.4,167.4,-0.6,0.572,0.837
2025-08-16,dongri-buzurg,35.9,161.2,-0.16,0.627,0.806
2025-08-17,dongri-buzurg,9.3,146.0,-0.78,0.475,0.73
2025-08-18,dongri-buzurg,28.7,172.0,-0.3,0.631,0.86
2025-08-19,dongri-buzurg,19.0,159.3,-0.52,0.554,0.796
2025-08-20,dongri-buzurg,3.0,141.0,-0.92,0.435,0.705
2025-08-21,dongri-buzurg,2.7,116.0,-0.93,0.359,0.58
2025-08-22,dongri-buzurg,11.1,109.7,-0.7,0.373,0.548
2025-08-23,dongri-buzurg,7.0,80.8,-0.8,0.27,0.404
2025-08-24,dongri-buzurg,1.9,73.4,-0.95,0.228,0.367
2025-08-25,dongri-buzurg,4.4,49.1,-0.87,0.165,0.246
2025-08-26,dongri-buzurg,10.8,40.9,-0.67,0.166,0.204
2025-08-27,dongri-buzurg,6.0,43.9,-0.81,0.156,0.22
2025-08-28,dongri-buzurg,43.4,84.6,0.43,0.427,0.423
2025-08-29,dongri-buzurg,6.4,79.9,-0.78,0.266,0.4
2025-08-30,dongri-buzurg,22.2,95.1,-0.22,0.374,0.476
2025-08-31,dongri-buzurg,27.4,120.6,0.0,0.471,0.603
2025-09-01,dongri-buzurg,6.4,122.6,-0.76,0.393,0.613
2025-09-02,dongri-buzurg,5.7,117.5,-0.77,0.376,0.588
2025-09-03,dongri-buzurg,6.0,117.5,-0.75,0.377,0.588
2025-09-04,dongri-buzurg,7.4,81.5,-0.68,0.274,0.408
2025-09-05,dongri-buzurg,6.0,81.1,-0.73,0.268,0.406
2025-09-06,dongri-buzurg,2.8,61.7,-0.87,0.196,0.308
2025-09-07,dongri-buzurg,9.3,43.6,-0.55,0.168,0.218
2025-09-08,dongri-buzurg,5.2,42.4,-0.73,0.148,0.212
2025-09-09,dongri-buzurg,25.6,62.3,0.37,0.29,0.312
2025-09-10,dongri-buzurg,11.5,67.8,-0.36,0.249,0.339
2025-09-11,dongri-buzurg,4.4,64.8,-0.74,0.212,0.324
2025-09-12,dongri-buzurg,8.3,67.1,-0.49,0.235,0.336
2025-09-13,dongri-buzurg,7.6,71.9,-0.51,0.246,0.36
2025-09-14,dongri-buzurg,10.0,72.6,-0.32,0.258,0.363
2025-09-15,dongri-buzurg,0.9,68.3,-0.94,0.208,0.341
2025-09-16,dongri-buzurg,1.5,44.2,-0.89,0.139,0.221
2025-09-17,dongri-buzurg,2.1,34.8,-0.84,0.113,0.174
2025-09-18,dongri-buzurg,0.0,30.4,-1.0,0.091,0.152
2025-09-19,dongri-buzurg,0.0,22.1,-1.0,0.067,0.111
2025-09-20,dongri-buzurg,0.5,15.0,-0.82,0.047,0.075
2025-09-21,dongri-buzurg,0.0,5.0,-1.0,0.03,0.05
2025-09-22,dongri-buzurg,0.0,4.1,-1.0,0.03,0.05
2025-09-23,dongri-buzurg,0.0,2.6,-1.0,0.03,0.05
2025-09-24,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2025-09-25,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2025-09-26,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2025-09-27,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-09-28,dongri-buzurg,1.3,1.3,-0.54,0.035,0.05
2025-09-29,dongri-buzurg,0.0,1.3,-1.0,0.03,0.05
2025-09-30,dongri-buzurg,1.6,2.9,-0.43,0.036,0.05
2025-10-01,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2025-10-02,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2025-10-03,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2025-10-04,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2025-10-05,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-06,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-08,dongri-buzurg,1.6,1.6,-0.43,0.036,0.05
2025-10-09,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-10,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-11,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-12,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-13,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-14,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2025-10-15,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-16,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-17,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-18,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-19,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-20,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-21,dongri-buzurg,0.8,0.8,-0.71,0.033,0.05
2025-10-22,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-10-23,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-10-24,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-10-25,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-10-26,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-10-27,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-10-28,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-10-29,dongri-buzurg,0.3,0.3,-0.89,0.031,0.05
2025-10-30,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2025-10-31,dongri-buzurg,0.1,0.4,-0.96,0.03,0.05
2025-11-01,dongri-buzurg,0.9,1.3,-0.68,0.034,0.05
2025-11-02,dongri-buzurg,0.0,1.3,-1.0,0.03,0.05
