mine_id,sample_id,latitude,longitude,depth_m,lithology,mn_grade,assay_confidence,lineament_distance,terrain_score,spectral_signal,prospectivity_label,depth_zone,grade_anomaly,lineament_proximity_score
dongri-buzurg,EXP-DON-0035,21.53416,79.73785,36,Mansar Gondite Horizon,42.8,0.9,558.4,0.69,0.747,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,10.9,0.721
dongri-buzurg,EXP-DON-0036,21.55301,79.71339,253,Basement Gneiss,28.3,0.75,328.8,0.83,0.468,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.6,0.836
dongri-buzurg,EXP-DON-0037,21.53414,79.72769,304,Basement Gneiss,29.0,0.75,407.9,0.66,0.424,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.9,0.796
dongri-buzurg,EXP-DON-0038,21.51926,79.74014,191,Basement Gneiss,27.7,0.75,877.1,0.81,0.399,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-4.2,0.561
dongri-buzurg,EXP-DON-0039,21.56188,79.7456,267,Basement Gneiss,24.9,0.73,773.3,0.89,0.374,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.0,0.613
dongri-buzurg,EXP-DON-0040,21.52372,79.71413,115,Quartzite Schist,33.1,0.83,1052.4,0.66,0.56,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.2,0.474
dongri-buzurg,EXP-DON-0041,21.56759,79.71779,146,Basement Gneiss,30.5,0.78,563.8,0.96,0.467,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.4,0.718
dongri-buzurg,EXP-DON-0042,21.52267,79.71728,301,Basement Gneiss,26.9,0.73,870.3,0.85,0.412,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.0,0.565
dongri-buzurg,EXP-DON-0043,21.56776,79.70798,321,Basement Gneiss,25.2,0.73,1451.4,0.82,0.384,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.7,0.274
dongri-buzurg,EXP-DON-0044,21.52703,79.70742,83,Mansar Gondite Horizon,42.7,0.97,1323.0,0.67,0.748,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,10.8,0.338
dongri-buzurg,EXP-DON-0045,21.56239,79.74279,338,Basement Gneiss,26.5,0.75,561.8,0.9,0.436,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.4,0.719
dongri-buzurg,EXP-DON-0046,21.52589,79.73719,95,Mansar Gondite Horizon,41.1,0.92,420.7,0.85,0.804,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,9.2,0.79
dongri-buzurg,EXP-DON-0047,21.52277,79.74027,108,Quartzite Schist,39.6,0.85,474.3,0.83,0.718,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,7.7,0.763
dongri-buzurg,EXP-DON-0048,21.53862,79.71503,106,Quartzite Schist,38.0,0.87,1112.8,0.68,0.644,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,6.1,0.444
dongri-buzurg,EXP-DON-0049,21.55236,79.70021,293,Basement Gneiss,24.8,0.75,996.3,0.85,0.295,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-7.1,0.502
dongri-buzurg,EXP-DON-0050,21.53559,79.7303,203,Basement Gneiss,29.9,0.75,0.9,0.91,0.528,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.0,1.0
dongri-buzurg,EXP-DON-0051,21.56073,79.73976,248,Basement Gneiss,30.7,0.74,90.4,0.87,0.515,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.2,0.955
dongri-buzurg,EXP-DON-0052,21.55584,79.70433,302,Basement Gneiss,29.4,0.75,219.0,0.76,0.481,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.5,0.89
dongri-buzurg,EXP-DON-0053,21.52624,79.7373,287,Basement Gneiss,28.5,0.74,372.4,0.74,0.462,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.4,0.814
dongri-buzurg,EXP-DON-0054,21.56726,79.72799,106,Quartzite Schist,36.6,0.86,1496.7,0.91,0.621,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,4.7,0.252
dongri-buzurg,EXP-DON-0055,21.55625,79.72346,328,Basement Gneiss,21.4,0.72,1644.7,0.96,0.366,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-10.5,0.178
dongri-buzurg,EXP-DON-0056,21.56506,79.73079,46,Mansar Gondite Horizon,39.3,0.96,1519.1,0.67,0.773,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,7.4,0.24
dongri-buzurg,EXP-DON-0057,21.53549,79.72745,39,Mansar Gondite Horizon,43.8,0.91,281.0,0.66,0.85,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,11.9,0.859
dongri-buzurg,EXP-DON-0058,21.53438,79.72083,267,Basement Gneiss,27.4,0.76,1032.9,0.74,0.379,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.5,0.484
dongri-buzurg,EXP-DON-0059,21.53951,79.71897,76,Mansar Gondite Horizon,46.8,0.95,640.6,0.72,0.891,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,14.9,0.68
dongri-buzurg,EXP-DON-0060,21.55222,79.72913,111,Quartzite Schist,32.3,0.86,1735.7,0.79,0.573,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,0.4,0.132
dongri-buzurg,EXP-DON-0061,21.53808,79.71011,334,Basement Gneiss,22.6,0.73,1640.8,0.73,0.357,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-9.3,0.18
dongri-buzurg,EXP-DON-0062,21.51976,79.72898,141,Basement Gneiss,33.8,0.76,81.8,0.97,0.565,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.9,0.959
dongri-buzurg,EXP-DON-0063,21.56163,79.73523,267,Basement Gneiss,23.7,0.73,1559.7,0.86,0.35,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-8.2,0.22
dongri-buzurg,EXP-DON-0064,21.51983,79.74244,219,Basement Gneiss,29.0,0.73,595.5,0.69,0.441,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.9,0.702
dongri-buzurg,EXP-DON-0065,21.55248,79.71792,88,Mansar Gondite Horizon,43.2,0.93,698.8,0.84,0.788,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,11.3,0.651
dongri-buzurg,EXP-DON-0066,21.55808,79.71192,168,Basement Gneiss,25.0,0.74,750.7,0.85,0.427,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-6.9,0.625
dongri-buzurg,EXP-DON-0067,21.55295,79.73941,270,Basement Gneiss,25.1,0.73,992.7,0.68,0.399,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-6.8,0.504
dongri-buzurg,EXP-DON-0068,21.56753,79.70352,182,Basement Gneiss,26.7,0.72,1002.8,0.83,0.449,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-5.2,0.499
dongri-buzurg,EXP-DON-0069,21.53452,79.72229,52,Mansar Gondite Horizon,44.3,0.96,879.0,0.68,0.83,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,12.4,0.56
dongri-buzurg,EXP-DON-0070,21.52484,79.72478,242,Basement Gneiss,23.4,0.72,1717.6,0.71,0.313,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-8.5,0.141
dongri-buzurg,EXP-DON-0071,21.55002,79.73172,34,Mansar Gondite Horizon,37.2,0.92,1737.9,0.94,0.712,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,5.3,0.131
dongri-buzurg,EXP-DON-0072,21.55829,79.71337,281,Basement Gneiss,26.3,0.75,912.0,0.8,0.448,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.6,0.544
dongri-buzurg,EXP-DON-0073,21.54452,79.73298,50,Mansar Gondite Horizon,41.9,0.97,1246.6,0.91,0.758,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,10.0,0.377
dongri-buzurg,EXP-DON-0074,21.54311,79.72417,251,Basement Gneiss,29.2,0.75,253.0,0.72,0.483,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.7,0.874
dongri-buzurg,EXP-DON-0075,21.52181,79.69793,106,Quartzite Schist,36.6,0.89,1003.7,0.89,0.689,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,4.7,0.498
dongri-buzurg,EXP-DON-0076,21.53947,79.7137,141,Basement Gneiss,28.9,0.78,1145.3,0.79,0.456,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.0,0.427
dongri-buzurg,EXP-DON-0077,21.54253,79.74007,308,Basement Gneiss,22.3,0.76,1699.8,0.85,0.281,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-9.6,0.15
dongri-buzurg,EXP-DON-0078,21.52873,79.72755,223,Basement Gneiss,26.0,0.76,1021.7,0.89,0.378,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.9,0.489
dongri-buzurg,EXP-DON-0079,21.52718,79.70828,330,Basement Gneiss,24.3,0.73,1224.4,0.81,0.384,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-7.6,0.388
dongri-buzurg,EXP-DON-0080,21.56174,79.71867,187,Basement Gneiss,21.2,0.74,1797.9,0.7,0.368,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-10.7,0.101
dongri-buzurg,EXP-DON-0081,21.56667,79.70931,231,Basement Gneiss,22.9,0.76,1456.4,0.69,0.381,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-9.0,0.272
dongri-buzurg,EXP-DON-0082,21.54089,79.7082,48,Mansar Gondite Horizon,39.5,0.97,1510.2,0.76,0.754,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,7.6,0.245
dongri-buzurg,EXP-DON-0083,21.53974,79.70884,219,Basement Gneiss,23.5,0.72,1577.2,0.71,0.31,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-8.4,0.211
dongri-buzurg,EXP-DON-0084,21.55502,79.72959,174,Basement Gneiss,29.7,0.76,290.1,0.84,0.498,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.2,0.855
dongri-buzurg,EXP-DON-0085,21.52849,79.702,109,Quartzite Schist,32.3,0.85,1676.0,0.96,0.569,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,0.4,0.162
dongri-buzurg,EXP-DON-0086,21.52431,79.71901,319,Basement Gneiss,25.8,0.73,524.3,0.66,0.454,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-6.1,0.738
dongri-buzurg,EXP-DON-0087,21.56753,79.74466,26,Mansar Gondite Horizon,36.3,0.88,1310.1,0.94,0.641,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,4.4,0.345
dongri-buzurg,EXP-DON-0088,21.54398,79.72084,235,Basement Gneiss,29.1,0.75,33.6,0.72,0.54,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.8,0.983
dongri-buzurg,EXP-DON-0089,21.5667,79.7011,236,Basement Gneiss,27.0,0.75,679.0,0.71,0.467,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-4.9,0.66
dongri-buzurg,EXP-DON-0090,21.56011,79.74363,240,Basement Gneiss,28.4,0.74,388.5,0.94,0.539,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.5,0.806
dongri-buzurg,EXP-DON-0091,21.51972,79.74295,242,Basement Gneiss,28.4,0.74,559.3,0.87,0.416,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.5,0.72
dongri-buzurg,EXP-DON-0092,21.55076,79.70173,232,Basement Gneiss,25.9,0.75,1029.3,0.94,0.394,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-6.0,0.485
dongri-buzurg,EXP-DON-0093,21.54655,79.73332,301,Basement Gneiss,22.4,0.75,1504.6,0.87,0.292,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-9.5,0.248
dongri-buzurg,EXP-DON-0094,21.55631,79.73629,162,Basement Gneiss,26.3,0.73,1070.3,0.83,0.407,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-5.6,0.465
dongri-buzurg,EXP-DON-0095,21.53443,79.71472,149,Basement Gneiss,26.3,0.75,1607.9,0.8,0.348,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-5.6,0.196
dongri-buzurg,EXP-DON-0096,21.53686,79.70776,48,Mansar Gondite Horizon,47.8,0.96,198.9,0.85,0.946,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,15.9,0.901
dongri-buzurg,EXP-DON-0097,21.53719,79.73957,188,Basement Gneiss,25.5,0.74,1058.6,0.76,0.382,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-6.4,0.471
dongri-buzurg,EXP-DON-0098,21.53814,79.72541,193,Basement Gneiss,30.1,0.75,180.7,0.92,0.533,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.8,0.91
dongri-buzurg,EXP-DON-0099,21.56598,79.69731,86,Mansar Gondite Horizon,46.2,0.93,239.8,0.96,0.865,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,14.3,0.88
dongri-buzurg,EXP-DON-0100,21.56492,79.71398,56,Mansar Gondite Horizon,41.5,0.97,1706.3,0.74,0.717,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,9.6,0.147
gumgaon,EXP-GUM-0001,21.40015,79.01396,123,Mansar Gondite Horizon,42.1,0.97,67.8,0.74,0.95,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,12.9,0.966
gumgaon,EXP-GUM-0002,21.36609,78.99606,239,Basement Gneiss,26.8,0.73,13.1,0.88,0.521,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.4,0.993
gumgaon,EXP-GUM-0003,21.38837,78.99983,328,Basement Gneiss,25.3,0.72,782.7,0.83,0.465,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-3.9,0.609
gumgaon,EXP-GUM-0004,21.39166,79.03457,214,Basement Gneiss,25.8,0.75,1083.2,0.73,0.435,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.4,0.458
gumgaon,EXP-GUM-0005,21.39055,79.00755,289,Basement Gneiss,28.1,0.75,193.3,0.73,0.48,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.1,0.903
gumgaon,EXP-GUM-0006,21.37374,79.02813,158,Mansar Gondite Horizon,38.0,0.92,282.6,0.86,0.806,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,8.8,0.859
gumgaon,EXP-GUM-0007,21.38933,78.9954,257,Basement Gneiss,24.8,0.72,1096.3,0.68,0.38,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.4,0.452
gumgaon,EXP-GUM-0008,21.3921,79.01735,197,Basement Gneiss,25.4,0.79,1296.6,0.85,0.451,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.8,0.352
gumgaon,EXP-GUM-0009,21.40939,78.99382,243,Basement Gneiss,23.0,0.75,980.3,0.89,0.365,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-6.2,0.51
gumgaon,EXP-GUM-0010,21.40956,78.99342,57,Basement Gneiss,28.8,0.76,961.3,0.74,0.498,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-0.4,0.519
gumgaon,EXP-GUM-0011,21.36428,79.03171,85,Quartzite Schist,32.9,0.85,427.2,0.77,0.66,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,3.7,0.786
gumgaon,EXP-GUM-0012,21.38595,78.99038,277,Basement Gneiss,25.9,0.75,148.1,0.94,0.501,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.3,0.926
gumgaon,EXP-GUM-0013,21.38665,79.00322,129,Mansar Gondite Horizon,41.6,0.98,651.5,0.89,0.908,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,12.4,0.674
gumgaon,EXP-GUM-0014,21.36301,79.01511,326,Basement Gneiss,25.9,0.74,345.3,0.72,0.488,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-3.3,0.827
gumgaon,EXP-GUM-0015,21.36483,79.00952,263,Basement Gneiss,24.5,0.76,674.2,0.91,0.476,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.7,0.663
gumgaon,EXP-GUM-0016,21.37173,79.00697,73,Quartzite Schist,32.3,0.83,151.0,0.82,0.683,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,3.1,0.924
gumgaon,EXP-GUM-0017,21.36446,79.02476,65,Basement Gneiss,28.4,0.78,1067.8,0.88,0.518,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-0.8,0.466
gumgaon,EXP-GUM-0018,21.37516,79.00016,138,Mansar Gondite Horizon,40.6,0.97,417.9,0.78,0.849,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.4,0.791
gumgaon,EXP-GUM-0019,21.39003,79.01278,314,Basement Gneiss,25.9,0.73,632.8,0.93,0.447,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-3.3,0.684
gumgaon,EXP-GUM-0020,21.40653,78.99282,282,Basement Gneiss,25.8,0.75,567.5,0.94,0.475,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.4,0.716
gumgaon,EXP-GUM-0021,21.3995,79.00223,50,Basement Gneiss,27.0,0.76,681.9,0.88,0.453,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-2.2,0.659
gumgaon,EXP-GUM-0022,21.40878,79.01905,284,Basement Gneiss,23.8,0.75,1509.3,0.85,0.342,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.4,0.245
gumgaon,EXP-GUM-0023,21.36874,79.01213,150,Mansar Gondite Horizon,33.7,0.93,1792.5,0.67,0.713,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,4.5,0.104
gumgaon,EXP-GUM-0024,21.36676,79.03516,198,Basement Gneiss,30.9,0.79,175.0,0.75,0.586,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.7,0.912
gumgaon,EXP-GUM-0025,21.38198,78.99228,226,Basement Gneiss,26.0,0.74,408.8,0.86,0.502,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.2,0.796
gumgaon,EXP-GUM-0026,21.36307,79.02604,169,Mansar Gondite Horizon,32.4,0.87,1100.9,0.97,0.664,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.2,0.45
gumgaon,EXP-GUM-0027,21.36711,78.99307,120,Mansar Gondite Horizon,40.1,0.97,183.9,0.67,0.934,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,10.9,0.908
gumgaon,EXP-GUM-0028,21.40983,79.0277,218,Basement Gneiss,25.4,0.76,648.0,0.82,0.501,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.8,0.676
gumgaon,EXP-GUM-0029,21.36654,79.03133,166,Mansar Gondite Horizon,35.1,0.91,213.2,0.79,0.764,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,5.9,0.893
gumgaon,EXP-GUM-0030,21.39668,79.02547,28,Basement Gneiss,23.2,0.74,775.8,0.66,0.421,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-6.0,0.612
gumgaon,EXP-GUM-0031,21.39801,78.99386,193,Basement Gneiss,30.7,0.8,279.1,0.83,0.57,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.5,0.86
gumgaon,EXP-GUM-0032,21.40222,78.9919,178,Quartzite Schist,33.5,0.85,2.1,0.89,0.707,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,4.3,0.999
gumgaon,EXP-GUM-0033,21.37879,79.00672,169,Mansar Gondite Horizon,32.6,0.9,1190.1,0.97,0.658,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.4,0.405
gumgaon,EXP-GUM-0034,21.37577,79.02141,162,Mansar Gondite Horizon,36.9,0.93,130.9,0.66,0.837,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,7.7,0.935
gumgaon,EXP-GUM-0035,21.38307,79.01886,232,Basement Gneiss,27.7,0.73,437.9,0.85,0.484,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.5,0.781
gumgaon,EXP-GUM-0036,21.38592,78.99451,257,Basement Gneiss,23.0,0.72,1559.5,0.66,0.399,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-6.2,0.22
gumgaon,EXP-GUM-0037,21.39582,78.9906,47,Basement Gneiss,27.9,0.76,832.0,0.75,0.44,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-1.3,0.584
gumgaon,EXP-GUM-0038,21.39873,79.02007,83,Quartzite Schist,33.7,0.84,490.8,0.74,0.708,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,4.5,0.755
gumgaon,EXP-GUM-0039,21.36411,79.03539,118,Mansar Gondite Horizon,42.1,0.96,96.6,0.78,0.947,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,12.9,0.952
gumgaon,EXP-GUM-0040,21.36607,79.01775,269,Basement Gneiss,25.0,0.76,1555.0,0.66,0.352,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.2,0.223
gumgaon,EXP-GUM-0041,21.39994,79.00164,333,Basement Gneiss,27.5,0.75,673.8,0.9,0.479,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.7,0.663
gumgaon,EXP-GUM-0042,21.39282,78.9934,131,Mansar Gondite Horizon,36.9,0.98,898.1,0.8,0.829,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.7,0.551
gumgaon,EXP-GUM-0043,21.40715,78.99903,63,Basement Gneiss,26.9,0.79,1227.4,0.86,0.482,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-2.3,0.386
gumgaon,EXP-GUM-0044,21.4008,79.03007,291,Basement Gneiss,22.9,0.74,1670.0,0.9,0.325,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.3,0.165
gumgaon,EXP-GUM-0045,21.4021,79.02342,269,Basement Gneiss,24.6,0.76,1183.4,0.83,0.348,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.6,0.408
gumgaon,EXP-GUM-0046,21.40687,78.98916,76,Quartzite Schist,31.7,0.82,257.6,0.92,0.665,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,2.5,0.871
gumgaon,EXP-GUM-0047,21.38529,79.02904,255,Basement Gneiss,23.7,0.73,1650.8,0.82,0.402,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.5,0.175
gumgaon,EXP-GUM-0048,21.38825,79.02144,300,Basement Gneiss,24.5,0.74,1258.1,0.7,0.409,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-4.7,0.371
gumgaon,EXP-GUM-0049,21.36047,78.99933,253,Basement Gneiss,26.5,0.74,326.5,0.72,0.515,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.7,0.837
gumgaon,EXP-GUM-0050,21.39665,79.0178,84,Quartzite Schist,34.1,0.84,44.5,0.83,0.765,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,4.9,0.978
gumgaon,EXP-GUM-0051,21.39805,78.98877,259,Basement Gneiss,24.4,0.73,758.8,0.7,0.384,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.8,0.621
gumgaon,EXP-GUM-0052,21.40383,79.03682,141,Mansar Gondite Horizon,38.1,0.97,848.0,0.94,0.9,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,8.9,0.576
gumgaon,EXP-GUM-0053,21.37958,79.00763,244,Basement Gneiss,24.2,0.75,1017.1,0.68,0.438,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.0,0.491
gumgaon,EXP-GUM-0054,21.38405,79.01912,45,Basement Gneiss,29.3,0.77,570.4,0.84,0.534,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,0.1,0.715
gumgaon,EXP-GUM-0055,21.39382,79.02725,109,Mansar Gondite Horizon,39.2,0.93,628.1,0.68,0.829,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,10.0,0.686
gumgaon,EXP-GUM-0056,21.37671,79.02624,247,Basement Gneiss,28.1,0.73,433.3,0.8,0.469,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.1,0.783
gumgaon,EXP-GUM-0057,21.37641,79.0087,52,Basement Gneiss,24.2,0.79,1266.9,0.89,0.444,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-5.0,0.367
gumgaon,EXP-GUM-0058,21.40666,79.01913,157,Mansar Gondite Horizon,35.2,0.92,1281.0,0.69,0.758,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,6.0,0.36
gumgaon,EXP-GUM-0059,21.40199,79.00619,205,Basement Gneiss,26.0,0.77,1334.1,0.77,0.394,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.2,0.333
gumgaon,EXP-GUM-0060,21.36131,78.98821,286,Basement Gneiss,21.9,0.76,1289.7,0.75,0.371,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.3,0.355
gumgaon,EXP-GUM-0061,21.37296,79.00848,299,Basement Gneiss,23.0,0.74,1670.0,0.91,0.319,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.2,0.165
gumgaon,EXP-GUM-0062,21.38415,78.99367,50,Basement Gneiss,31.3,0.78,35.5,0.79,0.559,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,2.1,0.982
gumgaon,EXP-GUM-0063,21.39828,78.99495,217,Basement Gneiss,28.0,0.78,146.6,0.87,0.542,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.2,0.927
gumgaon,EXP-GUM-0064,21.36345,78.98985,113,Mansar Gondite Horizon,36.8,0.95,896.3,0.95,0.793,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.6,0.552
gumgaon,EXP-GUM-0065,21.3736,79.02497,166,Mansar Gondite Horizon,36.8,0.91,33.5,0.67,0.784,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,7.6,0.983
gumgaon,EXP-GUM-0066,21.36696,79.01362,154,Mansar Gondite Horizon,39.0,0.94,48.2,0.66,0.899,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,9.8,0.976
gumgaon,EXP-GUM-0067,21.40817,79.01501,320,Basement Gneiss,23.8,0.75,1057.6,0.74,0.389,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.4,0.471
