date,mine_id,latitude,longitude,ndvi,ndwi,ndmi,evi,surface_change_score,vegetation_change,water_change,disturbed_area_score,terrain_slope,elevation,land_surface_change_confidence,ndvi_change,ndwi_change,vegetation_loss,water_expansion
2025-09-16,gumgaon,21.385,79.012,0.45,-0.231,0.2,0.391,0.18,-0.033,0.019,0.568,8.5,290,0.977,-0.002,-0.013,0.002,0.0
2025-09-22,gumgaon,21.385,79.012,0.417,-0.223,0.18,0.355,0.184,-0.029,0.027,0.576,8.5,290,0.912,-0.033,0.008,0.033,0.008
2025-09-28,gumgaon,21.385,79.012,0.373,-0.23,0.146,0.296,0.066,-0.004,0.02,0.554,8.5,290,0.952,-0.044,-0.007,0.044,0.0
2025-10-04,gumgaon,21.385,79.012,0.406,-0.268,0.15,0.374,0.153,-0.027,-0.018,0.583,8.5,290,0.912,0.033,-0.038,0.0,0.0
2025-10-10,gumgaon,21.385,79.012,0.435,-0.239,0.185,0.343,0.108,-0.02,0.011,0.58,8.5,290,0.882,0.029,0.029,0.0,0.029
2025-10-16,gumgaon,21.385,79.012,0.408,-0.207,0.182,0.336,0.123,-0.004,0.043,0.591,8.5,290,0.928,-0.027,0.032,0.027,0.032
2025-10-22,gumgaon,21.385,79.012,0.431,-0.237,0.183,0.333,0.304,-0.068,0.013,0.644,8.5,290,0.954,0.023,-0.03,0.0,0.0
2025-10-28,gumgaon,21.385,79.012,0.387,-0.261,0.14,0.302,0.236,-0.052,-0.011,0.634,8.5,290,0.91,-0.044,-0.024,0.044,0.0
2025-11-03,gumgaon,21.385,79.012,0.339,-0.298,0.088,0.267,0.2,-0.02,-0.048,0.633,8.5,290,0.975,-0.048,-0.037,0.048,0.0
2025-11-09,gumgaon,21.385,79.012,0.424,-0.259,0.167,0.359,0.107,-0.021,-0.009,0.617,8.5,290,0.941,0.085,0.039,0.0,0.039
2025-11-15,gumgaon,21.385,79.012,0.426,-0.185,0.206,0.331,0.298,-0.034,0.065,0.672,8.5,290,0.898,0.002,0.074,0.0,0.074
2025-11-21,gumgaon,21.385,79.012,0.369,-0.272,0.122,0.301,0.103,-0.012,-0.022,0.631,8.5,290,0.886,-0.057,-0.087,0.057,0.0
2025-11-27,gumgaon,21.385,79.012,0.374,-0.297,0.113,0.334,0.182,-0.016,-0.047,0.658,8.5,290,0.895,0.005,-0.025,0.0,0.0
2025-12-03,gumgaon,21.385,79.012,0.365,-0.225,0.143,0.314,0.334,-0.068,0.025,0.704,8.5,290,0.939,-0.009,0.072,0.009,0.072
2025-12-09,gumgaon,21.385,79.012,0.354,-0.243,0.126,0.294,0.122,-0.026,0.007,0.658,8.5,290,0.893,-0.011,-0.018,0.011,0.0
2025-12-15,gumgaon,21.385,79.012,0.385,-0.237,0.151,0.34,0.05,0.002,0.013,0.648,8.5,290,0.889,0.031,0.006,0.0,0.006
2025-12-21,gumgaon,21.385,79.012,0.321,-0.3,0.075,0.291,0.357,-0.058,-0.05,0.732,8.5,290,0.93,-0.064,-0.063,0.064,0.0
2025-01-01,tirodi,21.688,79.706,0.534,-0.241,0.253,0.454,0.118,0.024,0.009,0.23,18.0,340,0.928,0.0,0.0,0.0,0.0
2025-01-07,tirodi,21.688,79.706,0.583,-0.236,0.29,0.522,0.127,-0.023,0.014,0.239,18.0,340,0.937,0.049,0.005,0.0,0.005
2025-01-13,tirodi,21.688,79.706,0.562,-0.264,0.261,0.49,0.119,0.021,-0.014,0.245,18.0,340,0.965,-0.021,-0.028,0.021,0.0
2025-01-19,tirodi,21.688,79.706,0.553,-0.221,0.277,0.48,0.132,0.015,0.029,0.256,18.0,340,0.948,-0.009,0.043,0.009,0.043
2025-01-25,tirodi,21.688,79.706,0.579,-0.224,0.293,0.489,0.065,0.0,0.026,0.246,18.0,340,0.914,0.026,-0.003,0.0,0.0
2025-01-31,tirodi,21.688,79.706,0.514,-0.23,0.245,0.445,0.07,0.005,0.02,0.255,18.0,340,0.931,-0.065,-0.006,0.065,0.0
2025-02-06,tirodi,21.688,79.706,0.538,-0.248,0.253,0.43,0.05,0.011,0.002,0.258,18.0,340,0.943,0.024,-0.018,0.0,0.0
2025-02-12,tirodi,21.688,79.706,0.574,-0.241,0.281,0.493,0.074,-0.013,0.009,0.271,18.0,340,0.934,0.036,0.007,0.0,0.007
2025-02-18,tirodi,21.688,79.706,0.523,-0.239,0.247,0.457,0.05,-0.002,0.011,0.272,18.0,340,0.89,-0.051,0.002,0.051,0.002
2025-02-24,tirodi,21.688,79.706,0.528,-0.234,0.253,0.445,0.096,-0.014,0.016,0.292,18.0,340,0.951,0.005,0.005,0.0,0.005
2025-03-02,tirodi,21.688,79.706,0.524,-0.278,0.228,0.469,0.218,-0.037,-0.028,0.33,18.0,340,0.885,-0.004,-0.044,0.004,0.0
2025-03-08,tirodi,21.688,79.706,0.528,-0.271,0.234,0.446,0.244,-0.048,-0.021,0.344,18.0,340,0.957,0.004,0.007,0.0,0.007
2025-03-14,tirodi,21.688,79.706,0.497,-0.175,0.26,0.393,0.395,-0.052,0.075,0.389,18.0,340,0.896,-0.031,0.096,0.031,0.096
2025-03-20,tirodi,21.688,79.706,0.53,-0.211,0.266,0.473,0.169,0.018,0.039,0.34,18.0,340,0.907,0.033,-0.036,0.0,0.0
2025-03-26,tirodi,21.688,79.706,0.528,-0.254,0.243,0.486,0.134,-0.031,-0.004,0.338,18.0,340,0.92,-0.002,-0.043,0.002,0.0
2025-04-01,tirodi,21.688,79.706,0.532,-0.258,0.243,0.438,0.112,-0.023,-0.008,0.34,18.0,340,0.883,0.004,-0.004,0.0,0.0
2025-04-07,tirodi,21.688,79.706,0.464,-0.192,0.229,0.393,0.193,0.012,0.058,0.368,18.0,340,0.977,-0.068,0.066,0.068,0.066
2025-04-13,tirodi,21.688,79.706,0.507,-0.259,0.225,0.445,0.05,0.003,-0.009,0.34,18.0,340,0.964,0.043,-0.067,0.0,0.0
2025-04-19,tirodi,21.688,79.706,0.515,-0.197,0.262,0.442,0.14,0.002,0.053,0.37,18.0,340,0.96,0.008,0.062,0.0,0.062
2025-04-25,tirodi,21.688,79.706,0.462,-0.252,0.197,0.4,0.117,-0.028,-0.002,0.372,18.0,340,0.923,-0.053,-0.055,0.053,0.0
2025-05-01,tirodi,21.688,79.706,0.489,-0.307,0.189,0.418,0.25,-0.027,-0.057,0.412,18.0,340,0.907,0.027,-0.055,0.0,0.0
2025-05-07,tirodi,21.688,79.706,0.468,-0.21,0.223,0.392,0.16,-0.015,0.04,0.398,18.0,340,0.887,-0.021,0.097,0.021,0.097
2025-05-13,tirodi,21.688,79.706,0.47,-0.347,0.155,0.368,0.246,0.001,-0.097,0.426,18.0,340,0.949,0.002,-0.137,0.0,0.0
2025-05-19,tirodi,21.688,79.706,0.492,-0.231,0.229,0.418,0.156,-0.027,0.019,0.412,18.0,340,0.89,0.022,0.116,0.0,0.116
2025-05-25,tirodi,21.688,79.706,0.478,-0.296,0.187,0.436,0.123,0.002,-0.046,0.411,18.0,340,0.936,-0.014,-0.065,0.014,0.0
2025-05-31,tirodi,21.688,79.706,0.449,-0.248,0.19,0.376,0.077,-0.018,0.002,0.407,18.0,340,0.888,-0.029,0.048,0.029,0.048
2025-06-06,tirodi,21.688,79.706,0.442,-0.261,0.179,0.412,0.05,-0.005,-0.011,0.408,18.0,340,0.96,-0.007,-0.013,0.007,0.0
2025-06-12,tirodi,21.688,79.706,0.467,-0.225,0.214,0.402,0.198,-0.034,0.025,0.452,18.0,340,0.951,0.025,0.036,0.0,0.036
2025-06-18,tirodi,21.688,79.706,0.507,-0.15,0.28,0.445,0.294,-0.011,0.1,0.484,18.0,340,0.951,0.04,0.075,0.0,0.075
2025-06-24,tirodi,21.688,79.706,0.509,-0.002,0.355,0.435,0.62,-0.0,0.248,0.572,18.0,340,0.962,0.002,0.148,0.0,0.148
2025-06-30,tirodi,21.688,79.706,0.608,-0.002,0.425,0.552,0.684,-0.016,0.248,0.596,18.0,340,0.888,0.099,0.0,0.0,0.0
2025-07-06,tirodi,21.688,79.706,0.531,0.066,0.405,0.464,0.798,0.002,0.316,0.632,18.0,340,0.93,-0.077,0.068,0.077,0.068
2025-07-12,tirodi,21.688,79.706,0.626,0.155,0.516,0.533,0.98,-0.019,0.405,0.685,18.0,340,0.9,0.095,0.089,0.0,0.089
2025-07-18,tirodi,21.688,79.706,0.568,0.182,0.489,0.505,0.98,-0.024,0.432,0.692,18.0,340,0.953,-0.058,0.027,0.058,0.027
2025-07-24,tirodi,21.688,79.706,0.572,0.257,0.529,0.462,0.98,-0.052,0.507,0.7,18.0,340,0.979,0.004,0.075,0.0,0.075
2025-07-30,tirodi,21.688,79.706,0.538,0.28,0.517,0.455,0.98,0.012,0.53,0.708,18.0,340,0.967,-0.034,0.023,0.034,0.023
2025-08-05,tirodi,21.688,79.706,0.573,0.225,0.514,0.5,0.98,-0.056,0.475,0.715,18.0,340,0.971,0.035,-0.055,0.0,0.0
2025-08-11,tirodi,21.688,79.706,0.583,0.113,0.465,0.523,0.944,-0.009,0.363,0.714,18.0,340,0.893,0.01,-0.112,0.0,0.0
2025-08-17,tirodi,21.688,79.706,0.567,0.133,0.463,0.471,0.98,-0.039,0.383,0.73,18.0,340,0.977,-0.016,0.02,0.016,0.02
2025-08-23,tirodi,21.688,79.706,0.542,0.057,0.408,0.428,0.876,-0.027,0.307,0.712,18.0,340,0.967,-0.025,-0.076,0.025,0.0
2025-08-29,tirodi,21.688,79.706,0.532,-0.111,0.317,0.475,0.592,-0.061,0.139,0.648,18.0,340,0.896,-0.01,-0.168,0.01,0.0
2025-09-04,tirodi,21.688,79.706,0.494,-0.075,0.308,0.436,0.646,-0.052,0.175,0.669,18.0,340,0.913,-0.038,0.036,0.038,0.036
2025-09-10,tirodi,21.688,79.706,0.441,-0.138,0.24,0.374,0.352,-0.018,0.112,0.603,18.0,340,0.904,-0.053,-0.063,0.053,0.0
2025-09-16,tirodi,21.688,79.706,0.363,-0.226,0.141,0.303,0.076,-0.004,0.024,0.542,18.0,340,0.905,-0.078,-0.088,0.078,0.0
2025-09-22,tirodi,21.688,79.706,0.463,-0.216,0.216,0.387,0.229,-0.036,0.034,0.587,18.0,340,0.884,0.1,0.01,0.0,0.01
2025-09-28,tirodi,21.688,79.706,0.44,-0.201,0.208,0.398,0.25,-0.032,0.049,0.6,18.0,340,0.961,-0.023,0.015,0.023,0.015
2025-10-04,tirodi,21.688,79.706,0.443,-0.24,0.19,0.371,0.165,-0.035,0.01,0.586,18.0,340,0.907,0.003,-0.039,0.0,0.0
2025-10-10,tirodi,21.688,79.706,0.41,-0.278,0.148,0.346,0.278,-0.052,-0.028,0.622,18.0,340,0.973,-0.033,-0.038,0.033,0.0
2025-10-16,tirodi,21.688,79.706,0.408,-0.33,0.121,0.365,0.3,-0.025,-0.08,0.635,18.0,340,0.925,-0.002,-0.052,0.002,0.0
2025-10-22,tirodi,21.688,79.706,0.34,-0.132,0.172,0.272,0.395,-0.025,0.118,0.666,18.0,340,0.883,-0.068,0.198,0.068,0.198
2025-10-28,tirodi,21.688,79.706,0.433,-0.292,0.157,0.38,0.321,-0.054,-0.042,0.655,18.0,340,0.977,0.093,-0.16,0.0,0.0
2025-11-03,tirodi,21.688,79.706,0.405,-0.276,0.145,0.366,0.213,-0.037,-0.026,0.636,18.0,340,0.898,-0.028,0.016,0.028,0.016
2025-11-09,tirodi,21.688,79.706,0.42,-0.23,0.179,0.36,0.158,-0.027,0.02,0.63,18.0,340,0.93,0.015,0.046,0.0,0.046
2025-11-15,tirodi,21.688,79.706,0.42,-0.238,0.175,0.348,0.166,-0.034,0.012,0.639,18.0,340,0.973,0.0,-0.008,0.0,0.0
2025-11-21,tirodi,21.688,79.706,0.421,-0.203,0.193,0.371,0.354,-0.059,0.047,0.694,18.0,340,0.919,0.001,0.035,0.0,0.035
2025-11-27,tirodi,21.688,79.706,0.362,-0.238,0.134,0.328,0.198,-0.042,0.012,0.662,18.0,340,0.958,-0.059,-0.035,0.059,0.0
2025-12-03,tirodi,21.688,79.706,0.43,-0.232,0.185,0.361,0.117,-0.018,0.018,0.649,18.0,340,0.913,0.068,0.006,0.0,0.006
2025-12-09,tirodi,21.688,79.706,0.41,-0.227,0.174,0.363,0.158,-0.025,0.023,0.667,18.0,340,0.924,-0.02,0.005,0.02,0.005
2025-12-15,tirodi,21.688,79.706,0.371,-0.245,0.137,0.312,0.164,-0.038,0.005,0.676,18.0,340,0.912,-0.039,-0.018,0.039,0.0
2025-12-21,tirodi,21.688,79.706,0.335,-0.316,0.076,0.267,0.197,-0.008,-0.066,0.692,18.0,340,0.925,-0.036,-0.071,0.036,0.0
2025-01-01,ukwa,21.967,80.467,0.531,-0.303,0.22,0.484,0.213,0.02,-0.053,0.253,11.0,360,0.942,0.0,0.0,0.0,0.0
2025-01-07,ukwa,21.967,80.467,0.48,-0.277,0.197,0.409,0.156,0.022,-0.027,0.247,11.0,360,0.928,-0.051,0.026,0.051,0.026
2025-01-13,ukwa,21.967,80.467,0.502,-0.316,0.193,0.447,0.353,0.047,-0.066,0.303,11.0,360,0.941,0.022,-0.039,0.0,0.0
2025-01-19,ukwa,21.967,80.467,0.561,-0.227,0.279,0.472,0.081,0.006,0.023,0.243,11.0,360,0.973,0.059,0.089,0.0,0.089
2025-01-25,ukwa,21.967,80.467,0.515,-0.261,0.23,0.404,0.05,-0.005,-0.011,0.243,11.0,360,0.908,-0.046,-0.034,0.046,0.0
2025-01-31,ukwa,21.967,80.467,0.564,-0.275,0.257,0.441,0.082,0.005,-0.025,0.258,11.0,360,0.941,0.049,-0.014,0.0,0.0
2025-02-06,ukwa,21.967,80.467,0.502,-0.212,0.245,0.407,0.127,-0.008,0.038,0.277,11.0,360,0.898,-0.062,0.063,0.062,0.063
2025-02-12,ukwa,21.967,80.467,0.5,-0.228,0.236,0.462,0.055,-0.0,0.022,0.266,11.0,360,0.891,-0.002,-0.016,0.002,0.0
2025-02-18,ukwa,21.967,80.467,0.478,-0.232,0.219,0.406,0.069,0.006,0.018,0.277,11.0,360,0.961,-0.022,-0.004,0.022,0.0
2025-02-24,ukwa,21.967,80.467,0.506,-0.247,0.231,0.44,0.05,-0.003,0.003,0.28,11.0,360,0.94,0.028,-0.015,0.0,0.0
2025-03-02,ukwa,21.967,80.467,0.521,-0.248,0.241,0.429,0.085,-0.02,0.002,0.296,11.0,360,0.941,0.015,-0.001,0.0,0.0
2025-03-08,ukwa,21.967,80.467,0.551,-0.262,0.255,0.463,0.062,0.008,-0.012,0.298,11.0,360,0.904,0.03,-0.014,0.0,0.0
2025-03-14,ukwa,21.967,80.467,0.492,-0.214,0.237,0.412,0.158,0.017,0.036,0.33,11.0,360,0.947,-0.059,0.048,0.059,0.048
2025-03-20,ukwa,21.967,80.467,0.518,-0.281,0.222,0.485,0.21,-0.033,-0.031,0.35,11.0,360,0.897,0.026,-0.067,0.0,0.0
2025-03-26,ukwa,21.967,80.467,0.527,-0.233,0.252,0.444,0.09,-0.012,0.017,0.328,11.0,360,0.882,0.009,0.048,0.0,0.048
2025-04-01,ukwa,21.967,80.467,0.542,-0.185,0.287,0.43,0.182,-0.005,0.065,0.358,11.0,360,0.919,0.015,0.048,0.0,0.048
2025-04-07,ukwa,21.967,80.467,0.499,-0.147,0.276,0.408,0.346,0.022,0.103,0.406,11.0,360,0.923,-0.043,0.038,0.043,0.038
2025-04-13,ukwa,21.967,80.467,0.528,-0.206,0.267,0.455,0.198,-0.022,0.044,0.377,11.0,360,0.938,0.029,-0.059,0.0,0.0
2025-04-19,ukwa,21.967,80.467,0.485,-0.258,0.21,0.401,0.148,-0.032,-0.008,0.372,11.0,360,0.903,-0.043,-0.052,0.043,0.0
2025-04-25,ukwa,21.967,80.467,0.475,-0.258,0.203,0.389,0.068,-0.012,-0.008,0.36,11.0,360,0.96,-0.01,0.0,0.01,0.0
2025-05-01,ukwa,21.967,80.467,0.497,-0.312,0.192,0.429,0.167,0.003,-0.062,0.392,11.0,360,0.933,0.022,-0.054,0.0,0.0
2025-05-07,ukwa,21.967,80.467,0.452,-0.299,0.167,0.398,0.222,0.025,-0.049,0.413,11.0,360,0.953,-0.045,0.013,0.045,0.013
2025-05-13,ukwa,21.967,80.467,0.463,-0.252,0.198,0.405,0.057,-0.013,-0.002,0.379,11.0,360,0.898,0.011,0.047,0.0,0.047
2025-05-19,ukwa,21.967,80.467,0.451,-0.225,0.203,0.365,0.118,-0.014,0.025,0.402,11.0,360,0.925,-0.012,0.027,0.012,0.027
2025-05-25,ukwa,21.967,80.467,0.456,-0.201,0.219,0.409,0.138,-0.004,0.049,0.414,11.0,360,0.973,0.005,0.024,0.0,0.024
2025-05-31,ukwa,21.967,80.467,0.459,-0.306,0.168,0.392,0.144,-0.001,-0.056,0.424,11.0,360,0.964,0.003,-0.105,0.0,0.0
2025-06-06,ukwa,21.967,80.467,0.542,-0.234,0.262,0.465,0.136,-0.024,0.016,0.429,11.0,360,0.893,0.083,0.072,0.0,0.072
2025-06-12,ukwa,21.967,80.467,0.497,-0.184,0.256,0.401,0.309,-0.036,0.066,0.48,11.0,360,0.916,-0.045,0.05,0.045,0.05
2025-06-18,ukwa,21.967,80.467,0.45,-0.104,0.263,0.36,0.613,-0.062,0.146,0.563,11.0,360,0.94,-0.047,0.08,0.047,0.08
2025-06-24,ukwa,21.967,80.467,0.552,-0.044,0.364,0.474,0.591,-0.019,0.206,0.565,11.0,360,0.965,0.102,0.06,0.0,0.06
2025-06-30,ukwa,21.967,80.467,0.548,0.022,0.395,0.484,0.784,-0.026,0.272,0.621,11.0,360,0.967,-0.004,0.066,0.004,0.066
2025-07-06,ukwa,21.967,80.467,0.579,0.112,0.461,0.482,0.98,-0.025,0.362,0.678,11.0,360,0.92,0.031,0.09,0.0,0.09
2025-07-12,ukwa,21.967,80.467,0.591,0.101,0.464,0.503,0.965,-0.022,0.351,0.681,11.0,360,0.944,0.012,-0.011,0.0,0.0
2025-07-18,ukwa,21.967,80.467,0.576,0.181,0.494,0.539,0.98,-0.028,0.431,0.692,11.0,360,0.956,-0.015,0.08,0.015,0.08
2025-07-24,ukwa,21.967,80.467,0.587,0.142,0.482,0.478,0.98,-0.029,0.392,0.7,11.0,360,0.917,0.011,-0.039,0.0,0.0
2025-07-30,ukwa,21.967,80.467,0.6,0.202,0.521,0.474,0.98,-0.036,0.452,0.708,11.0,360,0.931,0.013,0.06,0.0,0.06
2025-08-05,ukwa,21.967,80.467,0.55,0.183,0.477,0.443,0.98,-0.012,0.433,0.715,11.0,360,0.942,-0.05,-0.019,0.05,0.0
2025-08-11,ukwa,21.967,80.467,0.538,0.18,0.467,0.444,0.98,-0.026,0.43,0.722,11.0,360,0.979,-0.012,-0.003,0.012,0.0
2025-08-17,ukwa,21.967,80.467,0.556,0.109,0.444,0.46,0.98,-0.031,0.359,0.73,11.0,360,0.949,0.018,-0.071,0.0,0.0
2025-08-23,ukwa,21.967,80.467,0.532,0.039,0.392,0.422,0.754,-0.008,0.289,0.681,11.0,360,0.942,-0.024,-0.07,0.024,0.0
2025-08-29,ukwa,21.967,80.467,0.432,0.04,0.322,0.34,0.849,-0.031,0.29,0.712,11.0,360,0.917,-0.1,0.001,0.1,0.001
2025-09-04,ukwa,21.967,80.467,0.519,-0.084,0.321,0.459,0.463,-0.012,0.166,0.623,11.0,360,0.881,0.087,-0.124,0.0,0.0
2025-09-10,ukwa,21.967,80.467,0.437,-0.255,0.178,0.361,0.092,-0.02,-0.005,0.538,11.0,360,0.934,-0.082,-0.171,0.082,0.0
2025-09-16,ukwa,21.967,80.467,0.396,-0.237,0.159,0.297,0.084,0.013,0.013,0.544,11.0,360,0.964,-0.041,0.018,0.041,0.018
2025-09-22,ukwa,21.967,80.467,0.417,-0.287,0.148,0.346,0.28,-0.047,-0.037,0.6,11.0,360,0.954,0.021,-0.05,0.0,0.0
2025-09-28,ukwa,21.967,80.467,0.346,-0.268,0.108,0.277,0.349,-0.076,-0.018,0.625,11.0,360,0.959,-0.071,0.019,0.071,0.019
2025-10-04,ukwa,21.967,80.467,0.392,-0.208,0.17,0.321,0.129,0.006,0.042,0.577,11.0,360,0.905,0.046,0.06,0.0,0.06
2025-10-10,ukwa,21.967,80.467,0.406,-0.213,0.178,0.373,0.12,-0.007,0.037,0.582,11.0,360,0.97,0.014,-0.005,0.0,0.0
2025-10-16,ukwa,21.967,80.467,0.445,-0.188,0.218,0.379,0.343,-0.047,0.062,0.646,11.0,360,0.895,0.039,0.025,0.0,0.025
2025-10-22,ukwa,21.967,80.467,0.406,-0.181,0.194,0.341,0.296,-0.031,0.069,0.642,11.0,360,0.888,-0.039,0.007,0.039,0.007
2025-10-28,ukwa,21.967,80.467,0.389,-0.243,0.151,0.304,0.229,-0.053,0.007,0.632,11.0,360,0.915,-0.017,-0.062,0.017,0.0
2025-11-03,ukwa,21.967,80.467,0.417,-0.204,0.19,0.345,0.287,-0.043,0.046,0.654,11.0,360,0.89,0.028,0.039,0.0,0.039
2025-11-09,ukwa,21.967,80.467,0.43,-0.221,0.19,0.385,0.272,-0.05,0.029,0.658,11.0,360,0.942,0.013,-0.017,0.0,0.0
2025-11-15,ukwa,21.967,80.467,0.353,-0.27,0.112,0.306,0.266,-0.054,-0.02,0.664,11.0,360,0.957,-0.077,-0.049,0.077,0.0
2025-11-21,ukwa,21.967,80.467,0.402,-0.163,0.2,0.329,0.286,-0.017,0.087,0.676,11.0,360,0.978,0.049,0.107,0.0,0.107
2025-11-27,ukwa,21.967,80.467,0.429,-0.178,0.211,0.38,0.28,-0.025,0.072,0.683,11.0,360,0.946,0.027,-0.015,0.0,0.0
2025-12-03,ukwa,21.967,80.467,0.371,-0.284,0.118,0.294,0.393,-0.077,-0.034,0.718,11.0,360,0.924,-0.058,-0.106,0.058,0.0
2025-12-09,ukwa,21.967,80.467,0.396,-0.244,0.155,0.327,0.195,-0.045,0.006,0.676,11.0,360,0.9,0.025,0.04,0.0,0.04
2025-12-15,ukwa,21.967,80.467,0.385,-0.217,0.161,0.344,0.283,-0.05,0.033,0.706,11.0,360,0.966,-0.011,0.027,0.011,0.027
2025-12-21,ukwa,21.967,80.467,0.398,-0.283,0.137,0.363,0.25,-0.042,-0.033,0.705,11.0,360,0.953,0.013,-0.066,0.0,0.0
