date,mine_id,mine_name,planned_tonnage,actual_tonnage,ore_grade_mn,recovery_rate,crusher_utilization,fleet_availability,operating_hours,downtime_hours,rainfall_mm,shortfall_tonnes,shortfall_percentage,shortfall_event,production_trend_7d,production_trend_30d,shortfall_rate,target_deviation,rolling_downtime_7d
2025-03-23,dongri-buzurg,Dongri Buzurg Opencast,4800,3708,48.6,85.6,87.9,88.7,22.2,1.8,0.0,1092,22.8,1,4000.1,4095.6,17.18,-0.2275,10.3
2025-03-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4072,48.2,87.2,87.5,97.3,22.1,1.9,0.0,728,15.2,1,4011.7,4097.3,16.69,-0.1517,10.8
2025-03-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4011,49.7,88.5,89.9,93.0,22.7,1.3,0.0,789,16.4,1,4030.4,4094.4,16.62,-0.1644,10.5
2025-03-26,dongri-buzurg,Dongri Buzurg Opencast,4800,3800,48.1,85.3,92.9,91.9,22.7,1.3,0.0,1000,20.8,1,4009.6,4081.4,17.66,-0.2083,10.4
2025-03-27,dongri-buzurg,Dongri Buzurg Opencast,4800,3988,49.9,86.9,87.4,91.1,22.5,1.5,0.0,812,16.9,1,3956.3,4074.3,17.47,-0.1692,10.8
2025-03-28,dongri-buzurg,Dongri Buzurg Opencast,4800,3838,48.9,88.1,85.9,91.3,22.0,2.0,0.0,962,20.0,1,3914.4,4055.7,18.1,-0.2004,11.2
2025-03-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4306,49.7,88.0,94.5,94.1,23.1,0.9,0.0,494,10.3,1,3960.4,4054.8,16.15,-0.1029,10.7
2025-03-30,dongri-buzurg,Dongri Buzurg Opencast,4800,4301,48.8,87.3,92.5,95.0,23.0,1.0,0.0,499,10.4,1,4045.1,4058.6,14.71,-0.104,9.9
2025-03-31,dongri-buzurg,Dongri Buzurg Opencast,4800,4132,47.9,85.6,86.0,95.5,22.5,1.5,0.0,668,13.9,1,4053.7,4053.1,14.51,-0.1392,9.5
2025-04-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4222,48.1,85.8,92.6,94.3,23.2,0.8,0.0,578,12.0,1,4083.9,4057.3,13.88,-0.1204,9.0
2025-04-02,dongri-buzurg,Dongri Buzurg Opencast,4800,3886,48.9,85.5,93.3,90.6,22.9,1.1,0.0,914,19.0,1,4096.1,4050.8,15.16,-0.1904,8.8
2025-04-03,dongri-buzurg,Dongri Buzurg Opencast,4800,3998,47.6,87.3,85.7,93.4,22.2,1.8,0.0,802,16.7,1,4097.6,4052.3,15.55,-0.1671,9.1
2025-04-04,dongri-buzurg,Dongri Buzurg Opencast,4800,4205,48.7,87.2,93.7,92.1,23.1,0.9,0.0,595,12.4,1,4150.0,4055.0,14.76,-0.124,8.0
2025-04-05,dongri-buzurg,Dongri Buzurg Opencast,4800,2856,48.7,86.1,65.1,95.5,15.9,8.1,0.0,1944,40.5,1,3942.9,4003.5,21.2,-0.405,15.2
2025-04-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4161,48.3,85.5,89.7,95.4,22.5,1.5,0.0,639,13.3,1,3922.9,4010.2,19.22,-0.1331,15.7
2025-04-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4039,49.2,86.0,89.5,93.2,22.1,1.9,0.0,761,15.9,1,3909.6,4016.9,18.39,-0.1585,16.1
2025-04-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4033,49.1,86.3,91.4,96.9,22.2,1.8,0.0,767,16.0,1,3882.6,4010.1,17.79,-0.1598,17.1
2025-04-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4223,48.4,85.4,96.2,97.2,23.2,0.8,0.0,577,12.0,1,3930.7,4006.7,16.34,-0.1202,16.8
2025-04-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4244,48.9,86.7,88.1,99.0,22.2,1.8,0.0,556,11.6,1,3965.9,4007.1,15.16,-0.1158,16.8
2025-04-11,dongri-buzurg,Dongri Buzurg Opencast,4800,3949,48.1,85.2,86.3,92.9,22.3,1.7,0.0,851,17.7,1,3929.3,4011.9,15.79,-0.1773,17.6
2025-04-12,dongri-buzurg,Dongri Buzurg Opencast,4800,4333,48.2,86.6,88.8,95.8,23.0,1.0,0.0,467,9.7,0,4140.3,4021.2,14.27,-0.0973,10.5
2025-04-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4189,47.7,86.8,86.7,95.8,22.1,1.9,0.0,611,12.7,1,4144.3,4027.0,13.88,-0.1273,10.9
2025-04-14,dongri-buzurg,Dongri Buzurg Opencast,4800,4124,48.8,87.1,89.8,97.0,22.3,1.7,0.0,676,14.1,1,4156.4,4037.1,13.93,-0.1408,10.7
2025-04-15,dongri-buzurg,Dongri Buzurg Opencast,4800,4023,48.5,86.5,91.1,95.1,22.7,1.3,0.0,777,16.2,1,4155.0,4031.1,14.5,-0.1619,10.2
2025-04-16,dongri-buzurg,Dongri Buzurg Opencast,4800,4318,49.1,87.1,95.7,97.6,23.1,0.9,0.0,482,10.0,1,4168.6,4042.0,13.38,-0.1004,10.3
2025-04-17,dongri-buzurg,Dongri Buzurg Opencast,4800,4307,47.9,86.3,90.1,99.0,23.2,0.8,0.0,493,10.3,1,4177.6,4056.3,12.61,-0.1027,9.3
2025-04-18,dongri-buzurg,Dongri Buzurg Opencast,4800,4202,49.0,87.3,92.0,99.0,22.7,1.3,0.0,598,12.5,1,4213.7,4064.8,12.58,-0.1246,8.9
2025-04-19,dongri-buzurg,Dongri Buzurg Opencast,4800,4092,48.8,87.7,93.7,94.7,22.9,1.1,0.0,708,14.8,1,4179.3,4055.8,13.13,-0.1475,9.0
2025-04-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4079,47.9,86.1,85.9,96.7,22.4,1.6,0.0,721,15.0,1,4163.6,4054.1,13.6,-0.1502,8.7
2025-04-21,dongri-buzurg,Dongri Buzurg Opencast,4800,3992,48.4,85.5,88.4,94.5,22.6,1.4,0.0,808,16.8,1,4144.7,4054.4,14.4,-0.1683,8.4
2025-04-22,dongri-buzurg,Dongri Buzurg Opencast,4800,4188,48.7,86.7,89.7,93.9,22.5,1.5,0.0,612,12.8,1,4168.3,4070.4,14.0,-0.1275,8.6
2025-04-23,dongri-buzurg,Dongri Buzurg Opencast,4800,4075,48.7,87.1,91.9,94.9,23.1,0.9,0.0,725,15.1,1,4133.6,4070.5,14.28,-0.151,8.6
2025-04-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4169,49.1,88.4,89.7,93.6,23.1,0.9,0.0,631,13.1,1,4113.9,4075.7,13.98,-0.1315,8.7
2025-04-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4153,48.6,87.2,95.7,93.8,23.1,0.9,0.0,647,13.5,1,4106.9,4087.5,13.86,-0.1348,8.3
2025-04-26,dongri-buzurg,Dongri Buzurg Opencast,4800,4040,47.3,87.0,85.3,91.7,22.2,1.8,0.0,760,15.8,1,4099.4,4089.2,14.35,-0.1583,9.0
2025-04-27,dongri-buzurg,Dongri Buzurg Opencast,4800,4020,47.9,85.3,93.9,94.8,23.1,0.9,0.0,780,16.2,1,4091.0,4095.3,14.81,-0.1625,8.3
2025-04-28,dongri-buzurg,Dongri Buzurg Opencast,4800,4378,48.6,87.8,96.5,93.8,23.3,0.7,0.0,422,8.8,0,4146.1,4097.7,13.31,-0.0879,7.6
2025-04-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4254,49.4,85.7,91.1,98.3,22.2,1.8,0.0,546,11.4,1,4155.6,4096.1,12.83,-0.1138,7.9
2025-04-30,dongri-buzurg,Dongri Buzurg Opencast,4800,4011,47.9,86.5,90.9,95.2,22.2,1.8,0.0,789,16.4,1,4146.4,4092.1,13.72,-0.1644,8.8
2025-05-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4198,48.2,86.3,91.6,92.5,23.3,0.7,0.0,602,12.5,1,4150.6,4091.3,13.42,-0.1254,8.6
2025-05-02,dongri-buzurg,Dongri Buzurg Opencast,4800,3973,48.0,86.6,92.5,92.8,22.5,1.5,0.0,827,17.2,1,4124.9,4094.2,14.36,-0.1723,9.2
2025-05-03,dongri-buzurg,Dongri Buzurg Opencast,4800,4172,48.4,87.8,88.6,95.2,23.1,0.9,0.0,628,13.1,1,4143.7,4100.0,14.05,-0.1308,8.3
2025-05-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3949,48.3,84.9,91.0,96.0,22.1,1.9,0.0,851,17.7,1,4133.6,4091.5,14.96,-0.1773,9.3
2025-05-05,dongri-buzurg,Dongri Buzurg Opencast,4800,4263,48.3,85.1,90.8,95.7,23.0,1.0,0.0,537,11.2,1,4117.1,4138.4,14.02,-0.1119,9.6
2025-05-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4134,48.4,87.0,87.7,94.2,22.6,1.4,0.0,666,13.9,1,4100.0,4137.5,13.99,-0.1388,9.2
2025-05-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4010,44.0,84.9,92.3,93.7,23.3,0.7,0.0,790,16.5,1,4099.9,4136.5,14.62,-0.1646,8.1
2025-05-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4479,49.5,87.5,91.1,98.0,23.1,0.9,0.0,321,6.7,0,4140.0,4151.4,12.64,-0.0669,8.3
2025-05-09,dongri-buzurg,Dongri Buzurg Opencast,4800,4059,48.3,85.8,88.6,97.1,22.8,1.2,0.0,741,15.4,1,4152.3,4145.9,13.33,-0.1544,8.0
2025-05-10,dongri-buzurg,Dongri Buzurg Opencast,4800,4136,47.7,86.4,95.4,97.0,23.0,1.0,0.0,664,13.8,1,4147.1,4142.3,13.45,-0.1383,8.1
2025-05-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4401,47.9,86.7,95.5,96.5,23.1,0.9,0.0,399,8.3,0,4211.7,4157.4,12.16,-0.0831,7.1
2025-05-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3979,48.7,85.5,90.4,94.9,22.1,1.9,0.0,821,17.1,1,4171.1,4145.6,13.39,-0.171,8.0
2025-05-13,dongri-buzurg,Dongri Buzurg Opencast,4800,4488,48.4,86.8,95.3,99.0,23.2,0.8,0.0,312,6.5,0,4221.7,4155.5,11.67,-0.065,7.4
2025-05-14,dongri-buzurg,Dongri Buzurg Opencast,4800,4088,49.1,88.2,86.2,96.5,22.1,1.9,0.0,712,14.8,1,4232.9,4154.3,12.45,-0.1483,8.6
2025-05-15,dongri-buzurg,Dongri Buzurg Opencast,4800,4400,48.4,86.9,90.7,95.6,23.2,0.8,0.0,400,8.3,0,4221.6,4166.9,11.42,-0.0833,8.5
2025-05-16,dongri-buzurg,Dongri Buzurg Opencast,4800,4287,48.6,85.8,92.2,97.0,22.8,1.2,0.0,513,10.7,1,4254.1,4165.9,11.24,-0.1069,8.5
2025-05-17,dongri-buzurg,Dongri Buzurg Opencast,4800,4226,49.2,85.6,88.2,97.1,22.8,1.2,0.0,574,12.0,1,4267.0,4163.2,11.43,-0.1196,8.7
2025-05-18,dongri-buzurg,Dongri Buzurg Opencast,4800,4045,48.2,86.6,86.2,93.6,22.3,1.7,0.0,755,15.7,1,4216.1,4157.9,12.5,-0.1573,9.5
2025-05-19,dongri-buzurg,Dongri Buzurg Opencast,4800,4013,47.8,85.3,90.5,94.7,22.4,1.6,0.0,787,16.4,1,4221.0,4155.3,13.47,-0.164,9.2
2025-05-20,dongri-buzurg,Dongri Buzurg Opencast,4800,4219,47.6,84.6,90.3,96.2,23.1,0.9,0.0,581,12.1,1,4182.6,4160.0,13.13,-0.121,9.3
2025-05-21,dongri-buzurg,Dongri Buzurg Opencast,4800,4051,48.5,85.9,91.6,94.8,22.9,1.1,0.0,749,15.6,1,4177.3,4161.9,13.75,-0.156,8.5
2025-05-22,dongri-buzurg,Dongri Buzurg Opencast,4800,3060,49.1,86.7,68.4,97.4,16.8,7.2,0.0,1740,36.2,1,3985.9,4124.3,19.36,-0.3625,14.9
2025-05-23,dongri-buzurg,Dongri Buzurg Opencast,4800,3980,47.4,85.4,88.3,96.2,22.6,1.4,0.0,820,17.1,1,3942.0,4121.2,18.79,-0.1708,15.1
2025-05-24,dongri-buzurg,Dongri Buzurg Opencast,4800,4343,48.7,86.9,94.5,97.2,23.3,0.7,0.0,457,9.5,0,3958.7,4127.0,16.47,-0.0952,14.6
2025-05-25,dongri-buzurg,Dongri Buzurg Opencast,4800,4170,48.6,85.5,88.9,98.1,23.0,1.0,0.0,630,13.1,1,3976.6,4127.5,15.63,-0.1312,13.9
2025-05-26,dongri-buzurg,Dongri Buzurg Opencast,4800,4211,49.8,88.2,91.4,94.6,23.3,0.7,0.0,589,12.3,1,4004.9,4133.2,14.8,-0.1227,13.0
2025-05-27,dongri-buzurg,Dongri Buzurg Opencast,4800,4390,48.7,86.8,91.4,96.4,23.0,1.0,0.0,410,8.5,0,4029.3,4145.6,13.22,-0.0854,13.1
2025-05-28,dongri-buzurg,Dongri Buzurg Opencast,4800,4136,48.1,86.9,87.9,97.2,22.1,1.9,0.0,664,13.8,1,4041.4,4137.5,13.37,-0.1383,13.9
2025-05-29,dongri-buzurg,Dongri Buzurg Opencast,4800,4167,49.4,85.6,92.8,95.9,22.6,1.4,0.0,633,13.2,1,4199.6,4134.6,13.32,-0.1319,8.1
2025-05-30,dongri-buzurg,Dongri Buzurg Opencast,4800,3930,48.8,86.3,88.6,91.3,22.4,1.6,0.0,870,18.1,1,4192.4,4131.9,14.52,-0.1812,8.3
2025-05-31,dongri-buzurg,Dongri Buzurg Opencast,4800,3859,47.7,85.1,91.9,92.4,22.7,1.3,0.0,941,19.6,1,4123.3,4120.6,15.79,-0.196,8.9
2025-06-01,dongri-buzurg,Dongri Buzurg Opencast,4800,4068,47.5,85.7,89.7,95.2,22.8,1.2,0.0,732,15.2,1,4108.7,4123.8,15.64,-0.1525,9.1
2025-06-02,dongri-buzurg,Dongri Buzurg Opencast,4800,4040,49.2,88.3,88.1,93.8,22.1,1.9,0.0,760,15.8,1,4084.3,4119.4,15.68,-0.1583,10.3
2025-06-03,dongri-buzurg,Dongri Buzurg Opencast,4800,3838,49.5,87.1,92.0,92.9,22.1,1.9,0.0,962,20.0,1,4005.4,4115.7,16.76,-0.2004,11.2
2025-06-04,dongri-buzurg,Dongri Buzurg Opencast,4800,4048,48.4,86.7,89.7,95.9,22.7,1.3,0.0,752,15.7,1,3992.9,4108.5,16.5,-0.1567,10.6
2025-06-05,dongri-buzurg,Dongri Buzurg Opencast,4800,3710,48.5,85.7,90.6,91.0,22.2,1.8,0.0,1090,22.7,1,3927.6,4094.4,18.05,-0.2271,11.0
2025-06-06,dongri-buzurg,Dongri Buzurg Opencast,4800,4106,49.2,87.6,96.8,91.5,23.3,0.7,0.0,694,14.5,1,3952.7,4097.6,17.16,-0.1446,10.1
2025-06-07,dongri-buzurg,Dongri Buzurg Opencast,4800,4002,47.4,86.4,90.4,94.5,22.8,1.2,0.0,798,16.6,1,3973.1,4081.7,17.02,-0.1662,10.0
2025-06-08,dongri-buzurg,Dongri Buzurg Opencast,4800,4250,48.7,86.0,91.4,97.0,23.4,0.6,0.0,550,11.5,1,3999.1,4088.0,15.64,-0.1146,9.4
2025-06-09,dongri-buzurg,Dongri Buzurg Opencast,4800,3421,46.8,86.0,84.0,84.4,20.7,3.3,27.6,1379,28.7,1,3910.7,4064.2,18.91,-0.2873,10.8
2025-06-10,dongri-buzurg,Dongri Buzurg Opencast,4800,3657,48.0,85.1,86.0,89.2,21.7,2.3,14.5,1143,23.8,1,3884.9,4039.4,20.13,-0.2381,11.2
2025-06-11,dongri-buzurg,Dongri Buzurg Opencast,4800,4081,48.7,86.1,92.3,93.3,22.3,1.7,5.3,719,15.0,1,3889.6,4042.8,18.85,-0.1498,11.6
2025-06-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3904,48.7,85.4,88.0,93.6,21.9,2.1,6.8,896,18.7,1,3917.3,4023.3,18.81,-0.1867,11.9
2025-06-13,dongri-buzurg,Dongri Buzurg Opencast,4800,3185,48.1,85.7,78.5,84.0,20.3,3.7,30.5,1615,33.6,1,3785.7,3993.2,22.51,-0.3365,14.9
2025-06-14,dongri-buzurg,Dongri Buzurg Opencast,4800,3436,48.4,86.5,84.7,85.7,21.5,2.5,27.0,1364,28.4,1,3704.9,3961.1,23.98,-0.2842,16.2
2025-06-15,dongri-buzurg,Dongri Buzurg Opencast,4800,3847,48.3,86.6,86.8,89.7,22.3,1.7,15.6,953,19.9,1,3647.3,3946.4,22.96,-0.1985,17.3
2025-06-16,dongri-buzurg,Dongri Buzurg Opencast,4800,3084,48.4,85.5,81.5,81.3,20.6,3.4,46.9,1716,35.8,1,3599.1,3908.4,26.17,-0.3575,17.4
2025-06-17,dongri-buzurg,Dongri Buzurg Opencast,4800,3233,49.4,87.5,81.1,82.4,20.0,4.0,35.2,1567,32.6,1,3538.6,3881.3,27.78,-0.3265,19.1
2025-06-18,dongri-buzurg,Dongri Buzurg Opencast,4800,3412,47.9,84.7,86.1,84.3,21.4,2.6,33.1,1388,28.9,1,3443.0,3861.3,28.06,-0.2892,20.0
2025-06-19,dongri-buzurg,Dongri Buzurg Opencast,4800,3722,48.6,85.5,87.4,92.4,21.8,2.2,8.7,1078,22.5,1,3417.0,3844.7,26.67,-0.2246,20.1
2025-06-20,dongri-buzurg,Dongri Buzurg Opencast,4800,2931,48.0,87.5,77.7,78.8,19.5,4.5,51.0,1869,38.9,1,3380.7,3807.4,29.73,-0.3894,20.9
2025-06-21,dongri-buzurg,Dongri Buzurg Opencast,4800,3271,47.9,85.9,84.5,82.2,20.4,3.6,41.7,1529,31.9,1,3357.1,3814.4,30.27,-0.3185,22.0
2025-06-22,dongri-buzurg,Dongri Buzurg Opencast,4800,3429,48.6,88.0,81.5,83.2,20.9,3.1,32.2,1371,28.6,1,3297.4,3796.0,29.85,-0.2856,23.4
2025-06-23,dongri-buzurg,Dongri Buzurg Opencast,4800,3635,48.7,86.4,85.2,87.1,21.4,2.6,24.6,1165,24.3,1,3376.1,3772.4,28.46,-0.2427,22.6
2025-06-24,dongri-buzurg,Dongri Buzurg Opencast,4800,3010,46.9,84.9,78.1,80.2,20.6,3.4,39.4,1790,37.3,1,3344.3,3733.8,30.67,-0.3729,22.0
2025-06-25,dongri-buzurg,Dongri Buzurg Opencast,4800,3591,48.4,85.5,84.2,90.1,21.0,3.0,27.6,1209,25.2,1,3369.9,3713.1,29.3,-0.2519,22.4
2025-06-26,dongri-buzurg,Dongri Buzurg Opencast,4800,3277,48.8,85.6,82.9,84.4,20.8,3.2,37.9,1523,31.7,1,3306.3,3676.0,29.9,-0.3173,23.4
2025-06-27,dongri-buzurg,Dongri Buzurg Opencast,4800,3618,48.1,86.8,83.3,87.5,20.9,3.1,24.6,1182,24.6,1,3404.4,3658.7,28.58,-0.2462,22.0
2025-06-28,dongri-buzurg,Dongri Buzurg Opencast,4800,3787,48.7,86.7,84.1,88.9,21.9,2.1,21.6,1013,21.1,1,3478.1,3646.1,26.71,-0.211,20.5
2025-06-29,dongri-buzurg,Dongri Buzurg Opencast,4800,3242,48.4,86.1,86.4,82.3,20.8,3.2,40.8,1558,32.5,1,3451.4,3623.1,28.16,-0.3246,20.6
2025-06-30,dongri-buzurg,Dongri Buzurg Opencast,4800,3884,48.7,86.7,87.8,92.4,22.1,1.9,12.8,916,19.1,1,3487.0,3624.0,25.89,-0.1908,19.9
2025-07-01,dongri-buzurg,Dongri Buzurg Opencast,4800,2253,47.5,84.5,69.3,70.3,17.6,6.4,74.3,2547,53.1,1,3378.9,3563.5,32.69,-0.5306,22.9
2025-07-02,dongri-buzurg,Dongri Buzurg Opencast,4800,3518,47.9,87.5,80.8,84.9,21.3,2.7,27.1,1282,26.7,1,3368.4,3546.1,31.2,-0.2671,22.6
2025-07-03,dongri-buzurg,Dongri Buzurg Opencast,4800,2826,48.4,86.2,81.8,72.8,19.8,4.2,53.7,1974,41.1,1,3304.0,3512.3,33.67,-0.4112,23.6
2025-07-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3171,48.8,86.8,82.5,80.3,20.3,3.7,52.8,1629,33.9,1,3240.1,3483.1,33.73,-0.3394,24.2
2025-07-05,dongri-buzurg,Dongri Buzurg Opencast,4800,2974,50.0,88.2,81.6,76.4,19.9,4.1,50.4,1826,38.0,1,3124.0,3458.6,34.8,-0.3804,26.2
2025-07-06,dongri-buzurg,Dongri Buzurg Opencast,4800,3163,48.5,85.7,81.2,84.6,20.2,3.8,39.5,1637,34.1,1,3112.7,3427.1,34.62,-0.341,26.8
2025-07-07,dongri-buzurg,Dongri Buzurg Opencast,4800,3835,48.7,87.1,87.0,89.4,21.8,2.2,9.3,965,20.1,1,3105.7,3421.6,30.99,-0.201,27.1
2025-07-08,dongri-buzurg,Dongri Buzurg Opencast,4800,1278,47.6,85.5,42.8,65.6,10.3,13.7,105.1,3522,73.4,1,2966.4,3322.5,41.59,-0.7338,34.4
2025-07-09,dongri-buzurg,Dongri Buzurg Opencast,4800,2703,44.9,84.1,76.0,77.4,18.5,5.5,62.4,2097,43.7,1,2850.0,3298.6,42.12,-0.4369,37.2
2025-07-10,dongri-buzurg,Dongri Buzurg Opencast,4800,3158,48.0,87.0,75.6,80.3,19.8,4.2,51.8,1642,34.2,1,2897.4,3281.9,40.14,-0.3421,37.2
2025-07-11,dongri-buzurg,Dongri Buzurg Opencast,4800,2607,49.7,87.9,73.3,72.5,18.2,5.8,77.7,2193,45.7,1,2816.9,3232.8,41.53,-0.4569,39.3
2025-07-12,dongri-buzurg,Dongri Buzurg Opencast,4800,2909,48.2,86.3,79.1,78.8,19.6,4.4,56.8,1891,39.4,1,2807.6,3199.6,41.0,-0.394,39.6
2025-07-13,dongri-buzurg,Dongri Buzurg Opencast,4800,3506,48.7,87.4,84.8,84.5,21.2,2.8,28.8,1294,27.0,1,2856.6,3210.3,37.5,-0.2696,38.6
2025-07-14,dongri-buzurg,Dongri Buzurg Opencast,4800,2992,48.6,86.3,80.7,79.1,19.5,4.5,49.9,1808,37.7,1,2736.1,3195.5,37.55,-0.3767,40.9
2025-07-15,dongri-buzurg,Dongri Buzurg Opencast,4800,2434,48.2,85.0,71.3,74.2,18.0,6.0,70.6,2366,49.3,1,2901.3,3148.4,40.49,-0.4929,33.2
2025-07-16,dongri-buzurg,Dongri Buzurg Opencast,4800,3351,47.6,86.6,84.0,87.4,20.4,3.6,37.8,1449,30.2,1,2993.9,3157.3,37.91,-0.3019,31.3
2025-07-17,dongri-buzurg,Dongri Buzurg Opencast,4800,3300,48.7,85.3,84.6,81.6,21.0,3.0,35.7,1500,31.2,1,3014.1,3159.6,36.24,-0.3125,30.1
2025-07-18,dongri-buzurg,Dongri Buzurg Opencast,4800,3171,48.2,85.5,80.1,81.0,20.2,3.8,48.4,1629,33.9,1,3094.7,3151.5,35.65,-0.3394,28.1
2025-07-19,dongri-buzurg,Dongri Buzurg Opencast,4800,3484,47.5,85.3,86.2,87.2,20.8,3.2,37.0,1316,27.4,1,3176.9,3143.6,33.59,-0.2742,26.9
2025-07-20,dongri-buzurg,Dongri Buzurg Opencast,4800,3666,49.0,86.2,83.4,86.9,21.4,2.6,23.5,1134,23.6,1,3199.7,3168.1,31.09,-0.2362,26.7
2025-07-21,dongri-buzurg,Dongri Buzurg Opencast,4800,2239,48.8,87.4,69.6,68.3,17.0,7.0,85.2,2561,53.4,1,3092.1,3133.7,36.67,-0.5335,29.2
2025-07-22,dongri-buzurg,Dongri Buzurg Opencast,4800,1606,48.6,86.5,52.9,62.4,13.9,10.1,145.3,3194,66.5,1,2973.9,3072.9,44.13,-0.6654,33.3
2025-07-23,dongri-buzurg,Dongri Buzurg Opencast,4800,2858,47.8,86.2,79.7,76.6,20.1,3.9,51.5,1942,40.5,1,2903.4,3047.0,43.22,-0.4046,33.6
2025-07-24,dongri-buzurg,Dongri Buzurg Opencast,4800,3741,48.9,85.8,84.6,88.8,21.8,2.2,25.9,1059,22.1,1,2966.4,3071.4,37.94,-0.2206,32.8
2025-07-25,dongri-buzurg,Dongri Buzurg Opencast,4800,2719,49.5,88.5,72.3,74.0,18.6,5.4,67.8,2081,43.4,1,2901.9,3042.3,39.3,-0.4335,34.4
2025-07-26,dongri-buzurg,Dongri Buzurg Opencast,4800,3908,48.2,85.7,92.7,89.8,22.5,1.5,2.9,892,18.6,1,2962.4,3063.4,34.13,-0.1858,32.7
2025-07-27,dongri-buzurg,Dongri Buzurg Opencast,4800,4178,48.8,88.0,86.0,99.0,22.3,1.7,3.6,622,13.0,1,3035.6,3082.0,28.85,-0.1296,31.8
2025-07-28,dongri-buzurg,Dongri Buzurg Opencast,4800,1880,48.3,85.1,64.4,61.2,16.2,7.8,115.3,2920,60.8,1,2984.3,3018.5,36.83,-0.6083,32.6
2025-07-29,dongri-buzurg,Dongri Buzurg Opencast,4800,2435,47.7,84.5,71.5,74.9,17.7,6.3,79.0,2365,49.3,1,3102.7,2991.6,39.95,-0.4927,28.8
2025-07-30,dongri-buzurg,Dongri Buzurg Opencast,4800,1709,49.1,85.4,53.9,63.1,14.8,9.2,123.4,3091,64.4,1,2938.6,2919.1,46.06,-0.644,34.1
2025-07-31,dongri-buzurg,Dongri Buzurg Opencast,4800,2787,48.2,86.7,72.7,76.0,18.7,5.3,77.4,2013,41.9,1,2802.3,2936.9,45.02,-0.4194,37.2
2025-08-01,dongri-buzurg,Dongri Buzurg Opencast,4800,2975,48.5,85.2,78.7,79.0,19.8,4.2,51.3,1825,38.0,1,2838.9,2918.8,43.27,-0.3802,36.0
2025-08-02,dongri-buzurg,Dongri Buzurg Opencast,4800,2476,47.2,85.2,72.5,71.8,18.1,5.9,65.6,2324,48.4,1,2634.3,2907.1,44.55,-0.4842,40.4
2025-08-03,dongri-buzurg,Dongri Buzurg Opencast,4800,3290,47.8,87.5,81.4,81.2,20.8,3.2,41.1,1510,31.5,1,2507.4,2911.1,41.29,-0.3146,41.9
2025-08-04,dongri-buzurg,Dongri Buzurg Opencast,4800,3705,48.2,85.3,85.1,87.0,22.0,2.0,8.8,1095,22.8,1,2768.1,2935.4,36.67,-0.2281,36.1
2025-08-05,dongri-buzurg,Dongri Buzurg Opencast,4800,3837,48.6,85.6,86.9,88.1,22.6,1.4,12.4,963,20.1,1,2968.4,2957.9,32.52,-0.2006,31.2
2025-08-06,dongri-buzurg,Dongri Buzurg Opencast,4800,3923,47.7,87.0,89.4,91.1,22.9,1.1,7.0,877,18.3,1,3284.7,2960.8,28.97,-0.1827,23.1
2025-08-07,dongri-buzurg,Dongri Buzurg Opencast,4800,3016,48.7,86.4,80.9,79.2,19.5,4.5,66.7,1784,37.2,1,3317.4,3018.8,31.03,-0.3717,22.3
2025-08-08,dongri-buzurg,Dongri Buzurg Opencast,4800,3705,48.9,86.5,91.5,86.6,22.0,2.0,18.1,1095,22.8,1,3421.7,3052.2,28.97,-0.2281,20.1
2025-08-09,dongri-buzurg,Dongri Buzurg Opencast,4800,1770,47.8,85.6,64.0,58.5,15.6,8.4,127.8,3030,63.1,1,3320.9,3005.9,37.5,-0.6312,22.6
2025-08-10,dongri-buzurg,Dongri Buzurg Opencast,4800,3139,49.6,86.3,77.2,80.7,20.1,3.9,54.6,1661,34.6,1,3299.3,3023.6,36.78,-0.346,23.3
2025-08-11,dongri-buzurg,Dongri Buzurg Opencast,4800,1777,49.0,85.4,62.9,62.0,15.7,8.3,113.8,3023,63.0,1,3023.9,2985.9,43.33,-0.6298,29.6
2025-08-12,dongri-buzurg,Dongri Buzurg Opencast,4800,3823,49.0,87.7,90.6,91.1,22.2,1.8,16.5,977,20.4,1,3021.9,2996.5,37.6,-0.2035,30.0
