mine_id,sample_id,latitude,longitude,depth_m,lithology,mn_grade,assay_confidence,lineament_distance,terrain_score,spectral_signal,prospectivity_label,depth_zone,grade_anomaly,lineament_proximity_score
balaghat,EXP-BAL-0091,21.78524,80.19073,115,Quartzite Schist,28.5,0.81,1612.2,0.81,0.434,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.2,0.194
tirodi,EXP-TIR-0066,21.67753,79.7045,305,Basement Gneiss,23.6,0.72,1305.3,0.7,0.355,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-4.3,0.347
balaghat,EXP-BAL-0065,21.80268,80.17787,208,Mansar Gondite Horizon,38.6,0.91,898.1,0.92,0.667,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,6.9,0.551
gumgaon,EXP-GUM-0086,21.39105,79.00462,290,Basement Gneiss,27.8,0.73,30.1,0.86,0.519,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.4,0.985
ukwa,EXP-UKW-0023,21.95984,80.45969,285,Basement Gneiss,24.2,0.76,1488.8,0.95,0.325,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.3,0.256
dongri-buzurg,EXP-DON-0096,21.53686,79.70776,48,Mansar Gondite Horizon,47.8,0.96,198.9,0.85,0.946,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,15.9,0.901
ukwa,EXP-UKW-0035,21.97817,80.46878,288,Basement Gneiss,23.8,0.73,1409.5,0.81,0.364,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.7,0.295
tirodi,EXP-TIR-0053,21.6736,79.71387,173,Basement Gneiss,26.7,0.78,851.0,0.87,0.467,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-1.2,0.574
balaghat,EXP-BAL-0033,21.79422,80.17945,293,Basement Gneiss,22.4,0.76,1686.6,0.83,0.307,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-9.3,0.157
gumgaon,EXP-GUM-0066,21.36696,79.01362,154,Mansar Gondite Horizon,39.0,0.94,48.2,0.66,0.899,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,9.8,0.976
dongri-buzurg,EXP-DON-0042,21.52267,79.71728,301,Basement Gneiss,26.9,0.73,870.3,0.85,0.412,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.0,0.565
dongri-buzurg,EXP-DON-0001,21.52373,79.73872,65,Mansar Gondite Horizon,46.7,0.97,515.3,0.7,0.941,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,14.8,0.742
balaghat,EXP-BAL-0076,21.8285,80.18483,128,Quartzite Schist,35.3,0.84,829.1,0.68,0.596,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.6,0.585
ukwa,EXP-UKW-0091,21.98866,80.45527,217,Basement Gneiss,25.6,0.77,1290.4,0.93,0.346,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-5.9,0.355
ukwa,EXP-UKW-0025,21.95169,80.48494,238,Basement Gneiss,29.1,0.74,5.3,0.9,0.518,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.4,0.997
tirodi,EXP-TIR-0024,21.67812,79.69397,86,Mansar Gondite Horizon,37.3,0.99,440.2,0.74,0.894,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,9.4,0.78
gumgaon,EXP-GUM-0004,21.39166,79.03457,214,Basement Gneiss,25.8,0.75,1083.2,0.73,0.435,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.4,0.458
ukwa,EXP-UKW-0019,21.96413,80.47447,319,Basement Gneiss,25.6,0.73,390.4,0.66,0.452,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.9,0.805
dongri-buzurg,EXP-DON-0062,21.51976,79.72898,141,Basement Gneiss,33.8,0.76,81.8,0.97,0.565,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.9,0.959
ukwa,EXP-UKW-0065,21.95183,80.47887,115,Mansar Gondite Horizon,42.8,0.99,555.8,0.8,0.907,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.3,0.722
gumgaon,EXP-GUM-0031,21.39801,78.99386,193,Basement Gneiss,30.7,0.8,279.1,0.83,0.57,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.5,0.86
gumgaon,EXP-GUM-0034,21.37577,79.02141,162,Mansar Gondite Horizon,36.9,0.93,130.9,0.66,0.837,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,7.7,0.935
tirodi,EXP-TIR-0046,21.66613,79.72297,26,Basement Gneiss,26.5,0.77,815.2,0.75,0.537,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,-1.4,0.592
dongri-buzurg,EXP-DON-0023,21.52678,79.71002,30,Mansar Gondite Horizon,38.6,0.91,1103.7,0.83,0.639,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,6.7,0.448
balaghat,EXP-BAL-0064,21.82456,80.16247,113,Basement Gneiss,33.5,0.79,67.3,0.74,0.694,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.8,0.966
gumgaon,EXP-GUM-0078,21.3798,79.03275,192,Basement Gneiss,26.4,0.8,1394.3,0.91,0.496,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-2.8,0.303
ukwa,EXP-UKW-0067,21.95347,80.46546,109,Mansar Gondite Horizon,38.0,0.97,1648.8,0.91,0.724,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,6.5,0.176
dongri-buzurg,EXP-DON-0073,21.54452,79.73298,50,Mansar Gondite Horizon,41.9,0.97,1246.6,0.91,0.758,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,10.0,0.377
tirodi,EXP-TIR-0019,21.7124,79.7037,241,Basement Gneiss,24.1,0.74,690.1,0.66,0.432,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-3.8,0.655
dongri-buzurg,EXP-DON-0045,21.56239,79.74279,338,Basement Gneiss,26.5,0.75,561.8,0.9,0.436,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.4,0.719
gumgaon,EXP-GUM-0088,21.39214,79.02171,186,Quartzite Schist,26.8,0.82,1715.2,0.66,0.46,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-2.4,0.142
tirodi,EXP-TIR-0031,21.68856,79.70562,206,Basement Gneiss,27.0,0.75,26.1,0.9,0.551,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-0.9,0.987
tirodi,EXP-TIR-0098,21.67849,79.6955,299,Basement Gneiss,27.1,0.74,253.0,0.73,0.514,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-0.8,0.874
ukwa,EXP-UKW-0043,21.98652,80.4795,311,Basement Gneiss,24.4,0.76,1554.2,0.87,0.354,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-7.1,0.223
dongri-buzurg,EXP-DON-0039,21.56188,79.7456,267,Basement Gneiss,24.9,0.73,773.3,0.89,0.374,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.0,0.613
gumgaon,EXP-GUM-0007,21.38933,78.9954,257,Basement Gneiss,24.8,0.72,1096.3,0.68,0.38,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.4,0.452
balaghat,EXP-BAL-0086,21.79765,80.1925,204,Mansar Gondite Horizon,43.4,0.91,66.8,0.68,0.801,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.7,0.967
tirodi,EXP-TIR-0034,21.68684,79.71539,252,Basement Gneiss,25.4,0.73,763.2,0.75,0.402,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-2.5,0.618
balaghat,EXP-BAL-0014,21.79196,80.18072,262,Basement Gneiss,30.5,0.77,17.1,0.96,0.521,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.2,0.991
tirodi,EXP-TIR-0022,21.70434,79.7302,115,Mansar Gondite Horizon,36.9,0.94,512.3,0.78,0.844,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,9.0,0.744
ukwa,EXP-UKW-0031,21.97711,80.45058,182,Basement Gneiss,30.6,0.8,437.5,0.86,0.594,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-0.9,0.781
tirodi,EXP-TIR-0035,21.70322,79.69494,91,Mansar Gondite Horizon,38.3,0.99,638.7,0.65,0.871,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,10.4,0.681
ukwa,EXP-UKW-0005,21.95227,80.46615,109,Mansar Gondite Horizon,37.2,0.98,1716.0,0.97,0.803,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,5.7,0.142
ukwa,EXP-UKW-0095,21.96434,80.46708,102,Mansar Gondite Horizon,42.5,0.98,288.5,0.9,0.95,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,11.0,0.856
gumgaon,EXP-GUM-0098,21.36575,78.99169,311,Basement Gneiss,26.9,0.74,466.3,0.94,0.487,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.3,0.767
ukwa,EXP-UKW-0026,21.97253,80.45002,237,Basement Gneiss,24.2,0.73,999.7,0.73,0.419,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.3,0.5
ukwa,EXP-UKW-0048,21.97673,80.45294,212,Basement Gneiss,27.3,0.76,255.8,0.92,0.527,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-4.2,0.872
ukwa,EXP-UKW-0011,21.94242,80.46368,54,Basement Gneiss,29.0,0.8,1244.3,0.79,0.513,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-2.5,0.378
balaghat,EXP-BAL-0039,21.818,80.17099,221,Quartzite Schist,39.7,0.87,148.6,0.86,0.789,HIGH PROSPECT (UNFC-111 Proved),Zone-3_Breccia,8.0,0.926
ukwa,EXP-UKW-0054,21.97472,80.4536,29,Basement Gneiss,30.0,0.74,416.3,0.9,0.521,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,-1.5,0.792
balaghat,EXP-BAL-0018,21.81465,80.17838,331,Basement Gneiss,27.6,0.72,479.0,0.74,0.399,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-4.1,0.76
dongri-buzurg,EXP-DON-0016,21.52341,79.7364,81,Mansar Gondite Horizon,45.1,0.95,772.6,0.68,0.801,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,13.2,0.614
ukwa,EXP-UKW-0075,21.96007,80.48499,153,Mansar Gondite Horizon,33.2,0.87,939.8,0.9,0.669,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.7,0.53
ukwa,EXP-UKW-0069,21.95253,80.48245,71,Quartzite Schist,36.3,0.85,138.8,0.7,0.758,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,4.8,0.931
ukwa,EXP-UKW-0044,21.97094,80.47362,74,Quartzite Schist,33.7,0.87,1066.2,0.74,0.704,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,2.2,0.467
dongri-buzurg,EXP-DON-0080,21.56174,79.71867,187,Basement Gneiss,21.2,0.74,1797.9,0.7,0.368,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-10.7,0.101
tirodi,EXP-TIR-0033,21.66612,79.72517,166,Basement Gneiss,28.0,0.77,606.9,0.96,0.598,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,0.1,0.697
dongri-buzurg,EXP-DON-0020,21.53867,79.724,162,Basement Gneiss,29.8,0.74,255.5,0.9,0.508,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.1,0.872
balaghat,EXP-BAL-0026,21.82436,80.20455,270,Basement Gneiss,28.9,0.77,442.6,0.7,0.463,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.8,0.779
gumgaon,EXP-GUM-0068,21.40906,78.99983,231,Basement Gneiss,22.1,0.77,1514.7,0.8,0.366,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.1,0.243
balaghat,EXP-BAL-0056,21.81898,80.16476,180,Mansar Gondite Horizon,45.2,0.99,334.4,0.8,0.921,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,13.5,0.833
balaghat,EXP-BAL-0054,21.82428,80.17966,28,Basement Gneiss,22.6,0.74,1668.9,0.96,0.34,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-9.1,0.166
tirodi,EXP-TIR-0057,21.68955,79.71076,28,Basement Gneiss,28.1,0.8,623.6,0.82,0.559,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,0.2,0.688
dongri-buzurg,EXP-DON-0004,21.54751,79.72169,217,Basement Gneiss,28.7,0.76,506.5,0.88,0.457,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.2,0.747
gumgaon,EXP-GUM-0028,21.40983,79.0277,218,Basement Gneiss,25.4,0.76,648.0,0.82,0.501,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.8,0.676
gumgaon,EXP-GUM-0039,21.36411,79.03539,118,Mansar Gondite Horizon,42.1,0.96,96.6,0.78,0.947,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,12.9,0.952
gumgaon,EXP-GUM-0043,21.40715,78.99903,63,Basement Gneiss,26.9,0.79,1227.4,0.86,0.482,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-2.3,0.386
gumgaon,EXP-GUM-0029,21.36654,79.03133,166,Mansar Gondite Horizon,35.1,0.91,213.2,0.79,0.764,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,5.9,0.893
dongri-buzurg,EXP-DON-0089,21.5667,79.7011,236,Basement Gneiss,27.0,0.75,679.0,0.71,0.467,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-4.9,0.66
gumgaon,EXP-GUM-0084,21.37789,79.01171,285,Basement Gneiss,24.7,0.75,816.7,0.88,0.389,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.5,0.592
dongri-buzurg,EXP-DON-0063,21.56163,79.73523,267,Basement Gneiss,23.7,0.73,1559.7,0.86,0.35,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-8.2,0.22
gumgaon,EXP-GUM-0090,21.40536,79.02054,201,Basement Gneiss,25.4,0.8,1270.9,0.8,0.45,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.8,0.365
tirodi,EXP-TIR-0013,21.67775,79.7053,206,Basement Gneiss,24.7,0.75,1204.0,0.89,0.325,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.2,0.398
balaghat,EXP-BAL-0088,21.80573,80.18072,334,Basement Gneiss,27.5,0.75,289.6,0.97,0.471,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-4.2,0.855
dongri-buzurg,EXP-DON-0036,21.55301,79.71339,253,Basement Gneiss,28.3,0.75,328.8,0.83,0.468,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.6,0.836
dongri-buzurg,EXP-DON-0094,21.55631,79.73629,162,Basement Gneiss,26.3,0.73,1070.3,0.83,0.407,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-5.6,0.465
balaghat,EXP-BAL-0002,21.82281,80.19026,248,Basement Gneiss,30.2,0.77,712.6,0.71,0.494,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.5,0.644
ukwa,EXP-UKW-0070,21.96623,80.45712,202,Basement Gneiss,26.6,0.76,1024.3,0.84,0.422,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-4.9,0.488
tirodi,EXP-TIR-0043,21.6751,79.7167,284,Basement Gneiss,27.4,0.73,416.0,0.82,0.471,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-0.5,0.792
gumgaon,EXP-GUM-0040,21.36607,79.01775,269,Basement Gneiss,25.0,0.76,1555.0,0.66,0.352,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.2,0.223
tirodi,EXP-TIR-0093,21.67978,79.72993,294,Basement Gneiss,24.2,0.76,1360.6,0.84,0.391,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-3.7,0.32
dongri-buzurg,EXP-DON-0037,21.53414,79.72769,304,Basement Gneiss,29.0,0.75,407.9,0.66,0.424,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.9,0.796
balaghat,EXP-BAL-0070,21.79187,80.18273,65,Basement Gneiss,23.6,0.75,1637.1,0.73,0.342,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-8.1,0.181
balaghat,EXP-BAL-0062,21.79824,80.17449,298,Basement Gneiss,22.9,0.74,1712.3,0.67,0.34,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-8.8,0.144
gumgaon,EXP-GUM-0071,21.38718,78.99109,169,Mansar Gondite Horizon,30.9,0.9,1745.2,0.96,0.564,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,1.7,0.127
ukwa,EXP-UKW-0015,21.97564,80.44606,324,Basement Gneiss,25.4,0.76,1030.1,0.92,0.408,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.1,0.485
ukwa,EXP-UKW-0087,21.94325,80.46445,99,Mansar Gondite Horizon,38.5,0.95,1078.5,0.74,0.811,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,7.0,0.461
dongri-buzurg,EXP-DON-0012,21.52773,79.69823,173,Basement Gneiss,29.3,0.74,318.1,0.91,0.463,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.6,0.841
gumgaon,EXP-GUM-0057,21.37641,79.0087,52,Basement Gneiss,24.2,0.79,1266.9,0.89,0.444,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-5.0,0.367
gumgaon,EXP-GUM-0049,21.36047,78.99933,253,Basement Gneiss,26.5,0.74,326.5,0.72,0.515,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.7,0.837
dongri-buzurg,EXP-DON-0076,21.53947,79.7137,141,Basement Gneiss,28.9,0.78,1145.3,0.79,0.456,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.0,0.427
dongri-buzurg,EXP-DON-0024,21.55969,79.70672,28,Mansar Gondite Horizon,41.5,0.9,435.6,0.85,0.755,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,9.6,0.782
tirodi,EXP-TIR-0099,21.69159,79.72264,310,Basement Gneiss,26.1,0.73,179.1,0.74,0.492,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.8,0.91
gumgaon,EXP-GUM-0005,21.39055,79.00755,289,Basement Gneiss,28.1,0.75,193.3,0.73,0.48,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.1,0.903
dongri-buzurg,EXP-DON-0058,21.53438,79.72083,267,Basement Gneiss,27.4,0.76,1032.9,0.74,0.379,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-4.5,0.484
tirodi,EXP-TIR-0084,21.67712,79.70226,36,Quartzite Schist,26.1,0.81,1562.4,0.65,0.489,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-1.8,0.219
balaghat,EXP-BAL-0020,21.80397,80.20948,101,Basement Gneiss,31.4,0.79,448.3,0.73,0.568,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-0.3,0.776
dongri-buzurg,EXP-DON-0035,21.53416,79.73785,36,Mansar Gondite Horizon,42.8,0.9,558.4,0.69,0.747,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,10.9,0.721
dongri-buzurg,EXP-DON-0066,21.55808,79.71192,168,Basement Gneiss,25.0,0.74,750.7,0.85,0.427,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-6.9,0.625
balaghat,EXP-BAL-0058,21.81455,80.16384,283,Basement Gneiss,26.4,0.76,914.0,0.68,0.404,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.3,0.543
ukwa,EXP-UKW-0068,21.95697,80.45363,65,Quartzite Schist,32.3,0.83,584.0,0.87,0.619,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,0.8,0.708
balaghat,EXP-BAL-0024,21.82337,80.1731,232,Quartzite Schist,33.0,0.81,944.5,0.82,0.566,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,1.3,0.528
tirodi,EXP-TIR-0042,21.70743,79.70615,166,Basement Gneiss,29.7,0.79,371.7,0.67,0.608,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.8,0.814
dongri-buzurg,EXP-DON-0082,21.54089,79.7082,48,Mansar Gondite Horizon,39.5,0.97,1510.2,0.76,0.754,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,7.6,0.245
balaghat,EXP-BAL-0077,21.7859,80.1678,68,Basement Gneiss,30.0,0.76,117.8,0.76,0.474,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-1.7,0.941
dongri-buzurg,EXP-DON-0007,21.52094,79.71316,277,Basement Gneiss,21.3,0.73,1453.9,0.95,0.374,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-10.6,0.273
balaghat,EXP-BAL-0025,21.78416,80.20506,308,Basement Gneiss,29.3,0.75,371.5,0.77,0.427,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.4,0.814
gumgaon,EXP-GUM-0070,21.38806,79.01317,61,Basement Gneiss,30.0,0.8,450.9,0.67,0.566,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,0.8,0.775
balaghat,EXP-BAL-0011,21.79505,80.17646,254,Basement Gneiss,31.8,0.76,79.4,0.81,0.583,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,0.1,0.96
dongri-buzurg,EXP-DON-0086,21.52431,79.71901,319,Basement Gneiss,25.8,0.73,524.3,0.66,0.454,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-6.1,0.738
dongri-buzurg,EXP-DON-0079,21.52718,79.70828,330,Basement Gneiss,24.3,0.73,1224.4,0.81,0.384,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-7.6,0.388
dongri-buzurg,EXP-DON-0041,21.56759,79.71779,146,Basement Gneiss,30.5,0.78,563.8,0.96,0.467,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.4,0.718
tirodi,EXP-TIR-0063,21.71014,79.72026,337,Basement Gneiss,26.7,0.73,211.8,0.67,0.503,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.2,0.894
ukwa,EXP-UKW-0098,21.95911,80.4635,286,Basement Gneiss,23.7,0.73,1209.0,0.83,0.386,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.8,0.395
dongri-buzurg,EXP-DON-0053,21.52624,79.7373,287,Basement Gneiss,28.5,0.74,372.4,0.74,0.462,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.4,0.814
tirodi,EXP-TIR-0037,21.7053,79.71168,52,Quartzite Schist,31.9,0.87,659.5,0.78,0.656,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,4.0,0.67
tirodi,EXP-TIR-0077,21.70892,79.72855,206,Basement Gneiss,24.3,0.75,864.2,0.73,0.457,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.6,0.568
tirodi,EXP-TIR-0065,21.70356,79.7128,147,Quartzite Schist,31.4,0.85,572.5,0.76,0.595,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.5,0.714
balaghat,EXP-BAL-0059,21.79821,80.17873,281,Basement Gneiss,25.9,0.76,1312.2,0.68,0.355,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.8,0.344
dongri-buzurg,EXP-DON-0069,21.53452,79.72229,52,Mansar Gondite Horizon,44.3,0.96,879.0,0.68,0.83,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,12.4,0.56
tirodi,EXP-TIR-0074,21.66361,79.68145,137,Quartzite Schist,30.4,0.89,1439.9,0.76,0.564,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,2.5,0.28
balaghat,EXP-BAL-0029,21.81238,80.18862,54,Basement Gneiss,23.9,0.76,1199.2,0.73,0.339,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-7.8,0.4
gumgaon,EXP-GUM-0033,21.37879,79.00672,169,Mansar Gondite Horizon,32.6,0.9,1190.1,0.97,0.658,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.4,0.405
balaghat,EXP-BAL-0001,21.79823,80.20774,255,Basement Gneiss,26.0,0.75,1444.6,0.7,0.37,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.7,0.278
gumgaon,EXP-GUM-0097,21.38914,79.03677,294,Basement Gneiss,24.6,0.74,1012.9,0.92,0.376,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-4.6,0.494
tirodi,EXP-TIR-0079,21.6648,79.68976,298,Basement Gneiss,27.7,0.74,517.8,0.84,0.406,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-0.2,0.741
balaghat,EXP-BAL-0006,21.80151,80.1663,180,Mansar Gondite Horizon,44.6,0.98,327.5,0.75,0.945,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,12.9,0.836
ukwa,EXP-UKW-0045,21.95769,80.45408,92,Mansar Gondite Horizon,40.3,0.93,461.1,0.82,0.862,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,8.8,0.769
ukwa,EXP-UKW-0034,21.94545,80.46571,201,Basement Gneiss,28.5,0.74,714.1,0.73,0.514,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.0,0.643
dongri-buzurg,EXP-DON-0005,21.55356,79.70403,206,Basement Gneiss,29.9,0.76,500.3,0.89,0.415,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.0,0.75
gumgaon,EXP-GUM-0021,21.3995,79.00223,50,Basement Gneiss,27.0,0.76,681.9,0.88,0.453,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-2.2,0.659
dongri-buzurg,EXP-DON-0087,21.56753,79.74466,26,Mansar Gondite Horizon,36.3,0.88,1310.1,0.94,0.641,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,4.4,0.345
gumgaon,EXP-GUM-0094,21.36563,79.02218,195,Basement Gneiss,27.1,0.8,1182.7,0.65,0.483,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-2.1,0.409
dongri-buzurg,EXP-DON-0027,21.55415,79.71126,203,Basement Gneiss,28.8,0.75,252.0,0.96,0.545,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.1,0.874
