date,mine_id,rainfall_mm,rainfall_7d_mm,rainfall_anomaly,water_risk_index,soil_saturation_index,monsoon_intensity,cumulative_monsoon_rain
2025-03-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-08,balaghat,0.0,1.2,-1.0,0.03,0.05,0.0,10.4
2025-03-08,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-08,ukwa,0.0,2.7,-1.0,0.03,0.05,0.0,14.4
2025-03-08,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,7.9
2025-03-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-09,ukwa,0.0,2.7,-1.0,0.03,0.05,0.0,14.4
2025-03-09,balaghat,0.0,1.2,-1.0,0.03,0.05,0.0,10.4
2025-03-09,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,7.9
2025-03-09,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-10,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-10,ukwa,0.0,0.4,-1.0,0.03,0.05,0.0,14.4
2025-03-10,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,10.4
2025-03-10,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,7.9
2025-03-10,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-11,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,14.4
2025-03-11,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-11,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,10.4
2025-03-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-11,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,7.9
2025-03-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-12,tirodi,0.9,2.5,-0.62,0.034,0.05,0.0,8.8
2025-03-12,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-12,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,10.4
2025-03-12,ukwa,0.2,0.2,-0.92,0.031,0.05,0.0,14.6
2025-03-13,dongri-buzurg,0.7,0.7,-0.75,0.033,0.05,0.0,6.6
2025-03-13,balaghat,0.8,0.8,-0.78,0.033,0.05,0.0,11.2
2025-03-13,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,14.6
2025-03-13,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-13,tirodi,0.0,2.5,-1.0,0.03,0.05,0.0,8.8
2025-03-14,balaghat,0.0,0.8,-1.0,0.03,0.05,0.0,11.2
2025-03-14,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,14.6
2025-03-14,gumgaon,0.6,0.6,-0.8,0.032,0.05,0.0,9.7
2025-03-14,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05,0.0,6.6
2025-03-14,tirodi,0.0,0.9,-1.0,0.03,0.05,0.0,8.8
2025-03-15,gumgaon,0.0,0.6,-1.0,0.03,0.05,0.0,9.7
2025-03-15,ukwa,0.6,0.8,-0.77,0.032,0.05,0.0,15.2
2025-03-15,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05,0.0,6.6
2025-03-15,balaghat,0.0,0.8,-1.0,0.03,0.05,0.0,11.2
2025-03-15,tirodi,0.0,0.9,-1.0,0.03,0.05,0.0,8.8
2025-03-16,gumgaon,0.0,0.6,-1.0,0.03,0.05,0.0,9.7
2025-03-16,balaghat,0.0,0.8,-1.0,0.03,0.05,0.0,11.2
2025-03-16,ukwa,0.0,0.8,-1.0,0.03,0.05,0.0,15.2
2025-03-16,dongri-buzurg,0.1,0.8,-0.96,0.03,0.05,0.0,6.7
2025-03-16,tirodi,0.0,0.9,-1.0,0.03,0.05,0.0,8.8
2025-03-17,tirodi,0.6,1.5,-0.75,0.032,0.05,0.0,9.4
2025-03-17,gumgaon,0.0,0.6,-1.0,0.03,0.05,0.0,9.7
2025-03-17,balaghat,0.0,0.8,-1.0,0.03,0.05,0.0,11.2
2025-03-17,ukwa,0.0,0.8,-1.0,0.03,0.05,0.0,15.2
2025-03-17,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05,0.0,6.7
2025-03-18,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,9.4
2025-03-18,gumgaon,0.0,0.6,-1.0,0.03,0.05,0.0,9.7
2025-03-18,balaghat,0.0,0.8,-1.0,0.03,0.05,0.0,11.2
2025-03-18,ukwa,0.0,0.8,-1.0,0.03,0.05,0.0,15.2
2025-03-18,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05,0.0,6.7
2025-03-19,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.2
2025-03-19,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05,0.0,6.7
2025-03-19,tirodi,0.1,0.7,-0.96,0.03,0.05,0.0,9.5
2025-03-19,gumgaon,0.0,0.6,-1.0,0.03,0.05,0.0,9.7
2025-03-19,balaghat,0.0,0.8,-1.0,0.03,0.05,0.0,11.2
2025-03-20,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.2
2025-03-20,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05,0.0,6.7
2025-03-20,balaghat,0.5,0.5,-0.86,0.032,0.05,0.0,11.7
2025-03-20,tirodi,0.0,0.7,-1.0,0.03,0.05,0.0,9.5
2025-03-20,gumgaon,0.0,0.6,-1.0,0.03,0.05,0.0,9.7
2025-03-21,balaghat,0.0,0.5,-1.0,0.03,0.05,0.0,11.7
2025-03-21,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.2
2025-03-21,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-21,tirodi,0.0,0.7,-1.0,0.03,0.05,0.0,9.5
2025-03-21,dongri-buzurg,2.2,2.3,-0.21,0.039,0.05,0.0,8.9
2025-03-22,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,15.2
2025-03-22,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-22,balaghat,0.0,0.5,-1.0,0.03,0.05,0.0,11.7
2025-03-22,dongri-buzurg,0.0,2.3,-1.0,0.03,0.05,0.0,8.9
2025-03-22,tirodi,0.0,0.7,-1.0,0.03,0.05,0.0,9.5
2025-03-23,balaghat,0.0,0.5,-1.0,0.03,0.05,0.0,11.7
2025-03-23,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-23,dongri-buzurg,0.0,2.2,-1.0,0.03,0.05,0.0,8.9
2025-03-23,tirodi,0.3,1.0,-0.87,0.031,0.05,0.0,9.8
2025-03-23,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,15.2
2025-03-24,tirodi,0.3,0.7,-0.87,0.031,0.05,0.0,10.1
2025-03-24,balaghat,0.0,0.5,-1.0,0.03,0.05,0.0,11.7
2025-03-24,dongri-buzurg,1.0,3.2,-0.64,0.034,0.05,0.0,9.9
2025-03-24,ukwa,0.6,0.6,-0.77,0.032,0.05,0.0,15.8
2025-03-24,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-25,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.8
2025-03-25,dongri-buzurg,0.0,3.2,-1.0,0.03,0.05,0.0,9.9
2025-03-25,balaghat,0.0,0.5,-1.0,0.03,0.05,0.0,11.7
2025-03-25,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-25,tirodi,1.1,1.8,-0.54,0.034,0.05,0.0,11.2
2025-03-26,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-26,dongri-buzurg,0.0,3.2,-1.0,0.03,0.05,0.0,9.9
2025-03-26,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.8
2025-03-26,balaghat,0.0,0.5,-1.0,0.03,0.05,0.0,11.7
2025-03-26,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,11.2
2025-03-27,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-03-27,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,11.2
2025-03-27,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-27,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.8
2025-03-27,dongri-buzurg,0.0,3.2,-1.0,0.03,0.05,0.0,9.9
2025-03-28,tirodi,1.0,2.7,-0.58,0.034,0.05,0.0,12.2
2025-03-28,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.8
2025-03-28,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05,0.0,9.9
2025-03-28,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-28,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-03-29,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-03-29,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.7
2025-03-29,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05,0.0,9.9
2025-03-29,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.8
2025-03-29,tirodi,0.0,2.7,-1.0,0.03,0.05,0.0,12.2
2025-03-30,ukwa,0.0,0.6,-1.0,0.03,0.05,0.0,15.8
2025-03-30,dongri-buzurg,2.1,3.1,-0.25,0.038,0.05,0.0,12.0
2025-03-30,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-03-30,gumgaon,0.2,0.2,-0.93,0.031,0.05,0.0,9.9
2025-03-30,tirodi,0.0,2.4,-1.0,0.03,0.05,0.0,12.2
2025-03-31,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-03-31,gumgaon,0.0,0.2,-1.0,0.03,0.05,0.0,9.9
2025-03-31,dongri-buzurg,0.0,2.1,-1.0,0.03,0.05,0.0,12.0
2025-03-31,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,15.8
2025-03-31,tirodi,0.0,2.1,-1.0,0.03,0.05,0.0,12.2
2025-04-01,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-04-01,tirodi,0.1,1.1,-0.96,0.03,0.05,0.0,12.3
2025-04-01,dongri-buzurg,0.0,2.1,-1.0,0.03,0.05,0.0,12.0
2025-04-01,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,15.8
2025-04-01,gumgaon,0.3,0.5,-0.9,0.031,0.05,0.0,10.2
2025-04-02,tirodi,0.0,1.1,-1.0,0.03,0.05,0.0,12.3
2025-04-02,dongri-buzurg,1.5,3.6,-0.46,0.036,0.05,0.0,13.5
2025-04-02,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.2
2025-04-02,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-04-02,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,15.8
2025-04-03,dongri-buzurg,0.0,3.6,-1.0,0.03,0.05,0.0,13.5
2025-04-03,tirodi,0.0,1.1,-1.0,0.03,0.05,0.0,12.3
2025-04-03,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,11.7
2025-04-03,ukwa,0.2,0.2,-0.92,0.031,0.05,0.0,16.0
2025-04-03,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.2
2025-04-04,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.2
2025-04-04,tirodi,0.0,0.1,-1.0,0.03,0.05,0.0,12.3
2025-04-04,dongri-buzurg,1.6,5.2,-0.43,0.036,0.05,0.0,15.1
2025-04-04,balaghat,0.2,0.2,-0.94,0.031,0.05,0.0,11.9
2025-04-04,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.0
2025-04-05,tirodi,0.0,0.1,-1.0,0.03,0.05,0.0,12.3
2025-04-05,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,11.9
2025-04-05,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.2
2025-04-05,dongri-buzurg,0.0,5.2,-1.0,0.03,0.05,0.0,15.1
2025-04-05,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.0
2025-04-06,tirodi,0.0,0.1,-1.0,0.03,0.05,0.0,12.3
2025-04-06,dongri-buzurg,0.0,3.1,-1.0,0.03,0.05,0.0,15.1
2025-04-06,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.0
2025-04-06,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,10.2
2025-04-06,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,11.9
2025-04-07,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,11.9
2025-04-07,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,10.2
2025-04-07,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.0
2025-04-07,dongri-buzurg,0.0,3.1,-1.0,0.03,0.05,0.0,15.1
2025-04-07,tirodi,0.0,0.1,-1.0,0.03,0.05,0.0,12.3
2025-04-08,dongri-buzurg,0.0,3.1,-1.0,0.03,0.05,0.0,15.1
2025-04-08,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-08,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,12.3
2025-04-08,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.0
2025-04-08,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,11.9
2025-04-09,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,11.9
2025-04-09,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-09,ukwa,0.2,0.4,-0.92,0.031,0.05,0.0,16.2
2025-04-09,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05,0.0,15.1
2025-04-09,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,12.3
2025-04-10,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,11.9
2025-04-10,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-10,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.2
2025-04-10,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05,0.0,15.1
2025-04-10,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,12.3
2025-04-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.1
2025-04-11,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,12.3
2025-04-11,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-11,balaghat,1.3,1.3,-0.64,0.035,0.05,0.0,13.2
2025-04-11,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.2
2025-04-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.1
2025-04-12,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-12,balaghat,0.0,1.3,-1.0,0.03,0.05,0.0,13.2
2025-04-12,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,12.3
2025-04-12,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.2
2025-04-13,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-13,balaghat,1.3,2.6,-0.64,0.035,0.05,0.0,14.5
2025-04-13,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.1
2025-04-13,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,12.3
2025-04-13,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.2
2025-04-14,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.1
2025-04-14,balaghat,0.0,2.6,-1.0,0.03,0.05,0.0,14.5
2025-04-14,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.2
2025-04-14,tirodi,1.5,1.5,-0.37,0.036,0.05,0.0,13.8
2025-04-14,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-15,balaghat,0.6,3.2,-0.83,0.032,0.05,0.0,15.1
2025-04-15,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,16.2
2025-04-15,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-15,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,13.8
2025-04-15,dongri-buzurg,0.3,0.3,-0.89,0.031,0.05,0.0,15.4
2025-04-16,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-16,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-16,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,16.2
2025-04-16,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,13.8
2025-04-16,balaghat,0.0,3.2,-1.0,0.03,0.05,0.0,15.1
2025-04-17,tirodi,0.2,1.7,-0.92,0.031,0.05,0.0,14.0
2025-04-17,balaghat,0.3,3.5,-0.92,0.031,0.05,0.0,15.4
2025-04-17,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-17,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,16.2
2025-04-17,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-18,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,16.2
2025-04-18,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-18,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,14.0
2025-04-18,balaghat,0.0,2.2,-1.0,0.03,0.05,0.0,15.4
2025-04-18,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-19,balaghat,0.0,2.2,-1.0,0.03,0.05,0.0,15.4
2025-04-19,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,16.2
2025-04-19,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-19,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,14.0
2025-04-19,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-20,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,14.0
2025-04-20,balaghat,0.0,0.9,-1.0,0.03,0.05,0.0,15.4
2025-04-20,ukwa,1.3,1.3,-0.5,0.035,0.05,0.0,17.5
2025-04-20,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-20,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-21,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,14.0
2025-04-21,ukwa,1.1,2.4,-0.58,0.034,0.05,0.0,18.6
2025-04-21,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-21,balaghat,0.0,0.9,-1.0,0.03,0.05,0.0,15.4
2025-04-21,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-22,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,18.6
2025-04-22,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,10.2
2025-04-22,balaghat,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-22,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,14.0
2025-04-22,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-23,gumgaon,0.5,0.5,-0.83,0.032,0.05,0.0,10.7
2025-04-23,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-23,tirodi,1.5,1.7,-0.37,0.036,0.05,0.0,15.5
2025-04-23,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,18.6
2025-04-23,balaghat,0.0,0.3,-1.0,0.03,0.05,0.0,15.4
2025-04-24,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-24,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,18.6
2025-04-24,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,15.5
2025-04-24,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-24,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.7
2025-04-25,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05,0.0,15.8
2025-04-25,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,18.6
2025-04-25,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.7
2025-04-25,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-25,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,15.5
2025-04-26,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,15.8
2025-04-26,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,15.5
2025-04-26,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-26,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,18.6
2025-04-26,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.7
2025-04-27,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,15.4
2025-04-27,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,15.5
2025-04-27,ukwa,0.0,1.1,-1.0,0.03,0.05,0.0,18.6
2025-04-27,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,10.7
2025-04-27,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,15.8
2025-04-28,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,15.5
2025-04-28,gumgaon,0.7,1.2,-0.77,0.033,0.05,0.0,11.4
2025-04-28,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,15.8
2025-04-28,balaghat,0.3,0.3,-0.92,0.031,0.05,0.0,15.7
2025-04-28,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-04-29,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-04-29,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,15.5
2025-04-29,gumgaon,0.0,1.2,-1.0,0.03,0.05,0.0,11.4
2025-04-29,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,15.8
2025-04-29,balaghat,0.0,0.3,-1.0,0.03,0.05,0.0,15.7
2025-04-30,tirodi,0.9,0.9,-0.62,0.034,0.05,0.0,16.4
2025-04-30,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,15.8
2025-04-30,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-04-30,balaghat,0.0,0.3,-1.0,0.03,0.05,0.0,15.7
2025-04-30,gumgaon,0.2,0.9,-0.93,0.031,0.05,0.0,11.6
2025-05-01,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-01,balaghat,0.0,0.3,-1.0,0.03,0.05,0.0,15.7
2025-05-01,dongri-buzurg,0.1,0.5,-0.96,0.03,0.05,0.0,15.9
2025-05-01,gumgaon,0.0,0.9,-1.0,0.03,0.05,0.0,11.6
2025-05-01,tirodi,0.0,0.9,-1.0,0.03,0.05,0.0,16.4
2025-05-02,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-02,balaghat,2.6,2.9,-0.28,0.04,0.05,0.0,18.3
2025-05-02,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05,0.0,15.9
2025-05-02,gumgaon,0.0,0.9,-1.0,0.03,0.05,0.0,11.6
2025-05-02,tirodi,0.7,1.6,-0.71,0.033,0.05,0.0,17.1
2025-05-03,gumgaon,0.0,0.9,-1.0,0.03,0.05,0.0,11.6
2025-05-03,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05,0.0,15.9
2025-05-03,balaghat,0.0,2.9,-1.0,0.03,0.05,0.0,18.3
2025-05-03,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,17.1
2025-05-03,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-04,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,17.1
2025-05-04,gumgaon,0.0,0.9,-1.0,0.03,0.05,0.0,11.6
2025-05-04,dongri-buzurg,0.6,0.7,-0.79,0.032,0.05,0.0,16.5
2025-05-04,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-04,balaghat,0.0,2.9,-1.0,0.03,0.05,0.0,18.3
2025-05-05,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-05,gumgaon,0.3,0.5,-0.9,0.031,0.05,0.0,11.9
2025-05-05,balaghat,0.0,2.6,-1.0,0.03,0.05,0.0,18.3
2025-05-05,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05,0.0,16.5
2025-05-05,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,17.1
2025-05-06,balaghat,0.0,2.6,-1.0,0.03,0.05,0.0,18.3
2025-05-06,tirodi,0.0,1.6,-1.0,0.03,0.05,0.0,17.1
2025-05-06,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,11.9
2025-05-06,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-06,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05,0.0,16.5
2025-05-07,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05,0.0,16.5
2025-05-07,balaghat,0.0,2.6,-1.0,0.03,0.05,0.0,18.3
2025-05-07,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-07,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,11.9
2025-05-07,tirodi,0.0,0.7,-1.0,0.03,0.05,0.0,17.1
2025-05-08,balaghat,0.0,2.6,-1.0,0.03,0.05,0.0,18.3
2025-05-08,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-08,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05,0.0,16.5
2025-05-08,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,11.9
2025-05-08,tirodi,0.0,0.7,-1.0,0.03,0.05,0.0,17.1
2025-05-09,dongri-buzurg,0.2,0.8,-0.93,0.031,0.05,0.0,16.7
2025-05-09,tirodi,0.5,0.5,-0.79,0.032,0.05,0.0,17.6
2025-05-09,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-09,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,18.3
2025-05-09,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,11.9
2025-05-10,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,18.3
2025-05-10,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05,0.0,16.7
2025-05-10,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,11.9
2025-05-10,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,18.6
2025-05-10,tirodi,0.0,0.5,-1.0,0.03,0.05,0.0,17.6
2025-05-11,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05,0.0,16.7
2025-05-11,ukwa,1.4,1.4,-0.46,0.036,0.05,0.0,20.0
2025-05-11,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,11.9
2025-05-11,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,18.3
2025-05-11,tirodi,0.0,0.5,-1.0,0.03,0.05,0.0,17.6
2025-05-12,tirodi,0.0,0.5,-1.0,0.03,0.05,0.0,17.6
2025-05-12,ukwa,0.0,1.4,-1.0,0.03,0.05,0.0,20.0
2025-05-12,balaghat,0.2,0.2,-0.94,0.031,0.05,0.0,18.5
2025-05-12,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,11.9
2025-05-12,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05,0.0,16.7
