date,mine_id,latitude,longitude,ndvi,ndwi,ndmi,evi,surface_change_score,vegetation_change,water_change,disturbed_area_score,terrain_slope,elevation,land_surface_change_confidence,ndvi_change,ndwi_change,vegetation_loss,water_expansion
2025-07-18,ukwa,21.967,80.467,0.576,0.181,0.494,0.539,0.98,-0.028,0.431,0.692,11.0,360,0.956,-0.015,0.08,0.015,0.08
2025-07-18,tirodi,21.688,79.706,0.568,0.182,0.489,0.505,0.98,-0.024,0.432,0.692,18.0,340,0.953,-0.058,0.027,0.058,0.027
2025-07-18,gumgaon,21.385,79.012,0.572,0.181,0.491,0.458,0.98,-0.01,0.431,0.692,8.5,290,0.919,0.053,0.095,0.0,0.095
2025-07-18,balaghat,21.8045,80.1852,0.605,0.135,0.491,0.499,0.98,-0.045,0.385,0.692,14.5,320,0.955,0.022,0.026,0.0,0.026
2025-07-24,ukwa,21.967,80.467,0.587,0.142,0.482,0.478,0.98,-0.029,0.392,0.7,11.0,360,0.917,0.011,-0.039,0.0,0.0
2025-07-24,balaghat,21.8045,80.1852,0.615,0.211,0.536,0.539,0.98,0.015,0.461,0.7,14.5,320,0.889,0.01,0.076,0.0,0.076
2025-07-24,dongri-buzurg,21.5432,79.7214,0.557,0.215,0.497,0.463,0.98,-0.039,0.465,0.7,22.0,380,0.898,0.007,0.022,0.0,0.022
2025-07-24,gumgaon,21.385,79.012,0.559,0.14,0.461,0.456,0.98,-0.002,0.39,0.7,8.5,290,0.937,-0.013,-0.041,0.013,0.0
2025-07-24,tirodi,21.688,79.706,0.572,0.257,0.529,0.462,0.98,-0.052,0.507,0.7,18.0,340,0.979,0.004,0.075,0.0,0.075
2025-07-30,tirodi,21.688,79.706,0.538,0.28,0.517,0.455,0.98,0.012,0.53,0.708,18.0,340,0.967,-0.034,0.023,0.034,0.023
2025-07-30,dongri-buzurg,21.5432,79.7214,0.542,0.192,0.475,0.462,0.98,-0.069,0.442,0.708,22.0,380,0.949,-0.015,-0.023,0.015,0.0
2025-07-30,gumgaon,21.385,79.012,0.647,0.188,0.547,0.552,0.98,-0.02,0.438,0.708,8.5,290,0.901,0.088,0.048,0.0,0.048
2025-07-30,ukwa,21.967,80.467,0.6,0.202,0.521,0.474,0.98,-0.036,0.452,0.708,11.0,360,0.931,0.013,0.06,0.0,0.06
2025-07-30,balaghat,21.8045,80.1852,0.544,0.169,0.465,0.48,0.98,-0.028,0.419,0.708,14.5,320,0.943,-0.071,-0.042,0.071,0.0
2025-08-05,balaghat,21.8045,80.1852,0.579,0.247,0.529,0.487,0.98,0.03,0.497,0.715,14.5,320,0.9,0.035,0.078,0.0,0.078
2025-08-05,dongri-buzurg,21.5432,79.7214,0.558,0.198,0.49,0.472,0.98,-0.028,0.448,0.715,22.0,380,0.961,0.016,0.006,0.0,0.006
2025-08-05,tirodi,21.688,79.706,0.573,0.225,0.514,0.5,0.98,-0.056,0.475,0.715,18.0,340,0.971,0.035,-0.055,0.0,0.0
2025-08-05,gumgaon,21.385,79.012,0.561,0.194,0.49,0.528,0.98,-0.026,0.444,0.715,8.5,290,0.913,-0.086,0.006,0.086,0.006
2025-08-05,ukwa,21.967,80.467,0.55,0.183,0.477,0.443,0.98,-0.012,0.433,0.715,11.0,360,0.942,-0.05,-0.019,0.05,0.0
2025-08-11,ukwa,21.967,80.467,0.538,0.18,0.467,0.444,0.98,-0.026,0.43,0.722,11.0,360,0.979,-0.012,-0.003,0.012,0.0
2025-08-11,balaghat,21.8045,80.1852,0.539,0.202,0.478,0.459,0.98,-0.027,0.452,0.722,14.5,320,0.898,-0.04,-0.045,0.04,0.0
2025-08-11,gumgaon,21.385,79.012,0.557,0.173,0.476,0.477,0.98,-0.031,0.423,0.722,8.5,290,0.93,-0.004,-0.021,0.004,0.0
2025-08-11,tirodi,21.688,79.706,0.583,0.113,0.465,0.523,0.944,-0.009,0.363,0.714,18.0,340,0.893,0.01,-0.112,0.0,0.0
2025-08-11,dongri-buzurg,21.5432,79.7214,0.545,0.186,0.475,0.452,0.98,-0.049,0.436,0.722,22.0,380,0.928,-0.013,-0.012,0.013,0.0
2025-08-17,gumgaon,21.385,79.012,0.533,0.195,0.471,0.467,0.98,-0.037,0.445,0.73,8.5,290,0.96,-0.024,0.022,0.024,0.022
2025-08-17,ukwa,21.967,80.467,0.556,0.109,0.444,0.46,0.98,-0.031,0.359,0.73,11.0,360,0.949,0.018,-0.071,0.0,0.0
2025-08-17,dongri-buzurg,21.5432,79.7214,0.506,0.177,0.443,0.463,0.98,-0.03,0.427,0.73,22.0,380,0.884,-0.039,-0.009,0.039,0.0
2025-08-17,tirodi,21.688,79.706,0.567,0.133,0.463,0.471,0.98,-0.039,0.383,0.73,18.0,340,0.977,-0.016,0.02,0.016,0.02
2025-08-17,balaghat,21.8045,80.1852,0.545,0.151,0.457,0.473,0.98,-0.027,0.401,0.73,14.5,320,0.976,0.006,-0.051,0.0,0.0
2025-08-23,tirodi,21.688,79.706,0.542,0.057,0.408,0.428,0.876,-0.027,0.307,0.712,18.0,340,0.967,-0.025,-0.076,0.025,0.0
2025-08-23,balaghat,21.8045,80.1852,0.518,0.099,0.412,0.461,0.98,-0.033,0.349,0.738,14.5,320,0.912,-0.027,-0.052,0.027,0.0
2025-08-23,dongri-buzurg,21.5432,79.7214,0.558,0.029,0.405,0.475,0.726,-0.007,0.279,0.674,22.0,380,0.933,0.052,-0.148,0.0,0.0
2025-08-23,gumgaon,21.385,79.012,0.499,0.105,0.402,0.389,0.9,-0.003,0.355,0.718,8.5,290,0.889,-0.034,-0.09,0.034,0.0
2025-08-23,ukwa,21.967,80.467,0.532,0.039,0.392,0.422,0.754,-0.008,0.289,0.681,11.0,360,0.942,-0.024,-0.07,0.024,0.0
2025-08-29,balaghat,21.8045,80.1852,0.515,-0.047,0.337,0.441,0.584,-0.019,0.203,0.646,14.5,320,0.937,-0.003,-0.146,0.003,0.0
2025-08-29,gumgaon,21.385,79.012,0.506,0.028,0.368,0.434,0.907,-0.053,0.278,0.727,8.5,290,0.967,0.007,-0.077,0.0,0.0
2025-08-29,ukwa,21.967,80.467,0.432,0.04,0.322,0.34,0.849,-0.031,0.29,0.712,11.0,360,0.917,-0.1,0.001,0.1,0.001
2025-08-29,tirodi,21.688,79.706,0.532,-0.111,0.317,0.475,0.592,-0.061,0.139,0.648,18.0,340,0.896,-0.01,-0.168,0.01,0.0
2025-08-29,dongri-buzurg,21.5432,79.7214,0.505,-0.035,0.336,0.397,0.63,-0.023,0.215,0.658,22.0,380,0.907,-0.053,-0.064,0.053,0.0
2025-09-04,tirodi,21.688,79.706,0.494,-0.075,0.308,0.436,0.646,-0.052,0.175,0.669,18.0,340,0.913,-0.038,0.036,0.038,0.036
2025-09-04,gumgaon,21.385,79.012,0.507,-0.047,0.331,0.457,0.532,-0.006,0.203,0.641,8.5,290,0.965,0.001,-0.075,0.0,0.0
2025-09-04,balaghat,21.8045,80.1852,0.49,-0.104,0.291,0.438,0.469,-0.026,0.146,0.625,14.5,320,0.954,-0.025,-0.057,0.025,0.0
2025-09-04,dongri-buzurg,21.5432,79.7214,0.477,-0.073,0.297,0.384,0.602,-0.04,0.177,0.658,22.0,380,0.913,-0.028,-0.038,0.028,0.0
2025-09-04,ukwa,21.967,80.467,0.519,-0.084,0.321,0.459,0.463,-0.012,0.166,0.623,11.0,360,0.881,0.087,-0.124,0.0,0.0
